date;home_team;away_team;home_score;away_score;League
20.05.2022;Torino;Roma;0;3;Serie A
21.05.2022;Genoa;Bologna;0;1;Serie A
21.05.2022;Atalanta;Empoli;0;1;Serie A
21.05.2022;Fiorentina;Juventus;2;0;Serie A
21.05.2022;Lazio;Hellas Verona;3;3;Serie A
22.05.2022;Spezia;Napoli;0;3;Serie A
22.05.2022;Inter;Sampdoria;3;0;Serie A
22.05.2022;Sassuolo;Milan;0;3;Serie A
22.05.2022;Salernitana;Udinese;0;4;Serie A
22.05.2022;Venezia;Cagliari;0;0;Serie A
14.05.2022;Empoli;Salernitana;1;1;Serie A
14.05.2022;Hellas Verona;Torino;0;1;Serie A
14.05.2022;Udinese;Spezia;2;3;Serie A
14.05.2022;Roma;Venezia;1;1;Serie A
15.05.2022;Bologna;Sassuolo;1;3;Serie A
15.05.2022;Napoli;Genoa;3;0;Serie A
15.05.2022;Milan;Atalanta;2;0;Serie A
15.05.2022;Cagliari;Inter;1;3;Serie A
16.05.2022;Sampdoria;Fiorentina;4;1;Serie A
16.05.2022;Juventus;Lazio;2;2;Serie A
06.05.2022;Inter;Empoli;4;2;Serie A
06.05.2022;Genoa;Juventus;2;1;Serie A
07.05.2022;Torino;Napoli;0;1;Serie A
07.05.2022;Sassuolo;Udinese;1;1;Serie A
07.05.2022;Lazio;Sampdoria;2;0;Serie A
08.05.2022;Spezia;Atalanta;1;3;Serie A
08.05.2022;Venezia;Bologna;4;3;Serie A
08.05.2022;Salernitana;Cagliari;1;1;Serie A
08.05.2022;Hellas Verona;Milan;1;3;Serie A
09.05.2022;Fiorentina;Roma;2;0;Serie A
30.04.2022;Cagliari;Hellas Verona;1;2;Serie A
30.04.2022;Napoli;Sassuolo;6;1;Serie A
30.04.2022;Sampdoria;Genoa;1;0;Serie A
30.04.2022;Spezia;Lazio;3;4;Serie A
01.05.2022;Juventus;Venezia;2;1;Serie A
01.05.2022;Empoli;Torino;1;3;Serie A
01.05.2022;Milan;Fiorentina;1;0;Serie A
01.05.2022;Udinese;Inter;1;2;Serie A
01.05.2022;Roma;Bologna;0;0;Serie A
02.05.2022;Atalanta;Salernitana;1;1;Serie A
23.04.2022;Torino;Spezia;2;1;Serie A
23.04.2022;Venezia;Atalanta;1;3;Serie A
23.04.2022;Inter;Roma;3;1;Serie A
23.04.2022;Hellas Verona;Sampdoria;1;1;Serie A
24.04.2022;Salernitana;Fiorentina;2;1;Serie A
24.04.2022;Bologna;Udinese;2;2;Serie A
24.04.2022;Empoli;Napoli;3;2;Serie A
24.04.2022;Genoa;Cagliari;1;0;Serie A
24.04.2022;Lazio;Milan;1;2;Serie A
25.04.2022;Sassuolo;Juventus;1;2;Serie A
15.04.2022;Spezia;Inter;1;3;Serie A
15.04.2022;Milan;Genoa;2;0;Serie A
16.04.2022;Cagliari;Sassuolo;1;0;Serie A
16.04.2022;Sampdoria;Salernitana;1;2;Serie A
16.04.2022;Udinese;Empoli;4;1;Serie A
16.04.2022;Fiorentina;Venezia;1;0;Serie A
16.04.2022;Juventus;Bologna;1;1;Serie A
16.04.2022;Lazio;Torino;1;1;Serie A
18.04.2022;Napoli;Roma;1;1;Serie A
18.04.2022;Atalanta;Hellas Verona;1;2;Serie A
09.04.2022;Empoli;Spezia;0;0;Serie A
09.04.2022;Inter;Hellas Verona;2;0;Serie A
09.04.2022;Cagliari;Juventus;1;2;Serie A
10.04.2022;Genoa;Lazio;1;4;Serie A
10.04.2022;Napoli;Fiorentina;2;3;Serie A
10.04.2022;Sassuolo;Atalanta;2;1;Serie A
10.04.2022;Venezia;Udinese;1;2;Serie A
10.04.2022;Roma;Salernitana;2;1;Serie A
10.04.2022;Torino;Milan;0;0;Serie A
11.04.2022;Bologna;Sampdoria;2;0;Serie A
02.04.2022;Spezia;Venezia;1;0;Serie A
02.04.2022;Lazio;Sassuolo;2;1;Serie A
02.04.2022;Salernitana;Torino;0;1;Serie A
03.04.2022;Fiorentina;Empoli;1;0;Serie A
03.04.2022;Atalanta;Napoli;1;3;Serie A
03.04.2022;Udinese;Cagliari;5;1;Serie A
03.04.2022;Sampdoria;Roma;0;1;Serie A
03.04.2022;Juventus;Inter;0;1;Serie A
04.04.2022;Hellas Verona;Genoa;1;0;Serie A
04.04.2022;Milan;Bologna;0;0;Serie A
18.03.2022;Sassuolo;Spezia;4;1;Serie A
18.03.2022;Genoa;Torino;1;0;Serie A
19.03.2022;Napoli;Udinese;2;1;Serie A
19.03.2022;Inter;Fiorentina;1;1;Serie A
19.03.2022;Cagliari;Milan;0;1;Serie A
20.03.2022;Venezia;Sampdoria;0;2;Serie A
20.03.2022;Empoli;Hellas Verona;1;1;Serie A
20.03.2022;Juventus;Salernitana;2;0;Serie A
20.03.2022;Roma;Lazio;3;0;Serie A
20.03.2022;Bologna;Atalanta;0;1;Serie A
12.03.2022;Salernitana;Sassuolo;2;2;Serie A
