Marka;Model;Seri;Yıl;Kilometre;Renk;Fiyat;Yer;Yakıt Tipi;Vites Tipi;Kasa Tipi;Motor Hacmi;Motor Gücü;Yakıt Deposu;Çekiş;Kimden
Ford;1.4 TDCi Titanium;Fiesta;2010;223000;Kırmızı;390000;Talaytepe Mh. Kayapınar, Diyarbakır;Dizel;Düz;Hatchback/5;1398 cc;70 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.5 TDCi Trend X;Fiesta;2014;160000;Gri;520000;Fevzi Çakmak Mh. Gaziosmanpaşa, İstanbul;Dizel;Düz;Hatchback/5;1498 cc;75 hp;42 lt;Önden Çekiş;Sahibinden
Ford;1.5 TDCi Trend X;Focus;2017;111000;Beyaz;920000;Keykubat Mh. Melikgazi, Kayseri;Dizel;Yarı Otomatik;Sedan;1499 cc;120 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.Haz;Fusion;2003;223000;Bej;360000;Yavuz Sultan Selim Mh. Sarıçam, Adana;LPG & Benzin;Düz;Hatchback/5;1596 cc;100 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.6 Ti-VCT Trend;Focus;2012;179000;Gri;635000;Mimarsinan Silivri Mh. Silivri, İstanbul;LPG & Benzin;Yarı Otomatik;Sedan;1596 cc;125 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.25 Trend X;Fiesta;2014;80000;Beyaz;630000;Tacin Mh. Merkez, Aksaray;Benzin;Düz;Hatchback/5;1242 cc;82 hp;42 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend;Focus;2010;297000;Gri;545000;Demirci Beldesi Gülağaç, Aksaray;Dizel;Düz;Station wagon;1560 cc;90 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Comfort;Fiesta;2006;250584;Mavi (metalik);285000;Yardımcı Mh. Eyyübiye, Şanlıurfa;Dizel;Düz;Hatchback/5;1399 cc;68 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.4 Comfort;Fiesta;2006;229000;Beyaz;410000;Beylerbeyi Mh. Sarayköy, Denizli;LPG & Benzin;Otomatik;Hatchback/5;1388 cc;80 hp;45 lt;Önden Çekiş;Galeriden
Ford;1.6 TDCi Titanium;Mondeo;2012;126000;Beyaz;765000;Kanuni Mh. Keçiören, Ankara;Dizel;Düz;Sedan;1560 cc;115 hp;70 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend X;Focus;2014;217000;Beyaz;760000;Denizciler Mh. İskenderun, Hatay;Dizel;Düz;Sedan;1560 cc;95 hp;53 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Style;Focus;2012;248000;Kahverengi;690000;Yakapınar Mh. Yüreğir, Adana;Dizel;Düz;Sedan;1560 cc;115 hp;53 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend X;Focus;2017;200100;Gri;700000;Hamidiye Mh. İnegöl, Bursa;Dizel;Düz;Hatchback/5;1560 cc;95 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Ghia;Focus;2002;300000;Gri (metalik);378000;Çavuşoğlu Mh. Yeşilyurt, Malatya;Benzin;Yarı Otomatik;Station wagon;1596 cc;100 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.8 TDCi Comfort;Focus;2003;209000;Yeşil (metalik);385000;Bahçelievler Mh. Merkez, Düzce;Dizel;Düz;Sedan;1601 - 1800 cm3;101 - 125 HP;;;Sahibinden
Ford;1.4 TDCi Comfort;Fiesta;2006;230000;Beyaz;311500;Sultandere 75. Yıl Mh. Odunpazarı, Eskişehir;Dizel;Düz;Hatchback/5;1399 cc;68 hp;45 lt;Önden Çekiş;Galeriden
Ford;2.0 Ghia;Mondeo;1997;330000;Beyaz;220000;Hamidiye Mh. Edremit, Balıkesir;LPG & Benzin;Düz;Sedan;1988 cc;130 hp;61 lt;Önden Çekiş;Galeriden
Ford;1.5 TDCi Trend;B-Max;2012;204000;Beyaz;550000;Pınarbaşı Mh. Sincan, Ankara;Dizel;Düz;MPV;1498 cc;75 hp;48 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Comfort;Fiesta;2004;175000;Gri;435000;Merkez Efendi Mh. Yunusemre, Manisa;Dizel;Düz;Hatchback/5;1399 cc;68 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Collection;Focus;2010;161000;Siyah;535000;Akkent Mh. Şahinbey, Gaziantep;Dizel;Düz;Hatchback/5;1560 cc;90 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Ghia;Focus;2008;237800;Mavi (metalik);535000;Elvan Mh. Etimesgut, Ankara;Dizel;Düz;Hatchback/5;1560 cc;110 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.5 TDCi Trend X;Focus;2019;107000;Beyaz;1100000;Kurtderesi Mh. Samandağ, Hatay;Dizel;Yarı Otomatik;Hatchback/5;1499 cc;120 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend;Focus;2007;245000;Lacivert;400000;Söğütlü Çeşme Mh. Küçükçekmece, İstanbul;Dizel;Düz;Sedan;1560 cc;110 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.5 TDCi Trend X;Focus;2017;179000;Beyaz;850000;Fevzi Çakmak Mh. Pendik, İstanbul;Dizel;Yarı Otomatik;Sedan;1499 cc;120 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.4 Titanium;Fiesta;2011;154000;Gri (Gümüş);570000;Vanimehmet Mh. Kestel, Bursa;LPG & Benzin;Otomatik;Hatchback/5;1388 cc;96 hp;42 lt;Önden Çekiş;Sahibinden
Ford;1.0 EcoBoost Titanium Stil;Focus;2023;34000;Gri (metalik);1120000;Mimaroba Mh. Büyükçekmece, İstanbul;Benzin;Düz;Sedan;999 cc;125 hp;52 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend;Focus;2013;149000;Gri (Gümüş);695000;Yeditepe Mh. Şahinbey, Gaziantep;Dizel;Düz;Sedan;1560 cc;95 hp;53 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Titanium X;Fiesta;2010;207000;Gri (Gümüş);509000;Akse Mh. Çayırova, Kocaeli;Dizel;Düz;Hatchback/5;1398 cc;70 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.6 Lux;Fusion;2006;293000;Mavi;400000;Ege Mh. Kuşadası, Aydın;LPG & Benzin;Otomatik;Hatchback/5;1596 cc;100 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.5 TDCi Trend X;Fiesta;2015;157000;Beyaz;525000;Ahi Mesut Mh. Etimesgut, Ankara;Dizel;Düz;Hatchback/5;1498 cc;75 hp;42 lt;Önden Çekiş;Sahibinden
Ford;1.25 Flair;Fiesta;1998;235000;Mavi;195000;1 Nolu Beşirli Mh. Ortahisar, Trabzon;Benzin;Düz;Hatchback/5;1242 cc;75 hp;42 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend X;Focus;2016;126000;Beyaz;770000;Mustafa Kemal Paşa Mh. Avcılar, İstanbul;Dizel;Düz;Hatchback/5;1560 cc;95 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Lux;Fusion;2004;224000;Füme;420000;Yunusemre Mh. Merkez, Kütahya;LPG & Benzin;Düz;Hatchback/5;1596 cc;100 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.25 My Fiesta;Fiesta;2012;160000;Beyaz;580000;Alacakapı Mh. Battalgazi, Malatya;LPG & Benzin;Düz;Hatchback/5;1242 cc;82 hp;42 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Style;Focus;2014;163000;Gri;759000;Portakal Mh. Toroslar, Mersin;Dizel;Düz;Hatchback/5;1560 cc;115 hp;53 lt;Önden Çekiş;Sahibinden
Ford;1.6 Ghia;Focus;2004;245000;Mavi;375000;Koza Mh. Esenyurt, İstanbul;LPG & Benzin;Otomatik;Hatchback/5;1596 cc;100 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Trend;Focus;2006;236000;Beyaz;450000;Denizli Mh. Seyhan, Adana;LPG & Benzin;Düz;Sedan;1596 cc;115 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Comfort;Fiesta;2004;286000;Siyah;375000;Yıldırım Beyazıt Mh. Melikgazi, Kayseri;Dizel;Düz;Hatchback/5;1399 cc;68 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.6 Collection;Focus;2004;202000;Gri (Gümüş);405000;Adnan Menderes Mh. Erciş, Van;LPG & Benzin;Düz;Hatchback/5;1596 cc;100 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Classic;Escort;2001;230000;Gri;240000;Karanfil Mh. Buca, İzmir;LPG & Benzin;Düz;Hatchback/5;1597 cc;90 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Titanium;Focus;2009;164000;Siyah;610000;Çınardere Mh. Pendik, İstanbul;Dizel;Düz;Hatchback/5;1560 cc;110 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Trend;Focus;2009;204000;Mavi;520000;Yaman Evler Mh. Ümraniye, İstanbul;LPG & Benzin;Otomatik;Hatchback/5;1596 cc;100 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend;Focus;2006;260000;Gri (Gümüş);410000;Atatürk Mh. Patnos, Ağrı;Dizel;Düz;Sedan;1560 cc;110 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.25 Trend X;Fiesta;2016;144000;Füme;549000;Adnan Kahveci Mh. Beylikdüzü, İstanbul;LPG & Benzin;Düz;Hatchback/5;1242 cc;82 hp;42 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend X;Focus;2014;106100;Gri (Gümüş);825000;Cebeci Mh. Sultangazi, İstanbul;Dizel;Düz;Sedan;1560 cc;95 hp;53 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend X;Focus;2010;183200;Gri (Gümüş);580000;Mehmet Akif Ersoy Mh. Üsküdar, İstanbul;Dizel;Düz;Sedan;1560 cc;90 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Collection;Focus;2011;242500;Siyah;535000;Ertuğrul Mh. Torbalı, İzmir;Dizel;Düz;Sedan;1560 cc;110 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.25 Ghia;Fiesta;2001;162000;Lacivert;255000;Karayılan Mh. İskenderun, Hatay;Benzin;Düz;Hatchback/3;1242 cc;75 hp;40 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Titanium;Fiesta;2012;155000;Kahverengi;445000;Orhanlar Mh. Ereğli, Zonguldak;Dizel;Düz;Hatchback/5;1398 cc;70 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Collection;Focus;2011;174000;Beyaz;510000;Ataşehir Mh. Çiğli, İzmir;Dizel;Düz;Hatchback/5;1560 cc;90 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Sport;Fiesta;2008;380000;Beyaz;280000;Caferağa Mh. Kadıköy, İstanbul;Dizel;Düz;Hatchback/3;1399 cc;68 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Comfort;Fusion;2005;220000;Gri;380000;Mimar Sinan Mh. Şahinbey, Gaziantep;Dizel;Düz;Hatchback/5;1399 cc;68 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Trend;Fiesta;2011;160000;Beyaz;570000;Pamuklar Mh. Yenimahalle, Ankara;Dizel;Düz;Hatchback/5;1398 cc;70 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Comfort;Fiesta;2008;260000;Gri (Gümüş);390000;Merkez Selçuklu, Konya;Dizel;Düz;Hatchback/5;1399 cc;68 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend;Focus;2008;300000;Gri;358500;Şafak Mh. Merkez, Batman;Dizel;Düz;Sedan;1560 cc;90 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Comfort;Focus;2011;212000;Füme;570000;Cumhuriyet Mh. Türkoğlu, Kahramanmaraş;LPG & Benzin;Otomatik;Hatchback/5;1596 cc;100 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Titanium;Focus;2013;208500;Gri;700000;Karakulak Mh. Karatay, Konya;Dizel;Düz;Sedan;1560 cc;115 hp;53 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Cool;Fiesta;2006;390000;Siyah;350000;Meydan Mh. Turhal, Tokat;Dizel;Düz;Hatchback/5;1399 cc;68 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Cool;Fiesta;2006;390000;Siyah;350000;Meydan Mh. Turhal, Tokat;Dizel;Düz;Hatchback/5;1399 cc;68 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.25 Trend;Fiesta;2013;97000;Beyaz;616000;Malta Mh. İzmit, Kocaeli;LPG & Benzin;Düz;Hatchback/3;1242 cc;82 hp;42 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend X;Focus;2012;190000;Beyaz;660000;Sanayi Mh. Kağıthane, İstanbul;Dizel;Düz;Sedan;1560 cc;95 hp;53 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Comfort;Fusion;2005;275000;Mavi;455000;Yeni Mh. Kestel, Bursa;Dizel;Düz;Hatchback/5;1399 cc;68 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.6 CL;Escort;1996;74000;Gri (metalik);150000;Anadolu Mh. İlkadım, Samsun;LPG & Benzin;Düz;Hatchback/5;1597 cc;90 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Titanium;Focus;2011;228000;Siyah;570000;Mehmet Akif Mh. Sultanbeyli, İstanbul;Dizel;Düz;Hatchback/5;1560 cc;110 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.5 TDCi Titanium;Focus;2015;170500;Beyaz;850000;Ilıca Mh. Manavgat, Antalya;Dizel;Otomatik;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Ford;1.8 CLX;Escort;1996;280000;Mavi;170000;Ahievran Mh. Merkez, Kırşehir;LPG & Benzin;Düz;Sedan;1796 cc;105 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Lux;Fusion;2004;250000;Gri;420000;Tevfikiye Mh. Kırkağaç, Manisa;LPG & Benzin;Düz;Hatchback/5;1596 cc;100 hp;45 lt;Önden Çekiş;Galeriden
Ford;1.4 TDCi Titanium X;Fiesta;2012;300000;Gri (titanyum);523000;Abidinpaşa Mh. Mamak, Ankara;Dizel;Düz;Hatchback/5;1398 cc;70 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.5 TDCi Trend X;Focus;2016;165000;Beyaz;805000;Faydalı Mh. Kozan, Adana;Dizel;Yarı Otomatik;Sedan;1499 cc;120 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Comfort;Focus;2011;156000;Gri (Gümüş);600000;Başak Mh. Başakşehir, İstanbul;LPG & Benzin;Düz;Hatchback/5;1596 cc;100 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Trend;Fiesta;2012;114000;Beyaz;600000;Çağlayan Mh. Kağıthane, İstanbul;Dizel;Düz;Hatchback/5;1398 cc;70 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Trend;Focus;2007;267000;Gri;455000;Kuzeytepe Mh. Antakya, Hatay;Dizel;Düz;Sedan;1560 cc;90 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.5 TDCi Titanium;Focus;2016;87000;Beyaz;995000;Hasköy Mh. Canik, Samsun;Dizel;Yarı Otomatik;Station wagon;1499 cc;120 hp;53 lt;Önden Çekiş;Sahibinden
Ford;1.6 Ambiente;Focus;2001;187000;Kırmızı;390000;Torbalı Mh. Torbalı, İzmir;LPG & Benzin;Düz;Sedan;1596 cc;100 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 CLX;Escort;1997;326000;Kırmızı;200000;Atatürk Mh. Mezitli, Mersin;LPG & Benzin;Düz;Hatchback/5;1597 cc;90 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Ti-VCT Titanium;Focus;2016;13000;Beyaz;1220000;Yenice Mh. Merkez, Kırşehir;Benzin;Düz;Hatchback/5;1596 cc;125 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.5 TDCi Trend X;Focus;2018;190000;Beyaz;855000;Akarca Mh. Fethiye, Muğla;Dizel;Yarı Otomatik;Sedan;1499 cc;120 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Collection;Focus;2006;285000;Siyah;345000;Evka 3 Mh. Bornova, İzmir;Dizel;Düz;Sedan;1560 cc;110 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Ti-VCT Style;Focus;2012;167000;Gri;725000;Çay Mh. Karesi, Balıkesir;LPG & Benzin;Düz;Sedan;1596 cc;125 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.4 TDCi Titanium;Fiesta;2012;199000;Siyah;559000;Meltem Mh. Muratpaşa, Antalya;Dizel;Düz;Hatchback/5;1398 cc;70 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.6 Lux;Fusion;2004;208000;Siyah;421000;Ahi Evran Mh. Kocasinan, Kayseri;LPG & Benzin;Düz;Hatchback/5;1596 cc;100 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.0 EcoBoost Titanium X;Focus;2023;45000;Beyaz;980000;Cumhuriyet Mh. Üsküdar, İstanbul;Benzin;Düz;Sedan;999 cc;125 hp;52 lt;Önden Çekiş;Sahibinden
Ford;1.6 Comfort;Focus;2011;230000;Beyaz;540000;Yenişehir Mh. Yahşihan, Kırıkkale;LPG & Benzin;Düz;Sedan;1596 cc;100 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Collection;Focus;2004;291000;Gri (metalik);399500;Çayırhan Mh. Nallıhan, Ankara;LPG & Benzin;Düz;Hatchback/5;1596 cc;100 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Style;Mondeo;2015;122000;Beyaz;900000;Orhangazi Mh. Pendik, İstanbul;Dizel;Düz;Sedan;1560 cc;115 hp;;Önden Çekiş;Sahibinden
Ford;1.6 Collection;Focus;2005;279000;Mavi;435000;Yurt Mh. Çukurova, Adana;LPG & Benzin;Düz;Hatchback/5;;;;;Sahibinden
Ford;1.6 TDCi Trend;Focus;2013;168000;Gri;640000;Yeni Mh. Gaziosmanpaşa, İstanbul;Dizel;Düz;Hatchback/5;1560 cc;95 hp;53 lt;Önden Çekiş;Sahibinden
Ford;2.0 Ghia;Focus;2001;315000;Altın;330000;İvedik OSB Yenimahalle, Ankara;LPG & Benzin;Düz;Sedan;1988 cc;130 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 Ghia;Focus;2005;218000;Mavi (metalik);440000;Aydınlı Mh. Tuzla, İstanbul;LPG & Benzin;Otomatik;Sedan;1596 cc;100 hp;55 lt;Önden Çekiş;Sahibinden
Ford;1.6 TDCi Ghia;Fiesta;2006;249000;Gri (Gümüş);350000;Yolaltı Mh. Yenişehir, Diyarbakır;Dizel;Düz;Hatchback/5;1560 cc;90 hp;45 lt;Önden Çekiş;Sahibinden
Ford;1.4 Titanium;Fiesta;2012;112002;Beyaz;650000;Davultepe Mh. Mezitli, Mersin;LPG & Benzin;Düz;Hatchback/5;1388 cc;96 hp;42 lt;Önden Çekiş;Sahibinden
Ford;2.0 TDCi Trend;Mondeo;2006;327000;Gri (Gümüş);380000;19 Mayıs Mh. Tekkeköy, Samsun;Dizel;Otomatik;Hatchback/5;1998 cc;130 hp;58 lt;Önden Çekiş;Sahibinden
Ford;1.4 Titanium;Fiesta;2012;166000;Beyaz;545000;Camikebir Mh. Sındırgı, Balıkesir;LPG & Benzin;Düz;Hatchback/5;1388 cc;96 hp;42 lt;Önden Çekiş;Galeriden
Ford;1.6 TDCi Ghia;Focus;2008;300000;Gri (Gümüş);410000;Merkez Merkez, Niğde;Dizel;Düz;Sedan;1560 cc;110 hp;55 lt;Önden Çekiş;Galeriden
Ford;2.0 TDCi Trend;Mondeo;2007;398000;Gri;380000;Küçük Aymanas Mh. Meram, Konya;Dizel;Otomatik;Sedan;1997 cc;130 hp;70 lt;Önden Çekiş;Galeriden
Ford;1.6 Comfort;Fusion;2006;256000;Gri;395000;Kaptanpaşa Mh. Beyoğlu, İstanbul;LPG & Benzin;Otomatik;Hatchback/5;1596 cc;100 hp;45 lt;Önden Çekiş;Galeriden
Ford;1.4 Comfort;Fiesta;2008;224000;Beyaz;386500;Namık Kemal Mh. Köprübaşı, Manisa;LPG & Benzin;Düz;Hatchback/3;1388 cc;80 hp;45 lt;Önden Çekiş;Galeriden
Ford;1.6 TDCi Trend;Focus;2013;230000;Beyaz;540000;Merkez Çiğli, İzmir;Dizel;Düz;Sedan;1560 cc;115 hp;53 lt;Önden Çekiş;Galeriden
Ford;2.0 TDCi Titanium;Mondeo;2015;170000;Siyah;959000;Turgut Özal Mh. Esenyurt, İstanbul;Dizel;Otomatik;Sedan;1801 - 2000 cm3;176 - 200 HP;;Önden Çekiş;Galeriden
Ford;1.5 TDCi Titanium X;Focus;2023;51000;Beyaz;1430000;Balıkhisar Mh. Akyurt, Ankara;Dizel;Otomatik;Sedan;1500 cc;115 hp;47 lt;Önden Çekiş;Galeriden
Ford;1.6 Ghia;Focus;2006;406000;Gri;369500;Yeşiloba Mh. Seyhan, Adana;LPG & Benzin;Düz;Sedan;1596 cc;115 hp;55 lt;Önden Çekiş;Galeriden
Ford;1.Mar;Ka;1998;300000;Gri;155000;Karacaahmet Mh. Şehitkamil, Gaziantep;Benzin;Düz;Hatchback/3;1297 cc;60 hp;42 lt;Önden Çekiş;Galeriden
Ford;1.4 TDCi Comfort;Fiesta;2006;270000;Beyaz;327900;Merkez Yenimahalle, Ankara;Dizel;Düz;Hatchback/5;1201 - 1400 cm3;51 - 75 HP;;Önden Çekiş;Galeriden
Ford;1.5 TDCi Titanium;Focus;2016;187000;Beyaz;890000;Esertepe Mh. Keçiören, Ankara;Dizel;Otomatik;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Ford;1.6 TDCi Trend X;Focus;2011;298000;Gri (metalik);445000;Avni Tolunay Mh. Kepez, Antalya;Dizel;Düz;Sedan;1560 cc;90 hp;55 lt;Önden Çekiş;Galeriden
Ford;1.6 Ghia;Focus;2001;338000;Bordo;360000;Yeşiloba Mh. Seyhan, Adana;LPG & Benzin;Otomatik;Sedan;1401 - 1600 cm3;76 - 100 HP;;Önden Çekiş;Galeriden
Ford;1.6 Ti-VCT Trend X;Focus;2015;131000;Beyaz;879000;Kuva-İ Milliye Mh. Karesi, Balıkesir;LPG & Benzin;Otomatik;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Ford;1.5 Ti-VCT Trend X;Focus;2022;44000;Beyaz;1170000;Fuatpaşa Mh. Merkez, Kütahya;Benzin;Düz;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Ford;1.4 TDCi Collection;Fusion;2011;313000;Füme;385000;İlhanlı Mh. Merkez, Niğde;Dizel;Düz;Hatchback/5;1399 cc;68 hp;45 lt;Önden Çekiş;Galeriden
Ford;1.4 Titanium X;Fiesta;2011;200000;Gri;505000;Merkez Bahçelievler, İstanbul;Benzin;Otomatik;Hatchback/5;1388 cc;96 hp;42 lt;Önden Çekiş;Galeriden
Ford;1.6 TDCi Trend X;Focus;2014;230000;Beyaz;670000;Yeşiloba Mh. Seyhan, Adana;Dizel;Düz;Sedan;1401 - 1600 cm3;76 - 100 HP;;Önden Çekiş;Galeriden
Ford;1.6 TDCi Titanium;Focus;2014;182322;Beyaz;699950;Tuzla Mh. Fethiye, Muğla;Dizel;Yarı Otomatik;Station wagon;1560 cc;115 hp;53 lt;Önden Çekiş;Galeriden
Ford;1.25 Flair;Fiesta;2000;275000;Kırmızı;250000;Sarıhamzalı Mh. Seyhan, Adana;LPG & Benzin;Düz;Hatchback/5;1242 cc;75 hp;42 lt;Önden Çekiş;Galeriden
Ford;1.6 Comfort;Focus;2004;245000;Beyaz;495000;Yıldırım Beyazıt Mh. Sarıçam, Adana;LPG & Benzin;Düz;Sedan;1596 cc;100 hp;55 lt;Önden Çekiş;Galeriden
Ford;1.6 Ti-VCT Style;Focus;2012;203000;Gri (titanyum);570000;Fırat Mh. Kayapınar, Diyarbakır;LPG & Benzin;Yarı Otomatik;Sedan;1596 cc;125 hp;55 lt;Önden Çekiş;Galeriden
Ford;1.6 Ti-VCT Style;Focus;2012;260000;Beyaz;619000;Fevzi Çakmak Mh. Sincan, Ankara;LPG & Benzin;Düz;Sedan;1596 cc;125 hp;55 lt;Önden Çekiş;Galeriden
Ford;1.1 Style;Fiesta;2022;55548;Kırmızı;750000;Maltepe Mh. Çankaya, Ankara;Benzin;Düz;Hatchback/5;1084 cc;75 hp;42 lt;Önden Çekiş;Yetkili Bayiden
Ford;1.6 TDCi Titanium;Mondeo;2016;123000;Gri (titanyum);975000;Yeni Mh. Kulu, Konya;Dizel;Düz;Sedan;1560 cc;115 hp;;Önden Çekiş;Galeriden
Ford;1.6 CLX;Escort;1996;180000;Gri;205000;Ayaspaşa Mh. Saray, Tekirdağ;LPG & Benzin;Düz;Hatchback/5;1597 cc;90 hp;55 lt;Önden Çekiş;Galeriden
Ford;1.4 Comfort;Fiesta;2005;129000;Yeşil;439000;Mehmet Akif Mh. Bucak, Burdur;LPG & Benzin;Düz;Hatchback/5;1201 - 1400 cm3;76 - 100 HP;;Önden Çekiş;Galeriden
Ford;1.6 TDCi Trend X;Focus;2015;228000;Beyaz;650000;Haraparası Mh. Antakya, Hatay;Dizel;Düz;Hatchback/5;1560 cc;95 hp;55 lt;Önden Çekiş;Galeriden
Ford;1.4 TDCi Trend;Fiesta;2012;140000;Beyaz;419999;Yeşilevler Mh. Nizip, Gaziantep;Dizel;Düz;Hatchback/5;1398 cc;70 hp;45 lt;Önden Çekiş;Galeriden
Ford;1.6 Trend;Mondeo;2010;218000;Gri (Gümüş);595000;Atatürk Mh. Aliağa, İzmir;LPG & Benzin;Düz;Sedan;1596 cc;125 hp;70 lt;Önden Çekiş;Galeriden
Ford;1.Mar;Ka;1998;195000;Yeşil;185000;Fevziçakmak Mh. Karatay, Konya;Benzin;Düz;Hatchback/3;1297 cc;60 hp;42 lt;Önden Çekiş;Galeriden
Ford;2.0 EcoBoost Titanium;Mondeo;2015;180000;Beyaz;1050000;Altıok Mh. Bismil, Diyarbakır;Benzin;Otomatik;Sedan;1401 - 1600 cm3;151 - 175 HP;;Önden Çekiş;Galeriden
Ford;1.6 TDCi Titanium;C-Max;2008;216000;Siyah;530000;İnönü Mh. Çayırova, Kocaeli;Dizel;Düz;MPV;1560 cc;110 hp;55 lt;Önden Çekiş;Galeriden
Ford;1.6 TDCi Style;Focus;2013;337000;Beyaz;490000;Gazikent Mh. Şehitkamil, Gaziantep;Dizel;Düz;Sedan;1560 cc;115 hp;53 lt;Önden Çekiş;Galeriden
Ford;1.6 TDCi Titanium;Focus;2009;340000;Siyah;450000;Talaytepe Mh. Kayapınar, Diyarbakır;Dizel;Düz;Hatchback/5;1560 cc;110 hp;55 lt;Önden Çekiş;Galeriden
Ford;1.6 TDCi Ghia;C-Max;2004;204000;Gri;469000;Hacıeyüplü Mh. Merkezefendi, Denizli;Dizel;Düz;MPV;1560 cc;110 hp;55 lt;Önden Çekiş;Galeriden
