Marka;Model;Seri;Yıl;Kilometre;Renk;Fiyat;Yer;Yakıt Tipi;Vites Tipi;Kasa Tipi;Motor Hacmi;Motor Gücü;Yakıt Deposu;Çekiş;Kimden
Audi;3.0 TDI Quattro Long;A8;2010;225000;Siyah;1650000;Göztepe Mh. Bağcılar, İstanbul;Dizel;Otomatik;Sedan;2501 - 3000 cm3;251 - 275 HP;;4WD (Sürekli);Galeriden
Audi;A3 Sedan 35 TFSI S-Line;A3;2021;64500;Beyaz;2051900;Terakki Mh. Merkez, Zonguldak;Benzin;Otomatik;Sedan;1401 - 1600 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;A3 Sedan 1.6 TDI Ambition;A3;2014;156000;Beyaz;1195000;Hürriyet Mh. Akhisar, Manisa;Dizel;Yarı Otomatik;Sedan;1598 cc;110 hp;50 lt;Önden Çekiş;Galeriden
Audi;A4 Sedan 2.0 TDI Quattro;A4;2013;280000;Siyah;1475000;İspat Cami Mh. Keşan, Edirne;Dizel;Yarı Otomatik;Sedan;1968 cc;177 hp;63 lt;4WD (Sürekli);Galeriden
Audi;A6 Sedan 2.0 TDI;A6;2015;153000;Siyah;1945000;Göztepe Mh. Bağcılar, İstanbul;Dizel;Otomatik;Sedan;1801 - 2000 cm3;176 - 200 HP;;Önden Çekiş;Galeriden
Audi;A4 Sedan 2.0 TDI Dynamic;A4;2015;287000;Beyaz;1090000;Karacaahmet Mh. Şehitkamil, Gaziantep;Dizel;Otomatik;Sedan;1801 - 2000 cm3;176 - 200 HP;;Önden Çekiş;Galeriden
Audi;A3 Sedan 1.6 TDI Ambition;A3;2015;217000;Beyaz;1055000;Göztepe Mh. Bağcılar, İstanbul;Dizel;Yarı Otomatik;Sedan;1598 cc;110 hp;50 lt;Önden Çekiş;Galeriden
Audi;A6 Sedan 2.0 TDI;A6;2015;365000;Siyah;1490000;Karacaahmet Mh. Şehitkamil, Gaziantep;Dizel;Otomatik;Sedan;1801 - 2000 cm3;176 - 200 HP;;Önden Çekiş;Galeriden
Audi;A4 Sedan 2.0 TDI;A4;2012;317000;Beyaz;799000;Yeniçimşit Mh. Sincan, Ankara;Dizel;Otomatik;Sedan;1968 cc;143 hp;65 lt;Önden Çekiş;Galeriden
Audi;A4 Sedan 40 TDI Advanced;A4;2020;64000;Gri;2210000;Gözlükule Mh. Tarsus, Mersin;Dizel;Otomatik;Sedan;1801 - 2000 cm3;176 - 200 HP;;Önden Çekiş;Galeriden
Audi;A3 Sportback 1.0 TFSI Sport Line;A3;2017;140000;Gri;1180000;Çıkınlar Mh. Merkez, Bolu;Benzin;Otomatik;Hatchback/5;1200 cm3' e kadar;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A6 Sedan 2.0 TDI;A6;2012;280000;Beyaz;1270000;Baraj Mh. Kepez, Antalya;Dizel;Otomatik;Sedan;1968 cc;177 hp;65 lt;Önden Çekiş;Galeriden
Audi;A4 Sedan 2.0 TDI Dynamic;A4;2017;138500;Beyaz;1420000;Merkez Mh. Güngören, İstanbul;Dizel;Otomatik;Sedan;1801 - 2000 cm3;176 - 200 HP;;Önden Çekiş;Galeriden
Audi;A5 Sportback 40 TDI Quattro Sport;A5;2019;133000;Gri;2640000;Fevzi Paşa Mh. Merkez, Düzce;Dizel;Otomatik;Hatchback/5;1801 - 2000 cm3;176 - 200 HP;;4WD (Sürekli);Galeriden
Audi;A6 Sedan 40 TDI Quattro Sport;A6;2021;77000;Gri (Gümüş);4095000;Aratol Bahçeli Mh. Merkez, Aksaray;Dizel;Yarı Otomatik;Sedan;1968 cc;204 hp;63 lt;4WD (Sürekli);Galeriden
Audi;A6 Sedan 2.0 TDI Quattro;A6;2016;341000;Siyah;1600000;Selahaddin Eyyubi Mh. Patnos, Ağrı;Dizel;Yarı Otomatik;Sedan;1968 cc;190 hp;65 lt;4WD (Sürekli);Galeriden
Audi;A3 Sedan 30 TDI Design;A3;2019;76000;Beyaz;1359000;Panayır Mh. Osmangazi, Bursa;Dizel;Otomatik;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A6 Sedan 40 TDI Design;A6;2019;194000;Siyah;3050000;Zümrütevler Mh. Maltepe, İstanbul;Dizel;Otomatik;Sedan;1801 - 2000 cm3;201 - 225 HP;;Önden Çekiş;Galeriden
Audi;A3 Sedan 1.6 TDI Ambition;A3;2016;96000;Kırmızı;1399000;Ece Mh. Sandıklı, Afyonkarahisar;Dizel;Otomatik;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A3 Sportback 1.6 Attraction;A3;2010;194000;Siyah;585000;Göztepe Mh. Bağcılar, İstanbul;Benzin;Otomatik;Hatchback/5;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A5 Sportback 2.0 TDI Quattro;A5;2014;288500;Siyah;1450000;Yıldızevler Mh. Kocasinan, Kayseri;Dizel;Otomatik;Hatchback/5;1801 - 2000 cm3;176 - 200 HP;;4WD (Sürekli);Galeriden
Audi;A4 Sedan 2.0 TDI Quattro Dynamic;A4;2018;145000;Gri (Gümüş);1709000;Ataevler Mh. Nilüfer, Bursa;Dizel;Yarı Otomatik;Sedan;1968 cc;190 hp;58 lt;4WD (Sürekli);Galeriden
Audi;A3 Sportback 1.6 Ambiente;A3;2004;301000;Gri (Gümüş);470000;Mustafapaşa Mh. Gebze, Kocaeli;LPG & Benzin;Otomatik;Hatchback/3;1595 cc;101 hp;55 lt;Önden Çekiş;Galeriden
Audi;A6 Sedan 2.0 TDI Quattro;A6;2016;118321;Beyaz;2375000;Hacıyusufmescit Mh. Karatay, Konya;Dizel;Yarı Otomatik;Sedan;1968 cc;190 hp;65 lt;4WD (Sürekli);Galeriden
Audi;A3 Sportback 1.6 TDI Ambiente;A3;2012;205000;Siyah;820000;Gazi Mh. Sincan, Ankara;Dizel;Yarı Otomatik;Hatchback/3;1598 cc;105 hp;50 lt;Önden Çekiş;Sahibinden
Audi;A3 Sportback 1.6 Ambition;A3;2007;93000;Siyah;725000;Osman Yılmaz Mh. Gebze, Kocaeli;Benzin;Düz;Hatchback/3;1595 cc;102 hp;55 lt;Önden Çekiş;Sahibinden
Audi;A5 Sportback 1.4 TFSI;A5;2017;228000;Beyaz;1670000;Kültür Mh. Merkez, Batman;Benzin;Yarı Otomatik;Hatchback/5;1395 cc;150 hp;54 lt;Önden Çekiş;Sahibinden
Audi;A3 Sedan 35 TFSI Dynamic;A3;2020;72000;Gri (metalik);1650000;Bahçelievler Mh. Bahçelievler, İstanbul;Benzin;Yarı Otomatik;Sedan;1498 cc;150 hp;50 lt;Önden Çekiş;Sahibinden
Audi;A4 Sedan 1.4 TFSI Design;A4;2016;250000;Beyaz;1400000;Halilağa Mh. İpekyolu, Van;Benzin;Yarı Otomatik;Sedan;1395 cc;150 hp;54 lt;Önden Çekiş;Sahibinden
Audi;A3 Sportback 1.6 TDI Ambiente;A3;2013;193000;Beyaz;950000;Fatih Mh. Ereğli, Konya;Dizel;Yarı Otomatik;Hatchback/5;1598 cc;105 hp;50 lt;Önden Çekiş;Sahibinden
Audi;A3 Sedan 35 TFSI Dynamic;A3;2020;64000;Beyaz;1384900;Kayışdağı Mh. Ataşehir, İstanbul;Benzin;Yarı Otomatik;Sedan;1498 cc;150 hp;50 lt;Önden Çekiş;Galeriden
Audi;A6 Sedan 1.9 TDI;A6;2004;580000;Mavi (metalik);370000;Fevziçakmak Mh. Karatay, Konya;Dizel;Yarı Otomatik;Sedan;1896 cc;130 hp;70 lt;Önden Çekiş;Galeriden
Audi;A4 Sedan 2.0 TDI;A4;2014;275000;Beyaz;915000;Taban Mh. Kayapınar, Diyarbakır;Dizel;Otomatik;Sedan;1968 cc;150 hp;63 lt;Önden Çekiş;Galeriden
Audi;A4 Sedan 2.0 TDI Quattro;A4;2016;224000;Siyah;1600000;Bağlarçeşme Mh. Esenyurt, İstanbul;Dizel;Yarı Otomatik;Sedan;1968 cc;190 hp;58 lt;4WD (Sürekli);Sahibinden
Audi;A3 Sportback 1.4 TFSI;A3;2009;189000;Siyah;699000;Beyazevler Mh. Gaziemir, İzmir;Benzin;Yarı Otomatik;Hatchback/3;1390 cc;125 hp;55 lt;Önden Çekiş;Galeriden
Audi;A3 Sportback 1.6 TDI Ambiente;A3;2013;219747;Beyaz;990000;Belek Mh. Serik, Antalya;Dizel;Yarı Otomatik;Hatchback/5;1598 cc;105 hp;50 lt;Önden Çekiş;Sahibinden
Audi;A4 Sedan 2.0 TDI;A4;2008;367000;Gri (metalik);720000;Göksu Mh. Etimesgut, Ankara;Dizel;Otomatik;Sedan;1968 cc;143 hp;65 lt;Önden Çekiş;Sahibinden
Audi;A3 Sportback 1.6 Ambiente;A3;2002;318000;Mavi;320000;100. Yıl Mh. Bağcılar, İstanbul;LPG & Benzin;Otomatik;Hatchback/3;1595 cc;101 hp;55 lt;Önden Çekiş;Galeriden
Audi;A3 Sportback 1.6 FSI;A3;2008;243000;Siyah;525000;Yenigöl Mh. Muratpaşa, Antalya;LPG & Benzin;Düz;Hatchback/3;1595 cc;115 hp;55 lt;Önden Çekiş;Sahibinden
Audi;A3 Sedan 1.6 TDI Attraction;A3;2015;185000;Beyaz;1047000;Alpaslan Mh. Melikgazi, Kayseri;Dizel;Yarı Otomatik;Sedan;1598 cc;110 hp;50 lt;Önden Çekiş;Sahibinden
Audi;A3 Sportback 1.6 FSI;A3;2006;315000;Beyaz;465000;Güzeloba Mh. Muratpaşa, Antalya;Benzin;Düz;Hatchback/5;1595 cc;115 hp;55 lt;Önden Çekiş;Sahibinden
Audi;A3 Sportback 1.6 Attraction;A3;2003;185000;Mor;515000;Kayabaşı Mh. Başakşehir, İstanbul;Benzin;Otomatik;Hatchback/5;1595 cc;102 hp;55 lt;Önden Çekiş;Sahibinden
Audi;A4 Sedan 1.4 TFSI Design;A4;2017;219000;Beyaz;1175000;Belde Mh. Merkez, Batman;Benzin;Yarı Otomatik;Sedan;1395 cc;150 hp;54 lt;Önden Çekiş;Sahibinden
Audi;A3 Sportback 1.4 TFSI Attraction;A3;2009;216500;Beyaz;710000;Abdurrahmangazi Mh. Sancaktepe, İstanbul;Benzin;Yarı Otomatik;Hatchback/3;1390 cc;125 hp;55 lt;Önden Çekiş;Sahibinden
Audi;A3 Sedan 1.6 TDI Attraction;A3;2015;214500;Beyaz;990000;Hamitler Mh. Osmangazi, Bursa;Dizel;Yarı Otomatik;Sedan;1598 cc;110 hp;50 lt;Önden Çekiş;Sahibinden
Audi;A4 Sedan 2.0 TDI Quattro;A4;2013;318000;Siyah;1150000;Ayvanat Mh. Siverek, Şanlıurfa;Dizel;Yarı Otomatik;Sedan;1968 cc;177 hp;63 lt;4WD (Sürekli);Sahibinden
Audi;A3 Sedan 1.6 TDI Attraction;A3;2014;180000;Siyah;1060000;Halilağa Mh. Kemaliye, Erzincan;Dizel;Yarı Otomatik;Sedan;1598 cc;105 hp;50 lt;Önden Çekiş;Sahibinden
Audi;A3 Sportback 1.4 TFSI Ambition;A3;2009;292000;Beyaz;605000;Köprübaşı Mh. Karatay, Konya;Benzin;Yarı Otomatik;Hatchback/5;1390 cc;125 hp;55 lt;Önden Çekiş;Sahibinden
Audi;4.2 TDI Quattro;A8;2006;190000;Siyah;1769000;Odunluk Mh. Nilüfer, Bursa;Dizel;Otomatik;Sedan;4134 cc;326 hp;90 lt;4WD (Sürekli);Galeriden
Audi;A3 Sportback 1.6 TDI Ambiente;A3;2015;223000;Beyaz;1060000;Sanayi Mh. Şehitkamil, Gaziantep;Dizel;Yarı Otomatik;Hatchback/5;1598 cc;110 hp;50 lt;Önden Çekiş;Sahibinden
Audi;1.6 D;80 Serisi;1988;350000;Beyaz;120000;Merkez Meram, Konya;Dizel;Düz;Sedan;1588 cc;54 hp;;Önden Çekiş;Galeriden
Audi;A3 Sportback 1.6 TDI Ambiente;A3;2015;119000;Siyah;1169900;Fakıuşağı Mh. Merkez, Osmaniye;Dizel;Yarı Otomatik;Hatchback/5;1598 cc;110 hp;50 lt;Önden Çekiş;Sahibinden
Audi;A6 Sedan 2.0 TDI Quattro;A6;2017;88000;Beyaz;2800000;Çömlekçi Mh. Ereğli, Konya;Dizel;Yarı Otomatik;Sedan;1968 cc;190 hp;65 lt;4WD (Sürekli);Sahibinden
Audi;A4 Sedan 40 TDI Quattro Advanced;A4;2023;27000;Siyah;3075000;Kayabaşı Mh. Başakşehir, İstanbul;Dizel;Yarı Otomatik;Sedan;1968 cc;204 hp;58 lt;4WD (Sürekli);Sahibinden
Audi;A3 Sedan 35 TFSI Dynamic;A3;2020;217000;Beyaz;1289000;Korupınar Mh. Besni, Adıyaman;Benzin;Yarı Otomatik;Sedan;1498 cc;150 hp;50 lt;Önden Çekiş;Galeriden
Audi;A3 Sedan 35 TFSI Dynamic;A3;2020;38000;Lacivert;1589000;Merkez Kocasinan, Kayseri;Benzin;Otomatik;Sedan;1401 - 1600 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;A3 Sedan 35 TFSI Advanced;A3;2021;19500;Gri;1899000;Ahievran Mh. Merkez, Kırşehir;Benzin;Yarı Otomatik;Sedan;1498 cc;150 hp;;Önden Çekiş;Galeriden
Audi;A3 Sedan 1.6 TDI Dynamic;A3;2017;126000;Beyaz;1269000;Musalla Bağları Mh. Selçuklu, Konya;Dizel;Otomatik;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A3 Sportback 1.4 TFSI Ambition;A3;2013;139500;Siyah;980000;Alaaddinbey Mh. Nilüfer, Bursa;Benzin;Otomatik;Hatchback/5;1201 - 1400 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A5 Sportback 40 TDI Quattro Advanced;A5;2023;16000;Siyah;3760000;Yenidoğan OSB Gürsu, Bursa;Dizel;Otomatik;Hatchback/5;2001 - 2500 cm3;201 - 225 HP;;4WD (Sürekli);Galeriden
Audi;A4 Sedan 2.0 TDI;A4;2014;256000;Beyaz;825000;Girbeşik Mh. Merkez, Batman;Dizel;Otomatik;Sedan;1968 cc;150 hp;63 lt;Önden Çekiş;Galeriden
Audi;A4 Sedan 2.0 TDI;A4;2013;191000;Beyaz;1100000;İsali Mh. Erzin, Hatay;Dizel;Otomatik;Sedan;1968 cc;177 hp;63 lt;Önden Çekiş;Galeriden
Audi;3.0 TDI Quattro;A8;2006;470000;Lacivert;1000000;Sille Ak Mh. Selçuklu, Konya;Dizel;Otomatik;Sedan;2967 cc;233 hp;90 lt;4WD (Sürekli);Galeriden
Audi;A5 Sportback 2.0 TFSI Quattro;A5;2010;170000;Siyah;1070000;Arabayatağı Mh. Yıldırım, Bursa;Benzin;Yarı Otomatik;Hatchback/5;1984 cc;211 hp;64 lt;4WD (Sürekli);Galeriden
Audi;A6 Sedan 40 TDI Quattro Design;A6;2019;295000;Siyah;2775750;Konutkent Mh. Çankaya, Ankara;Dizel;Otomatik;Sedan;1801 - 2000 cm3;201 - 225 HP;;4WD (Sürekli);Galeriden
Audi;A5 Sportback 2.0 TDI;A5;2011;320163;Beyaz;1600000;Kurtuluş Mh. Soma, Manisa;Dizel;Otomatik;Hatchback/5;1801 - 2000 cm3;176 - 200 HP;;Önden Çekiş;Galeriden
Audi;A4 Sedan 1.4 TFSI Design;A4;2017;179000;Gri;1550000;Fevzi Çakmak Mh. Bafra, Samsun;Benzin;Otomatik;Sedan;1201 - 1400 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;A4 Sedan 1.4 TFSI Design;A4;2018;161000;Gri;1695000;Zafer Mh. Çorlu, Tekirdağ;Benzin;Yarı Otomatik;Sedan;1395 cc;150 hp;54 lt;Önden Çekiş;Galeriden
Audi;A6 Sedan 2.0 TDI Quattro;A6;2018;206000;Gri;2215000;Atakent Mh. Küçükçekmece, İstanbul;Dizel;Otomatik;Sedan;1801 - 2000 cm3;176 - 200 HP;;4WD (Sürekli);Galeriden
Audi;A6 Allroad Quattro 3.0 TDI;A6;2020;198000;Gri;3575000;Altunizade Mh. Üsküdar, İstanbul;Dizel;Otomatik;Station wagon;2967 cc;286 hp;73 lt;4WD (Sürekli);Galeriden
Audi;A3 Sportback 30 TFSI Advanced;A3;2021;49000;Kırmızı;1650000;100. Yıl Mh. Bağcılar, İstanbul;Benzin;Otomatik;Hatchback/5;1200 cm3' e kadar;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A4 Sedan 45 TFSI Quattro S Line;A4;2022;41000;Gri;2850000;Demircikara Mh. Muratpaşa, Antalya;Benzin;Otomatik;Sedan;1801 - 2000 cm3;251 - 275 HP;;4WD (Sürekli);Galeriden
Audi;A6 Sedan 2.0 TDI;A6;2013;276000;Siyah;1490000;Ahicelal Mh. Akşehir, Konya;Dizel;Otomatik;Sedan;1968 cc;177 hp;65 lt;Önden Çekiş;Galeriden
Audi;RS6;RS;2023;6001;Siyah;18250000;Levent Mh. Beşiktaş, İstanbul;Benzin;Otomatik;Station wagon;3501 - 4000 cm3;576 - 600 HP;;4WD (Sürekli);Galeriden
Audi;A3 Sedan 1.6 TDI Dynamic;A3;2017;134000;Lacivert;1099950;Turgut Özal Mh. Esenyurt, İstanbul;Dizel;Otomatik;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A5 Cabrio 45 TFSI Quattro S Line;A5;2023;21000;Mavi;3735000;Güvenlik Mh. Muratpaşa, Antalya;Benzin;Otomatik;Cabrio;1801 - 2000 cm3;251 - 275 HP;;4WD (Sürekli);Galeriden
Audi;A3 Sedan 35 TFSI Advanced;A3;2021;89502;Gri;1699000;Kayışdağı Mh. Ataşehir, İstanbul;Benzin;Otomatik;Sedan;1401 - 1600 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;A3 Sportback 35 TFSI Dynamic;A3;2020;66000;Gri;1495000;Turgut Reis Mh. Sultanbeyli, İstanbul;Benzin;Yarı Otomatik;Hatchback/5;1498 cc;150 hp;50 lt;Önden Çekiş;Galeriden
Audi;A4 Sedan 2.0 TFSI Quattro;A4;2007;600000;Füme;535000;Cevher Dudayev Mh. Merkez, Nevşehir;Benzin;Otomatik;Sedan;1984 cc;200 hp;66 lt;4WD (Sürekli);Galeriden
Audi;A4 Sedan 40 TDI Quattro Advanced;A4;2022;13000;Beyaz;2850000;Atatürk Mh. Kızıltepe, Mardin;Dizel;Yarı Otomatik;Sedan;1968 cc;204 hp;58 lt;4WD (Sürekli);Galeriden
Audi;A3 Sedan 1.6 TDI Design Line;A3;2018;120000;Beyaz;1183900;Kayışdağı Mh. Ataşehir, İstanbul;Dizel;Otomatik;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A3 Sportback 1.6 TDI Ambition;A3;2012;226000;Beyaz;855000;Merkez Keçiören, Ankara;Dizel;Yarı Otomatik;Hatchback/5;1598 cc;105 hp;55 lt;Önden Çekiş;Galeriden
Audi;50 TDI Quattro Long;A8;2022;105743;Siyah;9590000;Oruçreis Mh. Esenler, İstanbul;Dizel;Otomatik;Sedan;2967 cc;286 hp;72 lt;4WD (Sürekli);Galeriden
Audi;A6 Avant 40 TDI Quattro Design;A6;2022;23025;Siyah;4695000;Acıbadem Mh. Kadıköy, İstanbul;Dizel;Yarı Otomatik;Station wagon;1968 cc;204 hp;63 lt;4WD (Sürekli);Galeriden
Audi;A3 Sportback 35 TFSI S-Line;A3;2023;31821;Mavi;2159000;Oruçreis Mh. Esenler, İstanbul;LPG & Benzin;Otomatik;Hatchback/5;1401 - 1600 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;1.4 TFSI Attraction;A1;2011;150000;Kırmızı;850000;Kartaltepe Mh. Bayrampaşa, İstanbul;Benzin;Otomatik;Hatchback/3;1201 - 1400 cm3;176 - 200 HP;;Önden Çekiş;Galeriden
Audi;A3 Sedan 35 TFSI Advanced;A3;2023;70300;Mavi;1949000;Göztepe Mh. Bağcılar, İstanbul;Benzin;Otomatik;Sedan;1401 - 1600 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;A5 Sportback 1.4 TFSI;A5;2017;130000;Beyaz;2099000;Köroğlu Mh. Merkez, Bolu;Benzin;Otomatik;Hatchback/5;1201 - 1400 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;A3 Sedan 35 TFSI Dynamic;A3;2020;100000;Gri;1360000;100. Yıl Mh. Bağcılar, İstanbul;Benzin;Otomatik;Sedan;1401 - 1600 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;A6 Sedan 40 TDI Quattro Design;A6;2019;195000;Siyah;3075000;Zümrütevler Mh. Maltepe, İstanbul;Dizel;Otomatik;Sedan;1801 - 2000 cm3;201 - 225 HP;;4WD (Sürekli);Galeriden
Audi;A6 Sedan 2.0 TDI;A6;2012;242000;Beyaz;1249000;Eyüp Sultan Mh. Sancaktepe, İstanbul;Dizel;Otomatik;Sedan;1968 cc;177 hp;65 lt;Önden Çekiş;Galeriden
Audi;RS6;RS;2022;20000;Siyah;15999999;Bulgurlu Mh. Üsküdar, İstanbul;Benzin;Otomatik;Station wagon;3501 - 4000 cm3;576 - 600 HP;;4WD (Sürekli);Galeriden
Audi;A6 Sedan 2.0 TDI Quattro;A6;2016;120000;Siyah;2600000;Emirefendi Mh. Bafra, Samsun;Dizel;Otomatik;Sedan;1801 - 2000 cm3;176 - 200 HP;;4WD (Sürekli);Galeriden
Audi;A6 Sedan 40 TDI Quattro Design;A6;2020;90000;Siyah;3195000;Küçükhasbahçe Mh. Alanya, Antalya;Dizel;Otomatik;Sedan;1801 - 2000 cm3;201 - 225 HP;;4WD (Sürekli);Galeriden
Audi;A4 Sedan 1.6;A4;2005;395000;Gri;467500;Saray Fatih Mh. Pursaklar, Ankara;LPG & Benzin;Düz;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;RS6;RS;2023;6460;Siyah;20200000;Emrez Mh. Gaziemir, İzmir;Benzin;Otomatik;Station wagon;3501 - 4000 cm3;630 hp;;4WD (Sürekli);Galeriden
Audi;A6 Sedan 40 TDI Quattro Design;A6;2023;55000;Siyah;4450000;Mehmet Akif Ersoy Mh. Merkez, Kastamonu;Dizel;Otomatik;Sedan;1801 - 2000 cm3;201 - 225 HP;;4WD (Sürekli);Galeriden
Audi;A5 Sportback 1.4 TFSI;A5;2017;112000;Gri;2050000;100. Yıl Mh. Bağcılar, İstanbul;Benzin;Otomatik;Hatchback/5;1201 - 1400 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;A6 Sedan 2.0 TDI;A6;2010;183000;Siyah;1095000;Saraçlar Mh. Merkez, Kastamonu;Dizel;Otomatik;Sedan;1968 cc;170 hp;70 lt;Önden Çekiş;Galeriden
Audi;A6 Sedan 40 TDI Quattro Sport;A6;2023;33000;Siyah;5100000;Şazi Bey Mh. Onikişubat, Kahramanmaraş;Dizel;Otomatik;Sedan;1801 - 2000 cm3;201 - 225 HP;;4WD (Sürekli);Galeriden
Audi;A5 Sportback 1.4 TFSI;A5;2018;159000;Siyah;2200000;Şazi Bey Mh. Onikişubat, Kahramanmaraş;Benzin;Otomatik;Hatchback/5;1201 - 1400 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;A4 Sedan 1.6;A4;2004;241000;Füme;460000;Yeşilova Mh. İzmit, Kocaeli;LPG & Benzin;Düz;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A3 Sedan 1.6 TDI Ambition;A3;2014;189080;Beyaz;1192750;Varsaklar Mh. Kozan, Adana;Dizel;Otomatik;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A4 Sedan 2.0 TDI Dynamic;A4;2016;273000;Beyaz;1185000;Ayvanat Mh. Siverek, Şanlıurfa;Dizel;Otomatik;Sedan;1801 - 2000 cm3;176 - 200 HP;;Önden Çekiş;Galeriden
Audi;A3 Sedan 1.6 TDI Ambiente;A3;2016;165000;Beyaz;1135000;Ali Çetinkaya Mh. Merkez, Afyonkarahisar;Dizel;Otomatik;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A3 Cabrio 1.5 TFSI Sport Line;A3;2017;82152;Kırmızı;1815000;Acıbadem Mh. Kadıköy, İstanbul;Benzin;Yarı Otomatik;-;1498 cc;150 hp;50 lt;Önden Çekiş;Galeriden
Audi;A6 Avant 40 TDI Quattro Sport;A6;2019;53882;Siyah;4550000;Acıbadem Mh. Kadıköy, İstanbul;Dizel;Yarı Otomatik;Station wagon;1968 cc;204 hp;63 lt;4WD (Sürekli);Galeriden
Audi;A6 Sedan 40 TDI Quattro Design;A6;2020;175000;Siyah;3035000;Ergazi Mh. Yenimahalle, Ankara;LPG & Benzin;Otomatik;Sedan;1801 - 2000 cm3;201 - 225 HP;;4WD (Sürekli);Galeriden
Audi;A6 Sedan 2.0 TDI;A6;2012;499000;Siyah;975000;Bahçelievler Mh. Manavgat, Antalya;Dizel;Otomatik;Sedan;1968 cc;177 hp;65 lt;Önden Çekiş;Galeriden
Audi;A3 Sportback 1.6 TDI Attraction;A3;2013;112000;Siyah;995000;Fetihtepe Mh. Beyoğlu, İstanbul;Dizel;Otomatik;Hatchback/5;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A4 Sedan 40 TDI Quattro Advanced;A4;2020;44000;Gri;2360000;Fevziçakmak Mh. Karatay, Konya;Dizel;Otomatik;Sedan;1801 - 2000 cm3;201 - 225 HP;;4WD (Sürekli);Galeriden
Audi;A4 Sedan 1.6;A4;2003;321000;Bordo;465000;Kosova Mh. Selçuklu, Konya;LPG & Benzin;Düz;Sedan;1595 cc;102 hp;70 lt;Önden Çekiş;Galeriden
Audi;A4 Sedan 40 TDI Quattro Advanced;A4;2022;41000;Siyah;2750000;Merkez Karatay, Konya;Dizel;Yarı Otomatik;Sedan;1968 cc;204 hp;58 lt;4WD (Sürekli);Galeriden
Audi;A3 Sedan 1.6 TDI Ambition;A3;2014;250000;Beyaz;990000;Yeşiloba Mh. Seyhan, Adana;Dizel;Otomatik;Sedan;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A4 Sedan 2.0 TDI;A4;2012;220000;Gri;1060000;İstasyon Mh. Akşehir, Konya;Dizel;Otomatik;Sedan;1801 - 2000 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;A3 Sportback 1.6 Ambition;A3;2010;217000;Siyah;619750;Millet Mh. Yıldırım, Bursa;Benzin;Otomatik;Hatchback/5;1401 - 1600 cm3;101 - 125 HP;;Önden Çekiş;Galeriden
Audi;A5 Sportback 2.0 TDI Quattro;A5;2013;310000;Beyaz;1200000;Bayraklıdede Mh. Kuşadası, Aydın;Dizel;Yarı Otomatik;Hatchback/5;1968 cc;177 hp;63 lt;4WD (Sürekli);Galeriden
Audi;A4 Sedan 1.4 TFSI Design;A4;2016;203000;Beyaz;1520000;Fevziçakmak Mh. Karatay, Konya;Benzin;Otomatik;Sedan;1401 - 1600 cm3;126 - 150 HP;;Önden Çekiş;Galeriden
Audi;A3 Sportback 1.6 TDI Ambiente;A3;2014;142000;Siyah;970000;Beyazevler Mh. Gaziemir, İzmir;Dizel;Yarı Otomatik;Hatchback/5;1598 cc;105 hp;50 lt;Önden Çekiş;Galeriden
Audi;A4 Sedan 2.0 TDI Quattro Dynamic;A4;2016;159000;Beyaz;1720000;Zafer Mh. Çorlu, Tekirdağ;Dizel;Yarı Otomatik;Sedan;1968 cc;190 hp;58 lt;4WD (Sürekli);Galeriden
