date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
19.05.2018;Juventus;Hellas Verona;2;1;Serie A;Fair;SW;6 mph;55 °F;82 %;29.82 in
20.05.2018;Genoa;Torino;1;2;Serie A;Fair;NE;12 mph;66 °F;68 %;29.96 in
20.05.2018;Cagliari;Atalanta;1;0;Serie A;Mostly Cloudy;ENE;3 mph;64 °F;68 %;29.62 in
20.05.2018;Chievo;Benevento;1;0;Serie A;Mostly Cloudy;ENE;3 mph;64 °F;68 %;29.62 in
20.05.2018;Udinese;Bologna;1;0;Serie A;Fair;NW;6 mph;61 °F;88 %;29.96 in
20.05.2018;Napoli;Crotone;2;1;Serie A;Fair;N;5 mph;68 °F;64 %;29.69 in
20.05.2018;Milan;Fiorentina;5;1;Serie A;Mostly Cloudy;ENE;3 mph;64 °F;68 %;29.62 in
20.05.2018;SPAL;Sampdoria;3;1;Serie A;Mostly Cloudy;N;3 mph;57 °F;88 %;29.06 in
20.05.2018;Lazio;Inter;2;3;Serie A;Fair;VAR;2 mph;63 °F;88 %;29.48 in
20.05.2018;Sassuolo;Roma;0;1;Serie A;Fair;WSW;50 °F;8 mph;100 %;30.06 in
12.05.2018;Benevento;Genoa;1;0;Serie A;Partly Cloudy;N;8 mph;59 °F;82 %;29.18 in
12.05.2018;Inter;Sassuolo;1;2;Serie A;Fair;NW;3 mph;63 °F;88 %;29.65 in
13.05.2018;Fiorentina;Cagliari;0;1;Serie A;Partly Cloudy;VAR;1 mph;61 °F;88 %;29.84 in
13.05.2018;Bologna;Chievo;1;2;Serie A;Fair;SW;7 mph;63 °F;77 %;29.71 in
13.05.2018;Crotone;Lazio;2;2;Serie A;Fair;VAR;1 mph;55 °F;100 %;28.98 in
13.05.2018;Torino;SPAL;2;1;Serie A;Partly Cloudy;N;6 mph;64 °F;77 %;28.91 in
13.05.2018;Hellas Verona;Udinese;0;1;Serie A;Mostly Cloudy;SSW;3 mph;61 °F;94 %;29.62 in
13.05.2018;Atalanta;Milan;1;1;Serie A;Fair;N;5 mph;61 °F;82 %;29.07 in
13.05.2018;Roma;Juventus;0;0;Serie A;Partly Cloudy;VAR;1 mph;63 °F;88 %;29.51 in
13.05.2018;Sampdoria;Napoli;0;2;Serie A;Thunder in the Vicinity;ESE;5 mph;70 °F;83 %;29.88 in
05.05.2018;Milan;Hellas Verona;4;1;Serie A;Partly Cloudy;N;5 mph;61 °F;94 %;29.59 in
05.05.2018;Juventus;Bologna;3;1;Serie A;Mist;W;3 mph;57 °F;100 %;29.80 in
06.05.2018;Udinese;Inter;0;4;Serie A;Cloudy;E;3 mph;64 °F;88 %;29.96 in
06.05.2018;Lazio;Atalanta;1;1;Serie A;Fair;SSE;5 mph;57 °F;94 %;29.54 in
06.05.2018;SPAL;Benevento;2;0;Serie A;Fair;VAR;1 mph;61 °F;88 %;29.09 in
06.05.2018;Chievo;Crotone;2;1;Serie A;Partly Cloudy;NNW;10 mph;63 °F;82 %;29.65 in
06.05.2018;Genoa;Fiorentina;2;3;Serie A;Mostly Cloudy;NNE;9 mph;70 °F;60 %;29.99 in
06.05.2018;Napoli;Torino;2;2;Serie A;Partly Cloudy;CALM;0 mph;59 °F;88 %;29.75 in
06.05.2018;Sassuolo;Sampdoria;1;0;Serie A;Fair;WSW;50 °F;8 mph;100 %;30.06 in
06.05.2018;Cagliari;Roma;0;1;Serie A;Partly Cloudy;NNW;10 mph;63 °F;82 %;29.65 in
28.04.2018;Roma;Chievo;4;1;Serie A;Fair;ESE;7 mph;61 °F;68 %;29.43 in
28.04.2018;Inter;Juventus;2;3;Serie A;Fair;N;9 mph;63 °F;72 %;29.56 in
29.04.2018;Crotone;Sassuolo;4;1;Serie A;Cloudy;VAR;2 mph;61 °F;82 %;28.98 in
29.04.2018;Sampdoria;Cagliari;4;1;Serie A;Fair;N;7 mph;63 °F;82 %;29.91 in
29.04.2018;Atalanta;Genoa;3;1;Serie A;Mostly Cloudy;E;3 mph;64 °F;73 %;29.07 in
29.04.2018;Bologna;Milan;1;2;Serie A;Fair;SSW;3 mph;66 °F;68 %;29.71 in
29.04.2018;Hellas Verona;SPAL;1;3;Serie A;Fair;VAR;1 mph;64 °F;73 %;29.68 in
29.04.2018;Benevento;Udinese;3;3;Serie A;Mostly Cloudy;E;3 mph;64 °F;73 %;29.07 in
29.04.2018;Fiorentina;Napoli;3;0;Serie A;Fair;VAR;2 mph;64 °F;83 %;29.75 in
29.04.2018;Torino;Lazio;0;1;Serie A;Mostly Cloudy;N;7 mph;59 °F;88 %;28.91 in
21.04.2018;SPAL;Roma;0;3;Serie A;Fair;VAR;1 mph;59 °F;72 %;29.23 in
21.04.2018;Sassuolo;Fiorentina;1;0;Serie A;Fair;WSW;50 °F;8 mph;100 %;30.06 in
21.04.2018;Milan;Benevento;0;1;Serie A;Fair;CALM;0 mph;63 °F;68 %;29.77 in
22.04.2018;Cagliari;Bologna;0;0;Serie A;Fair;VAR;1 mph;64 °F;64 %;29.68 in
22.04.2018;Udinese;Crotone;1;2;Serie A;Fair;ESE;6 mph;55 °F;72 %;30.05 in
22.04.2018;Chievo;Inter;1;2;Serie A;Fair;VAR;1 mph;64 °F;64 %;29.68 in
22.04.2018;Lazio;Sampdoria;4;0;Serie A;Fair;VAR;1 mph;63 °F;82 %;29.63 in
22.04.2018;Atalanta;Torino;2;1;Serie A;Fair;N;6 mph;64 °F;64 %;29.24 in
22.04.2018;Juventus;Napoli;0;1;Serie A;Fair;ESE;2 mph;54 °F;82 %;29.88 in
23.04.2018;Genoa;Hellas Verona;3;1;Serie A;Mist;SE;5 mph;59 °F;100 %;30.08 in
17.04.2018;Inter;Cagliari;4;0;Serie A;Fair;E;2 mph;61 °F;72 %;29.59 in
18.04.2018;Benevento;Atalanta;0;3;Serie A;Fair;N;6 mph;61 °F;77 %;29.44 in
18.04.2018;Sampdoria;Bologna;1;0;Serie A;Fair;VAR;1 mph;64 °F;59 %;30.26 in
18.04.2018;SPAL;Chievo;0;0;Serie A;Fair;VAR;1 mph;57 °F;82 %;29.35 in
18.04.2018;Roma;Genoa;2;1;Serie A;Fair;VAR;2 mph;57 °F;94 %;29.69 in
18.04.2018;Crotone;Juventus;1;1;Serie A;Fair;VAR;1 mph;57 °F;82 %;29.35 in
18.04.2018;Fiorentina;Lazio;3;4;Serie A;Fair;VAR;2 mph;59 °F;72 %;30.10 in
18.04.2018;Torino;Milan;1;1;Serie A;Fair;N;9 mph;59 °F;67 %;29.28 in
18.04.2018;Hellas Verona;Sassuolo;0;1;Serie A;Partly Cloudy;NW;3 mph;61 °F;77 %;30.06 in
18.04.2018;Napoli;Udinese;4;2;Serie A;Mostly Cloudy;NNE;5 mph;61 °F;77 %;29.89 in
14.04.2018;Cagliari;Udinese;2;1;Serie A;Fair;CALM;0 mph;50 °F;94 %;29.74 in
14.04.2018;Genoa;Crotone;1;0;Serie A;Fair;NNW;3 mph;55 °F;67 %;30.08 in
14.04.2018;Chievo;Torino;0;0;Serie A;Fair;CALM;0 mph;50 °F;94 %;29.74 in
14.04.2018;Atalanta;Inter;0;0;Serie A;Mostly Cloudy;NNE;6 mph;52 °F;76 %;29.27 in
15.04.2018;Fiorentina;SPAL;0;0;Serie A;Fair;VAR;6 mph;66 °F;37 %;29.81 in
15.04.2018;Sassuolo;Benevento;2;2;Serie A;Fair;WSW;50 °F;8 mph;100 %;30.06 in
15.04.2018;Bologna;Hellas Verona;2;0;Serie A;Fair;WSW;5 mph;54 °F;77 %;29.86 in
15.04.2018;Milan;Napoli;0;0;Serie A;Fair;CALM;0 mph;54 °F;77 %;29.65 in
15.04.2018;Juventus;Sampdoria;3;0;Serie A;Rain;NNW;3 mph;52 °F;94 %;29.77 in
15.04.2018;Lazio;Roma;0;0;Serie A;Partly Cloudy;NNE;10 mph;66 °F;40 %;29.34 in
07.04.2018;Benevento;Juventus;2;4;Serie A;Fair;NNE;6 mph;54 °F;82 %;29.27 in
07.04.2018;SPAL;Atalanta;1;1;Serie A;Fair;CALM;0 mph;50 °F;82 %;29.15 in
07.04.2018;Roma;Fiorentina;0;2;Serie A;Fair;E;3 mph;54 °F;77 %;29.57 in
07.04.2018;Sampdoria;Genoa;0;0;Serie A;Fair;N;6 mph;54 °F;88 %;30.08 in
08.04.2018;Torino;Inter;1;0;Serie A;Mist;VAR;1 mph;55 °F;77 %;29.02 in
08.04.2018;Crotone;Bologna;1;0;Serie A;Cloudy;VAR;1 mph;54 °F;77 %;29.06 in
08.04.2018;Hellas Verona;Cagliari;1;0;Serie A;Fair;NE;5 mph;54 °F;72 %;29.82 in
08.04.2018;Napoli;Chievo;2;1;Serie A;Partly Cloudy;N;2 mph;57 °F;63 %;29.78 in
08.04.2018;Udinese;Lazio;1;2;Serie A;Fair;NNE;2 mph;45 °F;81 %;30.02 in
08.04.2018;Milan;Sassuolo;1;1;Serie A;Fair;NE;3 mph;55 °F;72 %;29.65 in
31.03.2018;Bologna;Roma;1;1;Serie A;Mostly Cloudy;SSE;12 mph;63 °F;52 %;29.48 in
31.03.2018;Lazio;Benevento;6;2;Serie A;Partly Cloudy;NNW;3 mph;57 °F;82 %;29.34 in
31.03.2018;Fiorentina;Crotone;2;0;Serie A;Partly Cloudy;SE;6 mph;59 °F;63 %;29.51 in
31.03.2018;Inter;Hellas Verona;3;0;Serie A;Fair;E;5 mph;52 °F;82 %;29.15 in
31.03.2018;Genoa;SPAL;1;1;Serie A;Mostly Cloudy;S;13 mph;55 °F;88 %;29.60 in
31.03.2018;Cagliari;Torino;0;4;Serie A;Fair;E;5 mph;52 °F;82 %;29.15 in
31.03.2018;Atalanta;Udinese;2;0;Serie A;Partly Cloudy;E;9 mph;54 °F;77 %;28.72 in
31.03.2018;Sassuolo;Napoli;1;1;Serie A;Fair;WSW;50 °F;8 mph;100 %;30.06 in
31.03.2018;Chievo;Sampdoria;2;1;Serie A;Fair;E;5 mph;52 °F;82 %;29.15 in
31.03.2018;Juventus;Milan;3;1;Serie A;Mostly Cloudy;SSE;5 mph;52 °F;71 %;29.30 in
17.03.2018;Udinese;Sassuolo;1;2;Serie A;Fog;NE;2 mph;43 °F;100 %;29.61 in
17.03.2018;SPAL;Juventus;0;0;Serie A;Mostly Cloudy;VAR;1 mph;45 °F;93 %;28.63 in
18.03.2018;Sampdoria;Inter;0;5;Serie A;Rain;NNW;13 mph;45 °F;93 %;29.43 in
18.03.2018;Hellas Verona;Atalanta;0;5;Serie A;Light Rain;ENE;8 mph;46 °F;81 %;29.15 in
18.03.2018;Benevento;Cagliari;1;2;Serie A;Rain;NNE;7 mph;41 °F;93 %;28.52 in
18.03.2018;Milan;Chievo;3;2;Serie A;Light Rain;VAR;1 mph;45 °F;100 %;28.98 in
18.03.2018;Torino;Fiorentina;1;2;Serie A;Partly Cloudy;WSW;3 mph;43 °F;93 %;28.37 in
18.03.2018;Crotone;Roma;0;2;Serie A;Mostly Cloudy;ESE;1 mph;41 °F;100 %;28.40 in
18.03.2018;Lazio;Bologna;1;1;Serie A;Mostly Cloudy;SSE;6 mph;50 °F;82 %;29.08 in
18.03.2018;Napoli;Genoa;1;0;Serie A;Partly Cloudy;CALM;0 mph;50 °F;76 %;29.31 in
09.03.2018;Roma;Torino;3;0;Serie A;Fair;SE;5 mph;48 °F;87 %;29.54 in
10.03.2018;Hellas Verona;Chievo;1;0;Serie A;Partly Cloudy;SSE;3 mph;46 °F;87 %;29.76 in
11.03.2018;Fiorentina;Benevento;1;0;Serie A;Mostly Cloudy;SSW;3 mph;50 °F;100 %;29.81 in
11.03.2018;Bologna;Atalanta;0;1;Serie A;Mostly Cloudy;W;3 mph;50 °F;87 %;29.80 in
11.03.2018;Cagliari;Lazio;2;2;Serie A;Light Drizzle;ENE;3 mph;48 °F;100 %;29.42 in
11.03.2018;Crotone;Sampdoria;4;1;Serie A;Drizzle;VAR;1 mph;45 °F;100 %;28.95 in
11.03.2018;Sassuolo;SPAL;1;1;Serie A;Fair;WSW;50 °F;8 mph;100 %;30.06 in
11.03.2018;Juventus;Udinese;2;0;Serie A;Rain;E;6 mph;46 °F;100 %;29.62 in
11.03.2018;Genoa;Milan;0;1;Serie A;Rain;E;8 mph;52 °F;100 %;29.87 in
11.03.2018;Inter;Napoli;0;0;Serie A;Light Drizzle;ENE;3 mph;48 °F;100 %;29.42 in
03.03.2018;SPAL;Bologna;1;0;Serie A;Mist;VAR;2 mph;34 °F;100 %;28.55 in
03.03.2018;Lazio;Juventus;0;1;Serie A;Fair;SSE;3 mph;48 °F;82 %;29.16 in
03.03.2018;Napoli;Roma;2;4;Serie A;Partly Cloudy;W;3 mph;52 °F;58 %;29.40 in
03.04.2018;Genoa;Cagliari;2;1;Serie A;Mostly Cloudy;SSE;14 mph;55 °F;88 %;30.05 in
03.04.2018;Udinese;Fiorentina;0;2;Serie A;Mostly Cloudy;NNE;5 mph;50 °F;87 %;30.02 in
03.04.2018;Atalanta;Sampdoria;1;2;Serie A;Partly Cloudy;NW;5 mph;52 °F;71 %;29.18 in
04.04.2018;Benevento;Hellas Verona;3;0;Serie A;Light Rain;NNE;3 mph;48 °F;87 %;29.18 in
04.04.2018;Torino;Crotone;4;1;Serie A;Rain;NNW;2 mph;46 °F;100 %;29.05 in
04.04.2018;Milan;Inter;0;0;Serie A;Rain;NE;6 mph;50 °F;94 %;29.65 in
04.04.2018;Chievo;Sassuolo;1;1;Serie A;Rain;NE;6 mph;50 °F;94 %;29.65 in
24.02.2018;Bologna;Genoa;2;0;Serie A;Rain;W;12 mph;34 °F;100 %;29.65 in
24.02.2018;Inter;Benevento;2;0;Serie A;Light Rain;NNW;3 mph;39 °F;93 %;29.42 in
25.02.2018;Crotone;SPAL;2;3;Serie A;Light Rain;VAR;2 mph;43 °F;93 %;28.89 in
25.02.2018;Fiorentina;Chievo;1;0;Serie A;Mostly Cloudy;VAR;5 mph;48 °F;62 %;29.66 in
25.02.2018;Sassuolo;Lazio;0;3;Serie A;Fair;WSW;50 °F;8 mph;100 %;30.06 in
25.02.2018;Hellas Verona;Torino;2;1;Serie A;Mostly Cloudy;E;16 mph;39 °F;52 %;29.68 in
25.02.2018;Sampdoria;Udinese;2;1;Serie A;Mostly Cloudy / Windy;NE;22 mph;36 °F;56 %;29.97 in
25.02.2018;Roma;Milan;0;2;Serie A;Fair;N;5 mph;45 °F;93 %;29.28 in
26.02.2018;Cagliari;Napoli;0;5;Serie A;Mostly Cloudy;NNE;6 mph;30 °F;69 %;29.59 in
14.03.2018;Juventus;Atalanta;2;0;Serie A;Fair;VAR;1 mph;39 °F;93 %;29.68 in
17.02.2018;Udinese;Roma;0;2;Serie A;Fair;VAR;2 mph;32 °F;87 %;30.25 in
17.02.2018;Chievo;Cagliari;2;1;Serie A;Mostly Cloudy;ENE;5 mph;43 °F;70 %;29.91 in
17.02.2018;Genoa;Inter;2;0;Serie A;Light Drizzle;NNE;3 mph;50 °F;94 %;30.22 in
18.02.2018;Torino;Juventus;0;1;Serie A;Fog;VAR;1 mph;37 °F;100 %;29.02 in
18.02.2018;Benevento;Crotone;3;2;Serie A;Mist;VAR;1 mph;39 °F;87 %;29.18 in
18.02.2018;Bologna;Sassuolo;2;1;Serie A;Mostly Cloudy;N;2 mph;41 °F;87 %;29.89 in
18.02.2018;Napoli;SPAL;1;0;Serie A;Fair;CALM;0 mph;48 °F;71 %;29.86 in
