date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
13.12.2024;Empoli;Torino;0;1;Serie A;Fair;NNE;6 mph;50 °F;71 %;29.95 in
14.12.2024;Cagliari;Atalanta;0;1;Serie A;Light Rain;S;3 mph;41 °F;93 %;29.94 in
14.12.2024;Udinese;Napoli;1;3;Serie A;Mostly Cloudy;NNE;3 mph;39 °F;70 %;30.25 in
14.12.2024;Juventus;Venezia;2;2;Serie A;Mostly Cloudy;SW;3 mph;39 °F;100 %;30.06 in
15.12.2024;Lecce;Monza;2;1;Serie A;Fair;WSW;8 mph;50 °F;100 %;30.06 in
15.12.2024;Bologna;Fiorentina;1;0;Serie A;Mostly Cloudy;VAR;1 mph;41 °F;93 %;29.98 in
15.12.2024;Parma;Hellas Verona;2;3;Serie A;Fog;W;3 mph;36 °F;100 %;30.00 in
15.12.2024;Como;Roma;2;0;Serie A;Fog;WSW;6 mph;36 °F;100 %;29.76 in
15.12.2024;Milan;Genoa;0;0;Serie A;Fog;WSW;6 mph;36 °F;100 %;29.76 in
16.12.2024;Lazio;Inter;0;6;Serie A;Fair;ENE;5 mph;41 °F;87 %;29.98 in
06.12.2024;Inter;Parma;3;1;Serie A;Fair;CALM;0 mph;36 °F;93 %;29.82 in
06.12.2024;Atalanta;Milan;2;1;Serie A;Fair;N;3 mph;37 °F;81 %;29.33 in
07.12.2024;Genoa;Torino;0;0;Serie A;Fair;VAR;1 mph;46 °F;62 %;30.02 in
07.12.2024;Juventus;Bologna;2;2;Serie A;Fair;SSW;5 mph;28 °F;100 %;29.82 in
07.12.2024;Roma;Lecce;4;1;Serie A;Fair;N;10 mph;50 °F;71 %;29.48 in
08.12.2024;Fiorentina;Cagliari;1;0;Serie A;Rain;E;12 mph;48 °F;87 %;29.37 in
08.12.2024;Hellas Verona;Empoli;1;4;Serie A;Rain;NE;9 mph;41 °F;87 %;29.35 in
08.12.2024;Venezia;Como;2;2;Serie A;Fair;VAR;2 mph;46 °F;87 %;29.39 in
08.12.2024;Napoli;Lazio;0;1;Serie A;Fair;VAR;2 mph;46 °F;87 %;29.39 in
09.12.2024;Monza;Udinese;1;2;Serie A;Mist;SSE;5 mph;41 °F;93 %;29.30 in
29.11.2024;Cagliari;Hellas Verona;1;0;Serie A;Mist;NE;7 mph;46 °F;93 %;29.82 in
30.11.2024;Como;Monza;1;1;Serie A;Fog;SSE;2 mph;39 °F;100 %;30.00 in
30.11.2024;Milan;Empoli;3;0;Serie A;Fog;SSE;2 mph;39 °F;100 %;30.00 in
30.11.2024;Bologna;Venezia;3;0;Serie A;Mist;WSW;5 mph;41 °F;93 %;30.21 in
01.12.2024;Udinese;Genoa;0;2;Serie A;Fair;N;5 mph;36 °F;81 %;30.31 in
01.12.2024;Parma;Lazio;3;1;Serie A;Mist;VAR;2 mph;32 °F;100 %;30.18 in
01.12.2024;Torino;Napoli;0;1;Serie A;Mist;VAR;2 mph;36 °F;87 %;29.37 in
01.12.2024;Fiorentina;Inter;0;0;Serie A;Mostly Cloudy;N;8 mph;50 °F;50 %;30.19 in
01.12.2024;Lecce;Juventus;1;1;Serie A;Mostly Cloudy / Windy;NNE;24 mph;55 °F;67 %;29.94 in
02.12.2024;Roma;Atalanta;0;2;Serie A;Fair;ENE;7 mph;43 °F;87 %;29.66 in
23.11.2024;Hellas Verona;Inter;0;5;Serie A;Fair;SW;3 mph;34 °F;48 %;29.79 in
23.11.2024;Milan;Juventus;0;0;Serie A;Fair;W;7 mph;37 °F;52 %;29.70 in
23.11.2024;Parma;Atalanta;1;3;Serie A;Fair;WSW;9 mph;36 °F;56 %;29.91 in
24.11.2024;Genoa;Cagliari;2;2;Serie A;Partly Cloudy;E;7 mph;54 °F;58 %;30.40 in
24.11.2024;Como;Fiorentina;0;2;Serie A;Mostly Cloudy;VAR;1 mph;43 °F;76 %;30.05 in
24.11.2024;Torino;Monza;1;1;Serie A;Fair;VAR;2 mph;32 °F;69 %;29.45 in
24.11.2024;Napoli;Roma;1;0;Serie A;Fair;N;5 mph;41 °F;61 %;30.21 in
24.11.2024;Lazio;Bologna;3;0;Serie A;Fair;VAR;2 mph;39 °F;65 %;30.04 in
25.11.2024;Empoli;Udinese;1;1;Serie A;Fair;N;2 mph;37 °F;75 %;30.18 in
25.11.2024;Venezia;Lecce;0;1;Serie A;Fair;N;2 mph;37 °F;75 %;30.18 in
07.11.2024;Genoa;Como;1;1;Serie A;Fair;NE;20 mph;55 °F;63 %;30.34 in
08.11.2024;Lecce;Empoli;1;1;Serie A;Fair;W;5 mph;52 °F;88 %;30.29 in
09.11.2024;Venezia;Parma;1;2;Serie A;Fair;NNW;5 mph;57 °F;82 %;29.95 in
09.11.2024;Cagliari;Milan;3;3;Serie A;Fog;VAR;1 mph;48 °F;100 %;30.02 in
09.11.2024;Juventus;Torino;2;0;Serie A;Mist;W;3 mph;48 °F;93 %;30.18 in
10.11.2024;Atalanta;Udinese;2;1;Serie A;Mist;N;5 mph;45 °F;93 %;29.38 in
10.11.2024;Fiorentina;Hellas Verona;3;1;Serie A;Fair;VAR;2 mph;45 °F;87 %;30.04 in
10.11.2024;Roma;Bologna;2;3;Serie A;Partly Cloudy;NNE;6 mph;55 °F;88 %;29.69 in
10.11.2024;Monza;Lazio;0;1;Serie A;Fog;VAR;1 mph;41 °F;100 %;29.85 in
10.11.2024;Inter;Napoli;1;1;Serie A;Fog;VAR;1 mph;41 °F;100 %;29.85 in
02.11.2024;Bologna;Lecce;1;0;Serie A;Fair;SSW;8 mph;54 °F;88 %;30.00 in
02.11.2024;Udinese;Juventus;0;2;Serie A;Mist;E;2 mph;48 °F;100 %;30.14 in
02.11.2024;Monza;Milan;0;1;Serie A;Fair;N;3 mph;50 °F;100 %;29.82 in
03.11.2024;Napoli;Atalanta;0;3;Serie A;Fair;N;2 mph;55 °F;94 %;29.89 in
03.11.2024;Torino;Fiorentina;0;1;Serie A;Fair;NNW;2 mph;50 °F;76 %;29.28 in
03.11.2024;Hellas Verona;Roma;3;2;Serie A;Shallow Fog;NW;2 mph;48 °F;100 %;30.06 in
03.11.2024;Inter;Venezia;1;0;Serie A;Shallow Fog;VAR;1 mph;50 °F;100 %;29.91 in
04.11.2024;Empoli;Como;1;0;Serie A;Fair;VAR;2 mph;57 °F;77 %;29.95 in
04.11.2024;Parma;Genoa;0;1;Serie A;Patches of Fog;WNW;6 mph;45 °F;93 %;30.15 in
04.11.2024;Lazio;Cagliari;2;1;Serie A;Fair;VAR;2 mph;54 °F;88 %;29.80 in
29.10.2024;Cagliari;Bologna;0;2;Serie A;Patches of Fog;NNE;1 mph;54 °F;100 %;29.91 in
29.10.2024;Lecce;Hellas Verona;1;0;Serie A;Partly Cloudy;N;13 mph;68 °F;83 %;30.17 in
29.10.2024;Milan;Napoli;0;2;Serie A;Patches of Fog;NNE;1 mph;54 °F;100 %;29.91 in
30.10.2024;Empoli;Inter;0;3;Serie A;Fair;VAR;2 mph;61 °F;88 %;29.89 in
30.10.2024;Venezia;Udinese;3;2;Serie A;Fair;VAR;2 mph;61 °F;88 %;29.89 in
30.10.2024;Atalanta;Monza;2;0;Serie A;Fair;N;3 mph;55 °F;94 %;29.41 in
30.10.2024;Juventus;Parma;2;2;Serie A;Fair;SW;5 mph;54 °F;88 %;30.09 in
31.10.2024;Genoa;Fiorentina;0;1;Serie A;Fair;NE;16 mph;66 °F;68 %;30.19 in
31.10.2024;Como;Lazio;1;5;Serie A;Fog;SW;1 mph;54 °F;100 %;29.91 in
31.10.2024;Roma;Torino;1;0;Serie A;Fair;ENE;3 mph;59 °F;82 %;29.75 in
25.10.2024;Udinese;Cagliari;2;0;Serie A;Cloudy;VAR;2 mph;59 °F;88 %;30.28 in
25.10.2024;Torino;Como;1;0;Serie A;Cloudy;N;5 mph;59 °F;94 %;29.28 in
26.10.2024;Napoli;Lecce;1;0;Serie A;Fair;NW;1 mph;64 °F;94 %;29.89 in
26.10.2024;Atalanta;Hellas Verona;6;1;Serie A;Drizzle;NW;2 mph;59 °F;100 %;29.36 in
27.10.2024;Parma;Empoli;1;1;Serie A;Mist;E;3 mph;64 °F;94 %;30.00 in
27.10.2024;Lazio;Genoa;3;0;Serie A;Fair;VAR;2 mph;61 °F;88 %;29.69 in
27.10.2024;Monza;Venezia;2;2;Serie A;Mostly Cloudy;ESE;8 mph;63 °F;94 %;29.76 in
27.10.2024;Inter;Juventus;4;4;Serie A;Mostly Cloudy;ESE;8 mph;63 °F;94 %;29.76 in
27.10.2024;Fiorentina;Roma;5;1;Serie A;Mostly Cloudy;S;2 mph;61 °F;94 %;30.01 in
19.10.2024;Como;Parma;1;1;Serie A;Fair;NNW;3 mph;57 °F;88 %;29.65 in
19.10.2024;Genoa;Bologna;2;2;Serie A;Mostly Cloudy;VAR;2 mph;64 °F;83 %;29.99 in
19.10.2024;Milan;Udinese;1;0;Serie A;Fair;NNW;3 mph;57 °F;88 %;29.65 in
19.10.2024;Juventus;Lazio;1;0;Serie A;Mostly Cloudy;W;3 mph;59 °F;94 %;29.82 in
20.10.2024;Empoli;Napoli;0;1;Serie A;Fair;N;3 mph;63 °F;100 %;29.63 in
20.10.2024;Lecce;Fiorentina;0;6;Serie A;Fair;SSE;13 mph;68 °F;68 %;30.03 in
20.10.2024;Venezia;Atalanta;0;2;Serie A;Fair;N;3 mph;63 °F;100 %;29.63 in
20.10.2024;Cagliari;Torino;3;2;Serie A;Light Rain;N;5 mph;59 °F;100 %;29.70 in
20.10.2024;Roma;Inter;0;1;Serie A;Fair;S;3 mph;61 °F;94 %;29.48 in
21.10.2024;Hellas Verona;Monza;0;3;Serie A;Fair;NW;3 mph;57 °F;94 %;30.12 in
04.10.2024;Napoli;Como;3;1;Serie A;Mostly Cloudy;SW;5 mph;68 °F;94 %;29.33 in
04.10.2024;Hellas Verona;Venezia;2;1;Serie A;Light Drizzle;SW;6 mph;55 °F;100 %;29.41 in
05.10.2024;Udinese;Lecce;1;0;Serie A;Rain;NNW;5 mph;54 °F;94 %;29.84 in
05.10.2024;Atalanta;Genoa;5;1;Serie A;Mostly Cloudy;VAR;1 mph;54 °F;100 %;29.04 in
05.10.2024;Inter;Torino;3;2;Serie A;Partly Cloudy;VAR;1 mph;55 °F;94 %;29.50 in
06.10.2024;Juventus;Cagliari;1;1;Serie A;Fair;VAR;2 mph;46 °F;87 %;29.71 in
06.10.2024;Bologna;Parma;0;0;Serie A;Fair;SSW;3 mph;50 °F;100 %;29.74 in
06.10.2024;Lazio;Empoli;2;1;Serie A;Fair;WSW;1 mph;55 °F;94 %;29.46 in
06.10.2024;Monza;Roma;1;1;Serie A;Fair;N;1 mph;52 °F;94 %;29.53 in
06.10.2024;Fiorentina;Milan;2;1;Serie A;Fair;VAR;2 mph;50 °F;87 %;29.78 in
27.09.2024;Milan;Lecce;3;0;Serie A;Light Drizzle;VAR;2 mph;64 °F;100 %;29.30 in
28.09.2024;Udinese;Inter;2;3;Serie A;Fair;S;7 mph;72 °F;88 %;29.72 in
28.09.2024;Genoa;Juventus;0;3;Serie A;Fair;E;14 mph;70 °F;73 %;29.72 in
28.09.2024;Bologna;Atalanta;1;1;Serie A;Fair;SW;8 mph;72 °F;50 %;29.56 in
29.09.2024;Torino;Lazio;2;3;Serie A;Fair;W;7 mph;55 °F;63 %;29.08 in
29.09.2024;Como;Hellas Verona;3;2;Serie A;Partly Cloudy;ENE;6 mph;63 °F;63 %;29.70 in
29.09.2024;Roma;Venezia;2;1;Serie A;Fair;VAR;2 mph;63 °F;82 %;29.57 in
29.09.2024;Empoli;Fiorentina;0;0;Serie A;Fair;VAR;2 mph;63 °F;77 %;29.71 in
29.09.2024;Napoli;Monza;2;0;Serie A;Fair;VAR;2 mph;63 °F;77 %;29.71 in
30.09.2024;Parma;Cagliari;2;3;Serie A;Fair;SE;3 mph;57 °F;77 %;29.97 in
20.09.2024;Cagliari;Empoli;0;2;Serie A;Fair;N;3 mph;61 °F;82 %;29.67 in
20.09.2024;Hellas Verona;Torino;2;3;Serie A;Mostly Cloudy;NNW;6 mph;63 °F;68 %;29.82 in
21.09.2024;Venezia;Genoa;2;0;Serie A;Fair;NNE;6 mph;66 °F;68 %;29.74 in
21.09.2024;Juventus;Napoli;0;0;Serie A;Mostly Cloudy;VAR;2 mph;57 °F;94 %;30.00 in
21.09.2024;Lecce;Parma;2;2;Serie A;Partly Cloudy;N;10 mph;72 °F;73 %;30.03 in
22.09.2024;Fiorentina;Lazio;2;1;Serie A;Fair;VAR;2 mph;64 °F;77 %;29.99 in
22.09.2024;Monza;Bologna;1;2;Serie A;Fair;N;2 mph;61 °F;88 %;29.76 in
22.09.2024;Roma;Udinese;3;0;Serie A;Fair;E;6 mph;64 °F;83 %;29.63 in
22.09.2024;Inter;Milan;1;2;Serie A;Fair;N;2 mph;61 °F;88 %;29.76 in
24.09.2024;Atalanta;Como;2;3;Serie A;Light Rain;VAR;2 mph;59 °F;100 %;28.98 in
14.09.2024;Como;Bologna;2;2;Serie A;Fair;NW;14 mph;64 °F;28 %;29.53 in
14.09.2024;Empoli;Juventus;0;0;Serie A;Fair;N;3 mph;61 °F;63 %;29.51 in
14.09.2024;Milan;Venezia;4;0;Serie A;Fair;NW;14 mph;64 °F;28 %;29.53 in
15.09.2024;Genoa;Roma;1;1;Serie A;Fair;N;6 mph;66 °F;35 %;29.93 in
15.09.2024;Atalanta;Fiorentina;3;2;Serie A;Partly Cloudy;N;5 mph;59 °F;63 %;29.13 in
15.09.2024;Torino;Lecce;0;0;Serie A;Fair;WNW;7 mph;55 °F;67 %;28.97 in
15.09.2024;Cagliari;Napoli;0;4;Serie A;Partly Cloudy;N;2 mph;54 °F;88 %;29.59 in
15.09.2024;Monza;Inter;1;1;Serie A;Partly Cloudy;N;2 mph;54 °F;88 %;29.59 in
16.09.2024;Parma;Udinese;2;3;Serie A;Fair;W;3 mph;50 °F;87 %;29.74 in
16.09.2024;Lazio;Hellas Verona;2;1;Serie A;Fair;SE;6 mph;64 °F;64 %;29.43 in
30.08.2024;Venezia;Torino;0;1;Serie A;Fair;VAR;2 mph;75 °F;61 %;29.68 in
30.08.2024;Inter;Atalanta;4;0;Serie A;Fair;VAR;1 mph;72 °F;88 %;29.65 in
31.08.2024;Bologna;Empoli;1;1;Serie A;Fair;SW;8 mph;77 °F;65 %;29.83 in
31.08.2024;Lecce;Cagliari;1;0;Serie A;Fair;NW;8 mph;81 °F;84 %;29.88 in
31.08.2024;Lazio;Milan;2;2;Serie A;Fair;S;8 mph;79 °F;78 %;29.51 in
31.08.2024;Napoli;Parma;2;1;Serie A;Fair;VAR;2 mph;79 °F;74 %;29.65 in
01.09.2024;Fiorentina;Monza;2;2;Serie A;Fair;NE;3 mph;75 °F;57 %;29.84 in
01.09.2024;Genoa;Hellas Verona;0;2;Serie A;Fair;NE;10 mph;84 °F;51 %;29.96 in
01.09.2024;Juventus;Roma;0;0;Serie A;Fair;SW;2 mph;75 °F;69 %;29.82 in
01.09.2024;Udinese;Como;1;0;Serie A;Fair;VAR;2 mph;72 °F;78 %;29.96 in
24.08.2024;Parma;Milan;2;1;Serie A;Fair;SW;6 mph;72 °F;69 %;29.82 in
24.08.2024;Udinese;Lazio;2;1;Serie A;Fair;VAR;2 mph;72 °F;94 %;29.96 in
24.08.2024;Inter;Lecce;2;0;Serie A;Fair;W;5 mph;79 °F;61 %;29.62 in
24.08.2024;Monza;Genoa;0;1;Serie A;Fair;W;5 mph;79 °F;61 %;29.62 in
25.08.2024;Fiorentina;Venezia;0;0;Serie A;Fair;E;5 mph;73 °F;65 %;29.87 in
