date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
15.05.2010;Milan;Juventus;3;0;Serie A;Partly Cloudy;NNW;5 mph;54 °F;88 %;29.27 in
15.05.2010;Lazio;Udinese;3;1;Serie A;Partly Cloudy;N;6 mph;55 °F;94 %;29.14 in
16.05.2010;Cagliari;Bologna;1;1;Serie A;Partly Cloudy;CALM;0 mph;57 °F;77 %;29.21 in
16.05.2010;Bari;Fiorentina;2;0;Serie A;Fair;NNE;9 mph;59 °F;39 %;28.88 in
16.05.2010;Catania;Genoa;1;0;Serie A;Fair;SW;13 mph;57 °F;55 %;29.82 in
16.05.2010;Siena;Inter;0;1;Serie A;Mostly Cloudy;E;3 mph;57 °F;88 %;29.62 in
16.05.2010;Parma;Livorno;4;1;Serie A;Mostly Cloudy;S;8 mph;54 °F;88 %;29.41 in
16.05.2010;Sampdoria;Napoli;1;0;Serie A;Mostly Cloudy;WSW;12 mph;57 °F;82 %;29.52 in
16.05.2010;Atalanta;Palermo;1;2;Serie A;Partly Cloudy;W;5 mph;55 °F;88 %;28.75 in
16.05.2010;Chievo;Roma;0;2;Serie A;Partly Cloudy;CALM;0 mph;57 °F;77 %;29.21 in
09.05.2010;Napoli;Atalanta;2;0;Serie A;Fair;VAR;2 mph;59 °F;72 %;29.66 in
09.05.2010;Udinese;Bari;3;3;Serie A;Mostly Cloudy;VAR;1 mph;55 °F;82 %;29.78 in
09.05.2010;Roma;Cagliari;2;1;Serie A;Fair;SE;2 mph;55 °F;88 %;29.46 in
09.05.2010;Bologna;Catania;1;1;Serie A;Fair;SSW;9 mph;54 °F;82 %;29.68 in
09.05.2010;Inter;Chievo;4;3;Serie A;Fair;W;5 mph;57 °F;72 %;29.47 in
09.05.2010;Livorno;Lazio;1;2;Serie A;Partly Cloudy;CALM;0 mph;54 °F;94 %;29.91 in
09.05.2010;Genoa;Milan;1;0;Serie A;Partly Cloudy;SSE;13 mph;61 °F;77 %;29.87 in
09.05.2010;Juventus;Parma;2;3;Serie A;Fair;SSW;5 mph;54 °F;77 %;29.68 in
09.05.2010;Palermo;Sampdoria;1;1;Serie A;Fair;SSW;5 mph;54 °F;77 %;29.68 in
09.05.2010;Fiorentina;Siena;1;1;Serie A;Fair;VAR;2 mph;54 °F;82 %;29.78 in
01.05.2010;Parma;Roma;1;2;Serie A;Fair;SSW;9 mph;63 °F;55 %;29.77 in
01.05.2010;Milan;Fiorentina;1;0;Serie A;Partly Cloudy;W;13 mph;66 °F;56 %;29.56 in
02.05.2010;Atalanta;Bologna;1;1;Serie A;Mostly Cloudy;N;3 mph;61 °F;77 %;29.01 in
02.05.2010;Bari;Genoa;3;0;Serie A;Mostly Cloudy;VAR;1 mph;59 °F;94 %;29.14 in
02.05.2010;Catania;Juventus;1;1;Serie A;Fair;W;7 mph;59 °F;63 %;29.94 in
02.05.2010;Sampdoria;Livorno;2;0;Serie A;Fair;VAR;1 mph;66 °F;73 %;29.88 in
02.05.2010;Chievo;Napoli;1;2;Serie A;Partly Cloudy;NW;7 mph;64 °F;68 %;29.47 in
02.05.2010;Siena;Palermo;1;2;Serie A;Mostly Cloudy;SE;5 mph;61 °F;82 %;29.91 in
02.05.2010;Cagliari;Udinese;2;2;Serie A;Partly Cloudy;NW;7 mph;64 °F;68 %;29.47 in
02.05.2010;Lazio;Inter;0;2;Serie A;Partly Cloudy;CALM;0 mph;59 °F;72 %;29.51 in
24.04.2010;Inter;Atalanta;3;1;Serie A;Cloudy;VAR;2 mph;55 °F;94 %;29.65 in
24.04.2010;Palermo;Milan;3;1;Serie A;Cloudy;NE;6 mph;55 °F;94 %;29.82 in
25.04.2010;Juventus;Bari;3;0;Serie A;Fair;VAR;3 mph;52 °F;94 %;29.97 in
25.04.2010;Napoli;Cagliari;0;0;Serie A;Mostly Cloudy;N;5 mph;61 °F;59 %;29.69 in
25.04.2010;Livorno;Catania;3;1;Serie A;Partly Cloudy;ESE;9 mph;59 °F;77 %;30.06 in
25.04.2010;Fiorentina;Chievo;0;2;Serie A;Partly Cloudy;NNE;8 mph;61 °F;68 %;29.96 in
25.04.2010;Genoa;Lazio;1;2;Serie A;Fair;NNE;14 mph;66 °F;52 %;30.08 in
25.04.2010;Bologna;Parma;2;1;Serie A;Partly Cloudy;SW;3 mph;54 °F;100 %;29.98 in
25.04.2010;Udinese;Siena;4;1;Serie A;Fair;VAR;1 mph;52 °F;82 %;30.11 in
25.04.2010;Roma;Sampdoria;1;2;Serie A;Partly Cloudy;NNE;1 mph;61 °F;94 %;29.51 in
