date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
13.05.2006;Cadiz;Malaga;5;0;La Liga;N/A;SSW;1 mph;63 °F;79 %;28.09 in
13.05.2006;Celta Vigo;Getafe;1;0;La Liga;Fair;W;3 mph;72 °F;46 %;28.04 in
13.05.2006;Mallorca;Real Zaragoza;3;1;La Liga;N/A;SSW;1 mph;63 °F;79 %;28.09 in
13.05.2006;Atl. Madrid;Real Betis;1;1;La Liga;Fair;W;3 mph;72 °F;46 %;28.04 in
13.05.2006;Villarreal;R. Santander;2;0;La Liga;Cloudy;ESE;1 mph;61 °F;77 %;30.03 in
13.05.2006;Espanyol;R. Sociedad;1;0;La Liga;Fair;W;3 mph;72 °F;46 %;28.04 in
13.05.2006;Alaves;Deportivo;1;0;La Liga;Cloudy;ESE;1 mph;61 °F;77 %;30.03 in
16.05.2006;Sevilla;Real Madrid;4;3;La Liga;Fair;CALM;0 mph;73 °F;36 %;28.02 in
16.05.2006;Osasuna;Valencia;2;1;La Liga;Partly Cloudy;SW;3 mph;63 °F;82 %;29.82 in
20.05.2006;Ath. Bilbao;Barcelona;3;1;La Liga;Fair;E;6 mph;61 °F;72 %;29.91 in
06.05.2006;Barcelona;Espanyol;2;0;La Liga;Fair;VAR;2 mph;61 °F;72 %;30.13 in
06.05.2006;Malaga;Sevilla;0;2;La Liga;Mostly Cloudy;N;2 mph;57 °F;82 %;28.15 in
06.05.2006;Valencia;Atl. Madrid;1;1;La Liga;Fair;W;2 mph;59 °F;94 %;29.96 in
07.05.2006;Real Betis;Mallorca;2;1;La Liga;Fair;NNE;3 mph;64 °F;73 %;29.87 in
07.05.2006;Real Zaragoza;Alaves;3;0;La Liga;Partly Cloudy;N;5 mph;59 °F;72 %;28.07 in
07.05.2006;R. Sociedad;Celta Vigo;2;2;La Liga;Partly Cloudy;N;5 mph;59 °F;72 %;28.07 in
07.05.2006;Getafe;Cadiz;3;1;La Liga;Fair;NNE;3 mph;64 °F;73 %;29.87 in
07.05.2006;R. Santander;Osasuna;2;1;La Liga;Partly Cloudy;N;5 mph;59 °F;72 %;28.07 in
07.05.2006;Real Madrid;Villarreal;3;3;La Liga;Partly Cloudy;N;5 mph;59 °F;72 %;28.07 in
07.05.2006;Deportivo;Ath. Bilbao;1;2;La Liga;Partly Cloudy;N;5 mph;59 °F;72 %;28.07 in
03.05.2006;Villarreal;Malaga;2;1;La Liga;Mostly Cloudy;VAR;2 mph;57 °F;77 %;29.76 in
03.05.2006;Sevilla;Getafe;3;0;La Liga;Mostly Cloudy;ESE;8 mph;66 °F;32 %;27.80 in
03.05.2006;Cadiz;R. Sociedad;2;2;La Liga;N/A;SW;14 mph;61 °F;87 %;27.80 in
03.05.2006;Espanyol;Deportivo;1;2;La Liga;Mostly Cloudy;ESE;8 mph;66 °F;32 %;27.80 in
03.05.2006;Ath. Bilbao;Real Zaragoza;1;0;La Liga;Mostly Cloudy;VAR;2 mph;57 °F;77 %;29.76 in
03.05.2006;Alaves;Real Betis;2;0;La Liga;Mostly Cloudy;VAR;2 mph;57 °F;77 %;29.76 in
03.05.2006;Mallorca;Valencia;2;1;La Liga;N/A;SW;14 mph;61 °F;87 %;27.80 in
03.05.2006;Atl. Madrid;Osasuna;0;1;La Liga;Mostly Cloudy;ESE;8 mph;66 °F;32 %;27.80 in
03.05.2006;Celta Vigo;Barcelona;0;1;La Liga;Mostly Cloudy;ESE;8 mph;66 °F;32 %;27.80 in
04.05.2006;R. Santander;Real Madrid;2;3;La Liga;Mostly Cloudy;N;5 mph;57 °F;94 %;27.91 in
29.04.2006;Real Betis;Ath. Bilbao;1;1;La Liga;Partly Cloudy;VAR;2 mph;64 °F;83 %;29.69 in
29.04.2006;Deportivo;Celta Vigo;0;2;La Liga;Fair;NE;13 mph;52 °F;50 %;27.99 in
29.04.2006;Barcelona;Cadiz;1;0;La Liga;Partly Cloudy;VAR;2 mph;61 °F;77 %;29.89 in
30.04.2006;Valencia;Alaves;3;0;La Liga;Fair;NW;2 mph;59 °F;82 %;29.67 in
30.04.2006;Real Zaragoza;Espanyol;1;1;La Liga;Fair;VAR;5 mph;57 °F;41 %;27.91 in
30.04.2006;R. Sociedad;Sevilla;1;2;La Liga;Fair;VAR;5 mph;57 °F;41 %;27.91 in
30.04.2006;Getafe;Villarreal;1;1;La Liga;Fair;NW;2 mph;59 °F;82 %;29.67 in
30.04.2006;Malaga;R. Santander;2;3;La Liga;Fair;VAR;5 mph;57 °F;41 %;27.91 in
30.04.2006;Atl. Madrid;Mallorca;0;1;La Liga;Fair;VAR;5 mph;57 °F;41 %;27.91 in
30.04.2006;Osasuna;Real Madrid;0;1;La Liga;Fair;VAR;1 mph;55 °F;94 %;29.55 in
22.04.2006;Villarreal;R. Sociedad;0;2;La Liga;Mostly Cloudy;ESE;8 mph;55 °F;77 %;29.76 in
22.04.2006;Alaves;Atl. Madrid;0;1;La Liga;Mostly Cloudy;ESE;8 mph;55 °F;77 %;29.76 in
22.04.2006;Celta Vigo;Real Zaragoza;4;0;La Liga;Mostly Cloudy;SE;5 mph;52 °F;94 %;27.88 in
23.04.2006;Cadiz;Deportivo;1;1;La Liga;N/A;NNW;1 mph;52 °F;96 %;27.96 in
23.04.2006;Espanyol;Real Betis;2;0;La Liga;Fair;N;5 mph;52 °F;82 %;27.93 in
23.04.2006;Ath. Bilbao;Valencia;0;3;La Liga;Cloudy;VAR;2 mph;54 °F;88 %;29.91 in
23.04.2006;Mallorca;Osasuna;0;1;La Liga;N/A;NNW;1 mph;52 °F;96 %;27.96 in
23.04.2006;R. Santander;Getafe;1;3;La Liga;Fair;N;5 mph;52 °F;82 %;27.93 in
23.04.2006;Real Madrid;Malaga;2;1;La Liga;Fair;N;5 mph;52 °F;82 %;27.93 in
13.05.2006;Sevilla;Barcelona;3;2;La Liga;Fair;W;3 mph;72 °F;46 %;28.04 in
14.04.2006;Barcelona;Villarreal;1;0;La Liga;Fair;WSW;10 mph;55 °F;77 %;30.07 in
15.04.2006;Mallorca;Alaves;0;0;La Liga;N/A;WSW;15 mph;56 °F;94 %;28.12 in
