date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
01.11.2024;Alaves;Mallorca;1;0;La Liga;Fair;ESE;13 mph;66 °F;68 %;30.03 in
02.11.2024;Osasuna;R. Valladolid;1;0;La Liga;Partly Cloudy;NNW;5 mph;61 °F;94 %;29.70 in
02.11.2024;Girona;Leganes;4;3;La Liga;Partly Cloudy;NNW;5 mph;61 °F;94 %;29.70 in
03.11.2024;Atl. Madrid;Las Palmas;2;0;La Liga;Fair;CALM;0 mph;52 °F;94 %;28.06 in
03.11.2024;Barcelona;Espanyol;3;1;La Liga;Mostly Cloudy;NNW;8 mph;61 °F;88 %;30.19 in
03.11.2024;Sevilla;R. Sociedad;0;2;La Liga;Fair;CALM;0 mph;52 °F;94 %;28.06 in
03.11.2024;Ath. Bilbao;Real Betis;1;1;La Liga;Cloudy;VAR;2 mph;63 °F;94 %;30.06 in
04.11.2024;Celta Vigo;Getafe;1;0;La Liga;Fair;NNW;3 mph;54 °F;82 %;28.06 in
08.11.2024;Rayo Vallecano;Las Palmas;1;3;La Liga;Fair;NNW;2 mph;52 °F;94 %;28.09 in
09.11.2024;Real Madrid;Osasuna;4;0;La Liga;Partly Cloudy;CALM;0 mph;52 °F;94 %;28.11 in
09.11.2024;Villarreal;Alaves;3;0;La Liga;Light Rain;W;6 mph;63 °F;94 %;30.06 in
09.11.2024;Leganes;Sevilla;1;0;La Liga;Partly Cloudy;CALM;0 mph;52 °F;94 %;28.11 in
10.11.2024;Real Betis;Celta Vigo;2;2;La Liga;Fair;NW;5 mph;59 °F;94 %;29.98 in
10.11.2024;Mallorca;Atl. Madrid;0;1;La Liga;Fair;W;6 mph;49 °F;98 %;28.34 in
10.11.2024;Getafe;Girona;0;1;La Liga;Fair;NW;5 mph;59 °F;94 %;29.98 in
10.11.2024;R. Valladolid;Ath. Bilbao;1;1;La Liga;Fair;VAR;1 mph;48 °F;87 %;28.20 in
10.11.2024;R. Sociedad;Barcelona;1;0;La Liga;Fair;VAR;1 mph;48 °F;87 %;28.20 in
22.11.2024;Getafe;R. Valladolid;2;0;La Liga;Fair;W;13 mph;63 °F;55 %;29.57 in
23.11.2024;Valencia;Real Betis;4;2;La Liga;Mostly Cloudy;CALM;0 mph;54 °F;94 %;29.98 in
23.11.2024;Atl. Madrid;Alaves;2;1;La Liga;Mostly Cloudy;NNW;5 mph;46 °F;71 %;28.09 in
23.11.2024;Las Palmas;Mallorca;2;3;La Liga;Fair;S;2 mph;44 °F;100 %;28.24 in
23.11.2024;Girona;Espanyol;4;1;La Liga;Cloudy;VAR;2 mph;48 °F;76 %;29.73 in
23.11.2024;Celta Vigo;Barcelona;2;2;La Liga;Mostly Cloudy;NNW;5 mph;46 °F;71 %;28.09 in
24.11.2024;Osasuna;Villarreal;2;2;La Liga;Fair;WSW;8 mph;59 °F;77 %;29.73 in
24.11.2024;Sevilla;Rayo Vallecano;1;0;La Liga;Fair;CALM;0 mph;46 °F;93 %;28.11 in
24.11.2024;Leganes;Real Madrid;0;3;La Liga;Fair;CALM;0 mph;46 °F;93 %;28.11 in
24.11.2024;Ath. Bilbao;R. Sociedad;1;0;La Liga;Fair / Windy;ESE;21 mph;63 °F;55 %;29.88 in
29.11.2024;Mallorca;Valencia;2;1;La Liga;Fair;SW;2 mph;46 °F;100 %;28.39 in
30.11.2024;Barcelona;Las Palmas;1;2;La Liga;Partly Cloudy;NNW;8 mph;52 °F;88 %;30.28 in
30.11.2024;Alaves;Leganes;1;1;La Liga;Fair;E;2 mph;52 °F;94 %;30.21 in
30.11.2024;Espanyol;Celta Vigo;3;1;La Liga;Fair;NNW;2 mph;45 °F;93 %;28.25 in
30.11.2024;R. Valladolid;Atl. Madrid;0;5;La Liga;Fair;NNW;2 mph;45 °F;93 %;28.25 in
01.12.2024;Villarreal;Girona;2;2;La Liga;Fair;E;6 mph;64 °F;64 %;30.09 in
01.12.2024;Real Madrid;Getafe;2;0;La Liga;Fair;N;2 mph;46 °F;93 %;28.22 in
