date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
24.05.2024;Girona;Granada;7;0;La Liga;Fair;W;3 mph;55 °F;88 %;29.58 in
25.05.2024;Osasuna;Villarreal;1;1;La Liga;Fair;VAR;2 mph;57 °F;88 %;29.58 in
25.05.2024;R. Sociedad;Atl. Madrid;0;2;La Liga;Fair;NW;6 mph;66 °F;35 %;27.89 in
25.05.2024;Almeria;Cadiz;6;1;La Liga;Fair;VAR;2 mph;57 °F;88 %;29.58 in
25.05.2024;Rayo Vallecano;Ath. Bilbao;0;1;La Liga;Fair;NW;6 mph;66 °F;35 %;27.89 in
25.05.2024;Real Madrid;Real Betis;0;0;La Liga;Fair;NW;6 mph;66 °F;35 %;27.89 in
26.05.2024;Getafe;Mallorca;1;2;La Liga;Fair;NE;5 mph;68 °F;78 %;29.80 in
26.05.2024;Celta Vigo;Valencia;2;2;La Liga;Fair;VAR;1 mph;66 °F;28 %;27.92 in
26.05.2024;Las Palmas;Alaves;1;1;La Liga;Fair;SSW;6 mph;70 °F;44 %;28.11 in
26.05.2024;Sevilla;Barcelona;1;2;La Liga;Fair;VAR;1 mph;66 °F;28 %;27.92 in
18.05.2024;Alaves;Getafe;1;0;La Liga;Mostly Cloudy;ENE;3 mph;55 °F;100 %;29.79 in
19.05.2024;Ath. Bilbao;Sevilla;2;0;La Liga;Mostly Cloudy;CALM;0 mph;55 °F;100 %;29.82 in
19.05.2024;Atl. Madrid;Osasuna;1;4;La Liga;Fair;VAR;2 mph;59 °F;55 %;27.76 in
19.05.2024;Barcelona;Rayo Vallecano;3;0;La Liga;Partly Cloudy;NE;7 mph;63 °F;88 %;29.89 in
19.05.2024;Real Betis;R. Sociedad;0;2;La Liga;Mostly Cloudy;E;6 mph;66 °F;78 %;29.63 in
19.05.2024;Cadiz;Las Palmas;0;0;La Liga;Fair;SW;8 mph;59 °F;46 %;27.95 in
19.05.2024;Mallorca;Almeria;2;2;La Liga;Fair;SW;8 mph;59 °F;46 %;27.95 in
19.05.2024;Granada;Celta Vigo;1;2;La Liga;Fair;SW;8 mph;59 °F;46 %;27.95 in
19.05.2024;Valencia;Girona;1;3;La Liga;Mostly Cloudy;E;6 mph;66 °F;78 %;29.63 in
19.05.2024;Villarreal;Real Madrid;4;4;La Liga;Mostly Cloudy;CALM;0 mph;55 °F;100 %;29.82 in
14.05.2024;Osasuna;Mallorca;1;1;La Liga;Fair;SSW;6 mph;61 °F;94 %;29.26 in
14.05.2024;Real Madrid;Alaves;5;0;La Liga;Fair;WNW;14 mph;68 °F;56 %;27.67 in
14.05.2024;Girona;Villarreal;0;1;La Liga;Fair;SSW;6 mph;61 °F;94 %;29.26 in
15.05.2024;Sevilla;Cadiz;0;1;La Liga;Partly Cloudy;W;10 mph;57 °F;48 %;27.70 in
15.05.2024;Rayo Vallecano;Granada;2;1;La Liga;Partly Cloudy;W;10 mph;57 °F;48 %;27.70 in
15.05.2024;Celta Vigo;Ath. Bilbao;2;1;La Liga;Partly Cloudy;W;10 mph;57 °F;48 %;27.70 in
15.05.2024;Getafe;Atl. Madrid;0;3;La Liga;Fair;W;5 mph;63 °F;77 %;29.48 in
16.05.2024;Las Palmas;Real Betis;2;2;La Liga;Fair;S;2 mph;53 °F;54 %;27.94 in
16.05.2024;Almeria;Barcelona;0;2;La Liga;Fair;NNE;3 mph;54 °F;100 %;29.26 in
16.05.2024;R. Sociedad;Valencia;1;0;La Liga;Fair;W;12 mph;57 °F;48 %;27.70 in
10.05.2024;Alaves;Girona;2;2;La Liga;Fair;VAR;2 mph;61 °F;82 %;29.88 in
11.05.2024;Mallorca;Las Palmas;1;0;La Liga;Fair;SE;8 mph;69 °F;39 %;28.06 in
11.05.2024;Villarreal;Sevilla;3;2;La Liga;Fair;VAR;1 mph;63 °F;82 %;29.85 in
11.05.2024;Granada;Real Madrid;0;4;La Liga;Fair;SE;8 mph;69 °F;39 %;28.06 in
11.05.2024;Ath. Bilbao;Osasuna;2;2;La Liga;Fair;VAR;1 mph;63 °F;82 %;29.85 in
12.05.2024;Cadiz;Getafe;1;0;La Liga;Fair;WSW;2 mph;63 °F;45 %;28.09 in
12.05.2024;Atl. Madrid;Celta Vigo;1;0;La Liga;Fair;VAR;2 mph;66 °F;52 %;27.89 in
12.05.2024;Valencia;Rayo Vallecano;0;0;La Liga;Fair;ENE;3 mph;66 °F;73 %;29.80 in
12.05.2024;Real Betis;Almeria;3;2;La Liga;Fair;ENE;3 mph;66 °F;73 %;29.80 in
13.05.2024;Barcelona;R. Sociedad;2;0;La Liga;Fair;ENE;6 mph;64 °F;88 %;29.98 in
03.05.2024;Getafe;Ath. Bilbao;0;2;La Liga;Fair;W;9 mph;59 °F;34 %;29.80 in
04.05.2024;R. Sociedad;Las Palmas;2;0;La Liga;Fair;SW;7 mph;59 °F;55 %;27.98 in
04.05.2024;Real Madrid;Cadiz;3;0;La Liga;Fair;SW;7 mph;59 °F;55 %;27.98 in
04.05.2024;Girona;Barcelona;4;2;La Liga;Fair;VAR;1 mph;52 °F;88 %;29.53 in
04.05.2024;Mallorca;Atl. Madrid;0;1;La Liga;Fair;SSW;5 mph;54 °F;63 %;28.17 in
05.05.2024;Osasuna;Real Betis;0;2;La Liga;Fair;N;7 mph;59 °F;82 %;29.47 in
05.05.2024;Celta Vigo;Villarreal;3;2;La Liga;Fair;WSW;9 mph;66 °F;46 %;27.92 in
05.05.2024;Valencia;Alaves;0;1;La Liga;Fair;S;3 mph;64 °F;73 %;29.71 in
05.05.2024;Rayo Vallecano;Almeria;0;1;La Liga;Fair;WSW;9 mph;66 °F;46 %;27.92 in
05.05.2024;Sevilla;Granada;3;0;La Liga;Fair;WSW;9 mph;66 °F;46 %;27.92 in
26.04.2024;R. Sociedad;Real Madrid;0;1;La Liga;Fair;N;3 mph;54 °F;47 %;27.67 in
