date;home_team;away_team;home_score;away_score;League
16.08.2008;Arsenal;West Bromwich;1;0;Premier League
16.08.2008;Bolton;Stoke City;3;1;Premier League
16.08.2008;Everton;Blackburn;2;3;Premier League
16.08.2008;Hull City;Fulham;2;1;Premier League
16.08.2008;Middlesbrough;Tottenham;2;1;Premier League
16.08.2008;West Ham;Wigan Ath;2;1;Premier League
16.08.2008;Sunderland;Liverpool;0;1;Premier League
17.08.2008;Chelsea;Portsmouth;4;0;Premier League
17.08.2008;Aston Villa;Man. City;4;2;Premier League
17.08.2008;Man. United;Newcastle;1;1;Premier League
23.08.2008;Blackburn;Hull City;1;1;Premier League
23.08.2008;Liverpool;Middlesbrough;2;1;Premier League
23.08.2008;Newcastle;Bolton;1;0;Premier League
23.08.2008;Stoke City;Aston Villa;3;2;Premier League
23.08.2008;Tottenham;Sunderland;1;2;Premier League
23.08.2008;West Bromwich;Everton;1;2;Premier League
23.08.2008;Fulham;Arsenal;1;0;Premier League
24.08.2008;Wigan Ath;Chelsea;0;1;Premier League
24.08.2008;Man. City;West Ham;3;0;Premier League
25.08.2008;Portsmouth;Man. United;0;1;Premier League
30.08.2008;Bolton;West Bromwich;0;0;Premier League
30.08.2008;Everton;Portsmouth;0;3;Premier League
30.08.2008;Hull City;Wigan Ath;0;5;Premier League
30.08.2008;Middlesbrough;Stoke City;2;1;Premier League
30.08.2008;West Ham;Blackburn;4;1;Premier League
30.08.2008;Arsenal;Newcastle;3;0;Premier League
31.08.2008;Chelsea;Tottenham;1;1;Premier League
31.08.2008;Sunderland;Man. City;0;3;Premier League
31.08.2008;Aston Villa;Liverpool;0;0;Premier League
13.09.2008;Liverpool;Man. United;2;1;Premier League
13.09.2008;Blackburn;Arsenal;0;4;Premier League
13.09.2008;Fulham;Bolton;2;1;Premier League
13.09.2008;Newcastle;Hull City;1;2;Premier League
13.09.2008;Portsmouth;Middlesbrough;2;1;Premier League
13.09.2008;West Bromwich;West Ham;3;2;Premier League
13.09.2008;Wigan Ath;Sunderland;1;1;Premier League
13.09.2008;Man. City;Chelsea;1;3;Premier League
14.09.2008;Stoke City;Everton;2;3;Premier League
15.09.2008;Tottenham;Aston Villa;1;2;Premier League
20.09.2008;Sunderland;Middlesbrough;2;0;Premier League
20.09.2008;Blackburn;Fulham;1;0;Premier League
20.09.2008;Liverpool;Stoke City;0;0;Premier League
20.09.2008;West Ham;Newcastle;3;1;Premier League
20.09.2008;Bolton;Arsenal;1;3;Premier League
21.09.2008;West Bromwich;Aston Villa;1;2;Premier League
21.09.2008;Chelsea;Man. United;1;1;Premier League
21.09.2008;Hull City;Everton;2;2;Premier League
21.09.2008;Man. City;Portsmouth;6;0;Premier League
21.09.2008;Tottenham;Wigan Ath;0;0;Premier League
27.09.2008;Everton;Liverpool;0;2;Premier League
27.09.2008;Aston Villa;Sunderland;2;1;Premier League
27.09.2008;Fulham;West Ham;1;2;Premier League
