date;home_team;away_team;home_score;away_score;League
11.05.2014;Cardiff;Chelsea;1;2;Premier League
11.05.2014;Fulham;Crystal Palace;2;2;Premier League
11.05.2014;Hull City;Everton;0;2;Premier League
11.05.2014;Liverpool;Newcastle;2;1;Premier League
11.05.2014;Man. City;West Ham;2;0;Premier League
11.05.2014;Norwich;Arsenal;0;2;Premier League
11.05.2014;Southampton;Man. United;1;1;Premier League
11.05.2014;Sunderland;Swansea City;1;3;Premier League
11.05.2014;Tottenham;Aston Villa;3;0;Premier League
11.05.2014;West Bromwich;Stoke City;1;2;Premier League
03.05.2014;West Ham;Tottenham;2;0;Premier League
03.05.2014;Aston Villa;Hull City;3;1;Premier League
03.05.2014;Man. United;Sunderland;0;1;Premier League
03.05.2014;Newcastle;Cardiff;3;0;Premier League
03.05.2014;Stoke City;Fulham;4;1;Premier League
03.05.2014;Swansea City;Southampton;0;1;Premier League
03.05.2014;Everton;Man. City;2;3;Premier League
04.05.2014;Arsenal;West Bromwich;1;0;Premier League
04.05.2014;Chelsea;Norwich;0;0;Premier League
05.05.2014;Crystal Palace;Liverpool;3;3;Premier League
26.04.2014;Southampton;Everton;2;0;Premier League
26.04.2014;Fulham;Hull City;2;2;Premier League
26.04.2014;Stoke City;Tottenham;0;1;Premier League
26.04.2014;Swansea City;Aston Villa;4;1;Premier League
26.04.2014;West Bromwich;West Ham;1;0;Premier League
26.04.2014;Man. United;Norwich;4;0;Premier League
27.04.2014;Sunderland;Cardiff;4;0;Premier League
27.04.2014;Liverpool;Chelsea;0;2;Premier League
27.04.2014;Crystal Palace;Man. City;0;2;Premier League
28.04.2014;Arsenal;Newcastle;3;0;Premier League
19.04.2014;Tottenham;Fulham;3;1;Premier League
19.04.2014;Aston Villa;Southampton;0;0;Premier League
19.04.2014;Cardiff;Stoke City;1;1;Premier League
19.04.2014;Newcastle;Swansea City;1;2;Premier League
19.04.2014;West Ham;Crystal Palace;0;1;Premier League
19.04.2014;Chelsea;Sunderland;1;2;Premier League
20.04.2014;Norwich;Liverpool;2;3;Premier League
20.04.2014;Hull City;Arsenal;0;3;Premier League
20.04.2014;Everton;Man. United;2;0;Premier League
21.04.2014;Man. City;West Bromwich;3;1;Premier League
12.04.2014;Crystal Palace;Aston Villa;1;0;Premier League
12.04.2014;Fulham;Norwich;1;0;Premier League
12.04.2014;Southampton;Cardiff;0;1;Premier League
12.04.2014;Stoke City;Newcastle;1;0;Premier League
12.04.2014;Sunderland;Everton;0;1;Premier League
12.04.2014;West Bromwich;Tottenham;3;3;Premier League
13.04.2014;Liverpool;Man. City;3;2;Premier League
13.04.2014;Swansea City;Chelsea;0;1;Premier League
15.04.2014;Arsenal;West Ham;3;1;Premier League
06.05.2014;Man. United;Hull City;3;1;Premier League
05.04.2014;Man. City;Southampton;4;1;Premier League
05.04.2014;Aston Villa;Fulham;1;2;Premier League
05.04.2014;Cardiff;Crystal Palace;0;3;Premier League
05.04.2014;Hull City;Swansea City;1;0;Premier League
05.04.2014;Newcastle;Man. United;0;4;Premier League
05.04.2014;Norwich;West Bromwich;0;1;Premier League
05.04.2014;Chelsea;Stoke City;3;0;Premier League
06.04.2014;Everton;Arsenal;3;0;Premier League
06.04.2014;West Ham;Liverpool;1;2;Premier League
07.04.2014;Tottenham;Sunderland;5;1;Premier League
29.03.2014;Man. United;Aston Villa;4;1;Premier League
29.03.2014;Crystal Palace;Chelsea;1;0;Premier League
29.03.2014;Southampton;Newcastle;4;0;Premier League
29.03.2014;Stoke City;Hull City;1;0;Premier League
29.03.2014;Swansea City;Norwich;3;0;Premier League
29.03.2014;West Bromwich;Cardiff;3;3;Premier League
29.03.2014;Arsenal;Man. City;1;1;Premier League
30.03.2014;Fulham;Everton;1;3;Premier League
30.03.2014;Liverpool;Tottenham;4;0;Premier League
31.03.2014;Sunderland;West Ham;1;2;Premier League
22.03.2014;Chelsea;Arsenal;6;0;Premier League
22.03.2014;Cardiff;Liverpool;3;6;Premier League
22.03.2014;Everton;Swansea City;3;2;Premier League
22.03.2014;Hull City;West Bromwich;2;0;Premier League
22.03.2014;Man. City;Fulham;5;0;Premier League
22.03.2014;Newcastle;Crystal Palace;1;0;Premier League
22.03.2014;Norwich;Sunderland;2;0;Premier League
22.03.2014;West Ham;Man. United;0;2;Premier League
23.03.2014;Tottenham;Southampton;3;2;Premier League
23.03.2014;Aston Villa;Stoke City;1;4;Premier League
15.03.2014;Hull City;Man. City;0;2;Premier League
15.03.2014;Everton;Cardiff;2;1;Premier League
15.03.2014;Fulham;Newcastle;1;0;Premier League
15.03.2014;Southampton;Norwich;4;2;Premier League
15.03.2014;Stoke City;West Ham;3;1;Premier League
15.03.2014;Sunderland;Crystal Palace;0;0;Premier League
15.03.2014;Swansea City;West Bromwich;1;2;Premier League
15.03.2014;Aston Villa;Chelsea;1;0;Premier League
16.03.2014;Man. United;Liverpool;0;3;Premier League
16.03.2014;Tottenham;Arsenal;0;1;Premier League
08.03.2014;West Bromwich;Man. United;0;3;Premier League
08.03.2014;Cardiff;Fulham;3;1;Premier League
08.03.2014;Crystal Palace;Southampton;0;1;Premier League
08.03.2014;Norwich;Stoke City;1;1;Premier League
