date;home_team;away_team;home_score;away_score;League
16.08.2003;Birmingham;Tottenham;1;0;Premier League
16.08.2003;Portsmouth;Aston Villa;2;1;Premier League
16.08.2003;Man. United;Bolton;4;0;Premier League
16.08.2003;Leicester City;Southampton;2;2;Premier League
16.08.2003;Fulham;Middlesbrough;3;2;Premier League
16.08.2003;Arsenal;Everton;2;1;Premier League
16.08.2003;Blackburn;Wolverhampton;5;1;Premier League
17.08.2003;Leeds United;Newcastle;2;2;Premier League
17.08.2003;Charlton;Man. City;0;3;Premier League
17.08.2003;Liverpool;Chelsea;1;2;Premier League
23.08.2003;Newcastle;Man. United;1;2;Premier League
23.08.2003;Everton;Fulham;3;1;Premier League
23.08.2003;Wolverhampton;Charlton;0;4;Premier League
23.08.2003;Southampton;Birmingham;0;0;Premier League
23.08.2003;Bolton;Blackburn;2;2;Premier League
23.08.2003;Man. City;Portsmouth;1;1;Premier League
23.08.2003;Tottenham;Leeds United;2;1;Premier League
23.08.2003;Chelsea;Leicester City;2;1;Premier League
24.08.2003;Aston Villa;Liverpool;0;0;Premier League
24.08.2003;Middlesbrough;Arsenal;0;4;Premier League
25.08.2003;Blackburn;Man. City;2;3;Premier League
26.08.2003;Portsmouth;Bolton;4;0;Premier League
26.08.2003;Leeds United;Southampton;0;0;Premier League
26.08.2003;Leicester City;Middlesbrough;0;0;Premier League
26.08.2003;Charlton;Everton;2;2;Premier League
27.08.2003;Arsenal;Aston Villa;2;0;Premier League
27.08.2003;Liverpool;Tottenham;0;0;Premier League
27.08.2003;Man. United;Wolverhampton;1;0;Premier League
30.08.2003;Everton;Liverpool;0;3;Premier League
30.08.2003;Tottenham;Fulham;0;3;Premier League
30.08.2003;Bolton;Charlton;0;0;Premier League
30.08.2003;Newcastle;Birmingham;0;1;Premier League
30.08.2003;Chelsea;Blackburn;2;2;Premier League
30.08.2003;Wolverhampton;Portsmouth;0;0;Premier League
30.08.2003;Middlesbrough;Leeds United;2;3;Premier League
30.08.2003;Aston Villa;Leicester City;3;1;Premier League
31.08.2003;Southampton;Man. United;1;0;Premier League
31.08.2003;Man. City;Arsenal;1;2;Premier League
13.09.2003;Charlton;Man. United;0;2;Premier League
13.09.2003;Blackburn;Liverpool;1;3;Premier League
13.09.2003;Everton;Newcastle;2;2;Premier League
13.09.2003;Bolton;Middlesbrough;2;0;Premier League
13.09.2003;Arsenal;Portsmouth;1;1;Premier League
13.09.2003;Chelsea;Tottenham;4;2;Premier League
13.09.2003;Southampton;Wolverhampton;2;0;Premier League
14.09.2003;Man. City;Aston Villa;4;1;Premier League
14.09.2003;Birmingham;Fulham;2;2;Premier League
15.09.2003;Leicester City;Leeds United;4;0;Premier League
20.09.2003;Wolverhampton;Chelsea;0;5;Premier League
20.09.2003;Newcastle;Bolton;0;0;Premier League
20.09.2003;Aston Villa;Charlton;2;1;Premier League
20.09.2003;Leeds United;Birmingham;0;2;Premier League
20.09.2003;Tottenham;Southampton;1;3;Premier League
20.09.2003;Portsmouth;Blackburn;1;2;Premier League
20.09.2003;Fulham;Man. City;2;2;Premier League
20.09.2003;Liverpool;Leicester City;2;1;Premier League
21.09.2003;Middlesbrough;Everton;1;0;Premier League
21.09.2003;Man. United;Arsenal;0;0;Premier League
26.09.2003;Arsenal;Newcastle;3;2;Premier League
27.09.2003;Leicester City;Man. United;1;4;Premier League
27.09.2003;Chelsea;Aston Villa;1;0;Premier League
27.09.2003;Southampton;Middlesbrough;0;1;Premier League
27.09.2003;Birmingham;Portsmouth;2;0;Premier League
27.09.2003;Bolton;Wolverhampton;1;1;Premier League
28.09.2003;Charlton;Liverpool;3;2;Premier League
28.09.2003;Blackburn;Fulham;0;2;Premier League
28.09.2003;Everton;Leeds United;4;0;Premier League
28.09.2003;Man. City;Tottenham;0;0;Premier League
04.10.2003;Liverpool;Arsenal;1;2;Premier League
04.10.2003;Portsmouth;Charlton;1;2;Premier League
04.10.2003;Man. United;Birmingham;3;0;Premier League
04.10.2003;Newcastle;Southampton;1;0;Premier League
04.10.2003;Leeds United;Blackburn;2;1;Premier League
04.10.2003;Tottenham;Everton;3;0;Premier League
04.10.2003;Wolverhampton;Man. City;1;0;Premier League
04.10.2003;Fulham;Leicester City;2;0;Premier League
05.10.2003;Middlesbrough;Chelsea;1;2;Premier League
05.10.2003;Aston Villa;Bolton;1;1;Premier League
14.10.2003;Birmingham;Chelsea;0;0;Premier League
18.10.2003;Leeds United;Man. United;0;1;Premier League
18.10.2003;Arsenal;Chelsea;2;1;Premier League
18.10.2003;Portsmouth;Liverpool;1;0;Premier League
18.10.2003;Middlesbrough;Newcastle;0;1;Premier League
18.10.2003;Man. City;Bolton;6;2;Premier League
18.10.2003;Fulham;Wolverhampton;0;0;Premier League
19.10.2003;Birmingham;Aston Villa;0;0;Premier League
19.10.2003;Leicester City;Tottenham;1;2;Premier League
19.10.2003;Everton;Southampton;0;0;Premier League
20.10.2003;Blackburn;Charlton;0;1;Premier League
21.10.2003;Fulham;Newcastle;2;3;Premier League
25.10.2003;Bolton;Birmingham;0;1;Premier League
25.10.2003;Liverpool;Leeds United;3;1;Premier League
25.10.2003;Man. United;Fulham;1;3;Premier League
25.10.2003;Southampton;Blackburn;2;0;Premier League
25.10.2003;Newcastle;Portsmouth;3;0;Premier League
25.10.2003;Aston Villa;Everton;0;0;Premier League
25.10.2003;Chelsea;Man. City;1;0;Premier League
25.10.2003;Wolverhampton;Leicester City;4;3;Premier League
26.10.2003;Charlton;Arsenal;1;1;Premier League
26.10.2003;Tottenham;Middlesbrough;0;0;Premier League
01.11.2003;Leeds United;Arsenal;1;4;Premier League
01.11.2003;Everton;Chelsea;0;1;Premier League
01.11.2003;Newcastle;Aston Villa;1;1;Premier League
01.11.2003;Tottenham;Bolton;0;1;Premier League
01.11.2003;Man. United;Portsmouth;3;0;Premier League
01.11.2003;Southampton;Man. City;0;2;Premier League
01.11.2003;Middlesbrough;Wolverhampton;2;0;Premier League
02.11.2003;Fulham;Liverpool;1;2;Premier League
02.11.2003;Leicester City;Blackburn;2;0;Premier League
03.11.2003;Birmingham;Charlton;1;2;Premier League
08.11.2003;Wolverhampton;Birmingham;1;1;Premier League
08.11.2003;Charlton;Fulham;3;1;Premier League
08.11.2003;Bolton;Southampton;0;0;Premier League
08.11.2003;Aston Villa;Middlesbrough;0;2;Premier League
08.11.2003;Arsenal;Tottenham;2;1;Premier League
08.11.2003;Portsmouth;Leeds United;6;1;Premier League
09.11.2003;Liverpool;Man. United;1;2;Premier League
09.11.2003;Man. City;Leicester City;0;3;Premier League
09.11.2003;Chelsea;Newcastle;5;0;Premier League
10.11.2003;Blackburn;Everton;2;1;Premier League
22.11.2003;Man. United;Blackburn;2;1;Premier League
22.11.2003;Birmingham;Arsenal;0;3;Premier League
22.11.2003;Southampton;Chelsea;0;1;Premier League
22.11.2003;Middlesbrough;Liverpool;0;0;Premier League
22.11.2003;Leeds United;Bolton;0;2;Premier League
22.11.2003;Leicester City;Charlton;1;1;Premier League
22.11.2003;Newcastle;Man. City;3;0;Premier League
22.11.2003;Everton;Wolverhampton;2;0;Premier League
23.11.2003;Tottenham;Aston Villa;2;1;Premier League
24.11.2003;Fulham;Portsmouth;2;0;Premier League
29.11.2003;Wolverhampton;Newcastle;1;1;Premier League
29.11.2003;Aston Villa;Southampton;1;0;Premier League
29.11.2003;Bolton;Everton;2;0;Premier League
29.11.2003;Blackburn;Tottenham;1;0;Premier League
29.11.2003;Charlton;Leeds United;0;1;Premier League
29.11.2003;Portsmouth;Leicester City;0;2;Premier League
30.11.2003;Arsenal;Fulham;0;0;Premier League
30.11.2003;Liverpool;Birmingham;3;1;Premier League
30.11.2003;Man. City;Middlesbrough;0;1;Premier League
30.11.2003;Chelsea;Man. United;1;0;Premier League
06.12.2003;Newcastle;Liverpool;1;1;Premier League
06.12.2003;Leicester City;Arsenal;1;1;Premier League
06.12.2003;Leeds United;Chelsea;1;1;Premier League
06.12.2003;Man. United;Aston Villa;4;0;Premier League
06.12.2003;Fulham;Bolton;2;1;Premier League
06.12.2003;Birmingham;Blackburn;0;4;Premier League
06.12.2003;Middlesbrough;Portsmouth;0;0;Premier League
06.12.2003;Tottenham;Wolverhampton;5;2;Premier League
07.12.2003;Everton;Man. City;0;0;Premier League
07.12.2003;Southampton;Charlton;3;2;Premier League
13.12.2003;Leicester City;Birmingham;0;2;Premier League
13.12.2003;Man. United;Man. City;3;1;Premier League
13.12.2003;Chelsea;Bolton;1;2;Premier League
13.12.2003;Middlesbrough;Charlton;0;0;Premier League
