date;home_team;away_team;home_score;away_score;League
22.05.2021;Crotone;Fiorentina;0;0;Serie A
22.05.2021;Cagliari;Genoa;0;1;Serie A
22.05.2021;Sampdoria;Parma;3;0;Serie A
23.05.2021;Inter;Udinese;5;1;Serie A
23.05.2021;Torino;Benevento;1;1;Serie A
23.05.2021;Bologna;Juventus;1;4;Serie A
23.05.2021;Sassuolo;Lazio;2;0;Serie A
23.05.2021;Atalanta;Milan;0;2;Serie A
23.05.2021;Spezia;Roma;2;2;Serie A
23.05.2021;Napoli;Hellas Verona;1;1;Serie A
15.05.2021;Genoa;Atalanta;3;4;Serie A
15.05.2021;Spezia;Torino;4;1;Serie A
15.05.2021;Juventus;Inter;3;2;Serie A
15.05.2021;Roma;Lazio;2;0;Serie A
16.05.2021;Fiorentina;Napoli;0;2;Serie A
16.05.2021;Benevento;Crotone;1;1;Serie A
16.05.2021;Udinese;Sampdoria;0;1;Serie A
16.05.2021;Parma;Sassuolo;1;3;Serie A
16.05.2021;Milan;Cagliari;0;0;Serie A
17.05.2021;Hellas Verona;Bologna;2;2;Serie A
11.05.2021;Napoli;Udinese;5;1;Serie A
12.05.2021;Cagliari;Fiorentina;0;0;Serie A
12.05.2021;Atalanta;Benevento;2;0;Serie A
12.05.2021;Bologna;Genoa;0;2;Serie A
12.05.2021;Sassuolo;Juventus;1;3;Serie A
12.05.2021;Torino;Milan;0;7;Serie A
12.05.2021;Lazio;Parma;1;0;Serie A
12.05.2021;Inter;Roma;3;1;Serie A
12.05.2021;Sampdoria;Spezia;2;2;Serie A
13.05.2021;Crotone;Hellas Verona;2;1;Serie A
08.05.2021;Udinese;Bologna;1;1;Serie A
08.05.2021;Spezia;Napoli;1;4;Serie A
08.05.2021;Inter;Sampdoria;5;1;Serie A
08.05.2021;Fiorentina;Lazio;2;0;Serie A
09.05.2021;Genoa;Sassuolo;1;2;Serie A
09.05.2021;Parma;Atalanta;2;5;Serie A
09.05.2021;Benevento;Cagliari;1;3;Serie A
09.05.2021;Hellas Verona;Torino;1;1;Serie A
09.05.2021;Roma;Crotone;5;0;Serie A
09.05.2021;Juventus;Milan;0;3;Serie A
01.05.2021;Hellas Verona;Spezia;1;1;Serie A
01.05.2021;Crotone;Inter;0;2;Serie A
01.05.2021;Milan;Benevento;2;0;Serie A
02.05.2021;Lazio;Genoa;4;3;Serie A
02.05.2021;Sassuolo;Atalanta;1;1;Serie A
02.05.2021;Napoli;Cagliari;1;1;Serie A
02.05.2021;Bologna;Fiorentina;3;3;Serie A
02.05.2021;Udinese;Juventus;1;2;Serie A
02.05.2021;Sampdoria;Roma;2;0;Serie A
03.05.2021;Torino;Parma;1;0;Serie A
24.04.2021;Genoa;Spezia;2;0;Serie A
24.04.2021;Parma;Crotone;3;4;Serie A
24.04.2021;Sassuolo;Sampdoria;1;0;Serie A
25.04.2021;Benevento;Udinese;2;4;Serie A
25.04.2021;Fiorentina;Juventus;1;1;Serie A
25.04.2021;Inter;Hellas Verona;1;0;Serie A
25.04.2021;Cagliari;Roma;3;2;Serie A
25.04.2021;Atalanta;Bologna;5;0;Serie A
26.04.2021;Torino;Napoli;0;2;Serie A
26.04.2021;Lazio;Milan;3;0;Serie A
20.04.2021;Hellas Verona;Fiorentina;1;2;Serie A
21.04.2021;Milan;Sassuolo;1;2;Serie A
21.04.2021;Genoa;Benevento;2;2;Serie A
21.04.2021;Udinese;Cagliari;0;1;Serie A
21.04.2021;Spezia;Inter;1;1;Serie A
21.04.2021;Juventus;Parma;3;1;Serie A
21.04.2021;Crotone;Sampdoria;0;1;Serie A
21.04.2021;Bologna;Torino;1;1;Serie A
22.04.2021;Roma;Atalanta;1;1;Serie A
22.04.2021;Napoli;Lazio;5;2;Serie A
17.04.2021;Crotone;Udinese;1;2;Serie A
17.04.2021;Sampdoria;Hellas Verona;3;1;Serie A
17.04.2021;Sassuolo;Fiorentina;3;1;Serie A
17.04.2021;Cagliari;Parma;4;3;Serie A
18.04.2021;Milan;Genoa;2;1;Serie A
18.04.2021;Lazio;Benevento;5;3;Serie A
18.04.2021;Atalanta;Juventus;1;0;Serie A
18.04.2021;Bologna;Spezia;4;1;Serie A
18.04.2021;Torino;Roma;3;1;Serie A
18.04.2021;Napoli;Inter;1;1;Serie A
10.04.2021;Spezia;Crotone;3;2;Serie A
10.04.2021;Parma;Milan;1;3;Serie A
10.04.2021;Udinese;Torino;0;1;Serie A
11.04.2021;Inter;Cagliari;1;0;Serie A
11.04.2021;Juventus;Genoa;3;1;Serie A
11.04.2021;Hellas Verona;Lazio;0;1;Serie A
11.04.2021;Sampdoria;Napoli;0;2;Serie A
11.04.2021;Roma;Bologna;1;0;Serie A
11.04.2021;Fiorentina;Atalanta;2;3;Serie A
12.04.2021;Benevento;Sassuolo;0;1;Serie A
03.04.2021;Milan;Sampdoria;1;1;Serie A
03.04.2021;Napoli;Crotone;4;3;Serie A
03.04.2021;Genoa;Fiorentina;1;1;Serie A
03.04.2021;Benevento;Parma;2;2;Serie A
03.04.2021;Sassuolo;Roma;2;2;Serie A
03.04.2021;Lazio;Spezia;2;1;Serie A
03.04.2021;Atalanta;Udinese;3;2;Serie A
03.04.2021;Cagliari;Hellas Verona;0;2;Serie A
03.04.2021;Torino;Juventus;2;2;Serie A
03.04.2021;Bologna;Inter;0;1;Serie A
19.03.2021;Parma;Genoa;1;2;Serie A
20.03.2021;Crotone;Bologna;2;3;Serie A
20.03.2021;Spezia;Cagliari;2;1;Serie A
21.03.2021;Hellas Verona;Atalanta;0;2;Serie A
21.03.2021;Juventus;Benevento;0;1;Serie A
21.03.2021;Udinese;Lazio;0;1;Serie A
21.03.2021;Sampdoria;Torino;1;0;Serie A
21.03.2021;Fiorentina;Milan;2;3;Serie A
21.03.2021;Roma;Napoli;0;2;Serie A
07.04.2021;Inter;Sassuolo;2;1;Serie A
12.03.2021;Lazio;Crotone;3;2;Serie A
12.03.2021;Atalanta;Spezia;3;1;Serie A
13.03.2021;Sassuolo;Hellas Verona;3;2;Serie A
13.03.2021;Benevento;Fiorentina;1;4;Serie A
13.03.2021;Genoa;Udinese;1;1;Serie A
14.03.2021;Bologna;Sampdoria;3;1;Serie A
14.03.2021;Torino;Inter;1;2;Serie A
14.03.2021;Parma;Roma;2;0;Serie A
14.03.2021;Cagliari;Juventus;1;3;Serie A
14.03.2021;Milan;Napoli;0;1;Serie A
06.03.2021;Spezia;Benevento;1;1;Serie A
06.03.2021;Udinese;Sassuolo;2;0;Serie A
06.03.2021;Juventus;Lazio;3;1;Serie A
07.03.2021;Roma;Genoa;1;0;Serie A
07.03.2021;Hellas Verona;Milan;0;2;Serie A
07.03.2021;Fiorentina;Parma;3;3;Serie A
07.03.2021;Crotone;Torino;4;2;Serie A
07.03.2021;Sampdoria;Cagliari;2;2;Serie A
07.03.2021;Napoli;Bologna;3;1;Serie A
08.03.2021;Inter;Atalanta;1;0;Serie A
02.03.2021;Juventus;Spezia;3;0;Serie A
03.03.2021;Sassuolo;Napoli;3;3;Serie A
03.03.2021;Cagliari;Bologna;1;0;Serie A
03.03.2021;Atalanta;Crotone;5;1;Serie A
