date;home_team;away_team;home_score;away_score;League
23.05.2015;Bordeaux;Montpellier;2;1;Ligue 1
23.05.2015;Caen;Evian TG;3;2;Ligue 1
23.05.2015;Lens;Nantes;1;0;Ligue 1
23.05.2015;Lorient;Monaco;0;1;Ligue 1
23.05.2015;Marsilya;Bastia;3;0;Ligue 1
23.05.2015;Metz;Lille;1;4;Ligue 1
23.05.2015;PSG;Reims;3;2;Ligue 1
23.05.2015;Rennes;Lyon;0;1;Ligue 1
23.05.2015;St Etienne;Guingamp;2;1;Ligue 1
23.05.2015;Toulouse;Nice;2;3;Ligue 1
16.05.2015;Bastia;Caen;1;1;Ligue 1
16.05.2015;Evian TG;St Etienne;1;2;Ligue 1
16.05.2015;Guingamp;Toulouse;2;1;Ligue 1
16.05.2015;Lille;Marsilya;0;4;Ligue 1
16.05.2015;Lyon;Bordeaux;1;1;Ligue 1
16.05.2015;Monaco;Metz;2;0;Ligue 1
16.05.2015;Montpellier;PSG;1;2;Ligue 1
16.05.2015;Nantes;Lorient;1;1;Ligue 1
16.05.2015;Nice;Lens;2;1;Ligue 1
16.05.2015;Reims;Rennes;1;0;Ligue 1
08.05.2015;PSG;Guingamp;6;0;Ligue 1
09.05.2015;Caen;Lyon;3;0;Ligue 1
09.05.2015;Bordeaux;Nantes;2;1;Ligue 1
09.05.2015;Evian TG;Reims;2;3;Ligue 1
09.05.2015;Metz;Lorient;0;4;Ligue 1
09.05.2015;Rennes;Bastia;0;1;Ligue 1
09.05.2015;Toulouse;Lille;3;2;Ligue 1
10.05.2015;Lens;Montpellier;0;1;Ligue 1
10.05.2015;St Etienne;Nice;5;0;Ligue 1
10.05.2015;Marsilya;Monaco;2;1;Ligue 1
01.05.2015;Metz;Marsilya;0;2;Ligue 1
02.05.2015;Lyon;Evian TG;2;0;Ligue 1
02.05.2015;Bastia;St Etienne;1;0;Ligue 1
02.05.2015;Guingamp;Reims;2;0;Ligue 1
02.05.2015;Lorient;Bordeaux;0;0;Ligue 1
02.05.2015;Montpellier;Rennes;0;0;Ligue 1
02.05.2015;Nice;Caen;1;1;Ligue 1
03.05.2015;Lille;Lens;3;1;Ligue 1
03.05.2015;Monaco;Toulouse;4;1;Ligue 1
03.05.2015;Nantes;PSG;0;2;Ligue 1
24.04.2015;Marsilya;Lorient;3;5;Ligue 1
25.04.2015;PSG;Lille;6;1;Ligue 1
25.04.2015;Bordeaux;Metz;1;1;Ligue 1
25.04.2015;Caen;Guingamp;0;2;Ligue 1
25.04.2015;Evian TG;Bastia;1;2;Ligue 1
25.04.2015;Rennes;Nice;2;1;Ligue 1
25.04.2015;Toulouse;Nantes;1;1;Ligue 1
26.04.2015;St Etienne;Montpellier;1;0;Ligue 1
26.04.2015;Lens;Monaco;0;3;Ligue 1
26.04.2015;Reims;Lyon;2;4;Ligue 1
17.04.2015;Nantes;Marsilya;1;0;Ligue 1
18.04.2015;Nice;PSG;1;3;Ligue 1
18.04.2015;Bastia;Reims;1;2;Ligue 1
18.04.2015;Guingamp;Evian TG;1;1;Ligue 1
18.04.2015;Lorient;Toulouse;0;1;Ligue 1
18.04.2015;Metz;Lens;3;1;Ligue 1
18.04.2015;Monaco;Rennes;1;1;Ligue 1
19.04.2015;Lille;Bordeaux;2;0;Ligue 1
19.04.2015;Montpellier;Caen;1;0;Ligue 1
19.04.2015;Lyon;St Etienne;2;2;Ligue 1
10.04.2015;Caen;Monaco;0;3;Ligue 1
12.04.2015;St Etienne;Nantes;1;0;Ligue 1
12.04.2015;Evian TG;Lille;0;1;Ligue 1
12.04.2015;Lens;Lorient;0;0;Ligue 1
12.04.2015;Reims;Nice;0;1;Ligue 1
12.04.2015;Rennes;Guingamp;1;0;Ligue 1
12.04.2015;Toulouse;Montpellier;1;0;Ligue 1
12.04.2015;Bordeaux;Marsilya;1;0;Ligue 1
15.04.2015;Lyon;Bastia;2;0;Ligue 1
28.04.2015;PSG;Metz;3;1;Ligue 1
03.04.2015;Monaco;St Etienne;1;1;Ligue 1
04.04.2015;Guingamp;Lyon;1;3;Ligue 1
04.04.2015;Lille;Reims;3;1;Ligue 1
04.04.2015;Lorient;Rennes;0;3;Ligue 1
04.04.2015;Metz;Toulouse;3;2;Ligue 1
04.04.2015;Montpellier;Bastia;3;1;Ligue 1
04.04.2015;Nice;Evian TG;2;2;Ligue 1
05.04.2015;Bordeaux;Lens;2;1;Ligue 1
05.04.2015;Nantes;Caen;1;2;Ligue 1
05.04.2015;Marsilya;PSG;2;3;Ligue 1
20.03.2015;PSG;Lorient;3;1;Ligue 1
21.03.2015;Lyon;Nice;1;2;Ligue 1
21.03.2015;Bastia;Guingamp;0;0;Ligue 1
21.03.2015;Caen;Metz;0;0;Ligue 1
21.03.2015;Evian TG;Montpellier;1;0;Ligue 1
21.03.2015;Rennes;Nantes;0;0;Ligue 1
21.03.2015;Toulouse;Bordeaux;2;1;Ligue 1
22.03.2015;St Etienne;Lille;2;0;Ligue 1
