date;home_team;away_team;home_score;away_score;League
30.05.2009;Mallorca;Villarreal;2;3;La Liga
30.05.2009;Deportivo;Barcelona;1;1;La Liga
30.05.2009;Atl. Madrid;Almeria;3;0;La Liga
30.05.2009;Valencia;Ath. Bilbao;2;0;La Liga
31.05.2009;Numancia;Sevilla;0;2;La Liga
31.05.2009;Espanyol;Malaga;3;0;La Liga
31.05.2009;Osasuna;Real Madrid;2;1;La Liga
31.05.2009;R. Santander;Getafe;1;1;La Liga
31.05.2009;Sporting Gijon;Huelva;2;1;La Liga
31.05.2009;Real Betis;R. Valladolid;1;1;La Liga
23.05.2009;Villarreal;Valencia;3;1;La Liga
23.05.2009;Barcelona;Osasuna;0;1;La Liga
23.05.2009;Sevilla;Deportivo;1;0;La Liga
23.05.2009;Getafe;Numancia;1;0;La Liga
23.05.2009;Huelva;R. Santander;0;1;La Liga
23.05.2009;R. Valladolid;Sporting Gijon;1;2;La Liga
23.05.2009;Malaga;Real Betis;1;1;La Liga
23.05.2009;Almeria;Espanyol;0;3;La Liga
23.05.2009;Ath. Bilbao;Atl. Madrid;1;4;La Liga
24.05.2009;Real Madrid;Mallorca;1;3;La Liga
16.05.2009;Osasuna;Sevilla;0;0;La Liga
16.05.2009;Deportivo;Getafe;1;1;La Liga
16.05.2009;Villarreal;Real Madrid;3;2;La Liga
17.05.2009;Numancia;Huelva;1;0;La Liga
17.05.2009;R. Santander;R. Valladolid;3;2;La Liga
17.05.2009;Sporting Gijon;Malaga;2;1;La Liga
17.05.2009;Real Betis;Almeria;2;0;La Liga
17.05.2009;Espanyol;Ath. Bilbao;1;0;La Liga
17.05.2009;Mallorca;Barcelona;2;1;La Liga
17.05.2009;Atl. Madrid;Valencia;1;0;La Liga
09.05.2009;Sevilla;Mallorca;3;1;La Liga
09.05.2009;Ath. Bilbao;Real Betis;1;0;La Liga
09.05.2009;Valencia;Real Madrid;3;0;La Liga
10.05.2009;Getafe;Osasuna;3;0;La Liga
10.05.2009;Huelva;Deportivo;1;2;La Liga
10.05.2009;R. Valladolid;Numancia;0;0;La Liga
10.05.2009;Malaga;R. Santander;1;0;La Liga
10.05.2009;Almeria;Sporting Gijon;3;1;La Liga
10.05.2009;Barcelona;Villarreal;3;3;La Liga
10.05.2009;Atl. Madrid;Espanyol;3;2;La Liga
02.05.2009;Real Madrid;Barcelona;2;6;La Liga
02.05.2009;Villarreal;Sevilla;0;2;La Liga
02.05.2009;Numancia;Malaga;2;0;La Liga
03.05.2009;Mallorca;Getafe;2;1;La Liga
03.05.2009;Osasuna;Huelva;1;2;La Liga
03.05.2009;Deportivo;R. Valladolid;1;0;La Liga
03.05.2009;R. Santander;Almeria;0;2;La Liga
03.05.2009;Sporting Gijon;Ath. Bilbao;1;1;La Liga
03.05.2009;Espanyol;Valencia;3;0;La Liga
03.05.2009;Real Betis;Atl. Madrid;0;2;La Liga
25.04.2009;Malaga;Deportivo;1;1;La Liga
25.04.2009;Almeria;Numancia;2;1;La Liga
25.04.2009;Valencia;Barcelona;2;2;La Liga
26.04.2009;Getafe;Villarreal;1;2;La Liga
26.04.2009;Huelva;Mallorca;2;4;La Liga
26.04.2009;R. Valladolid;Osasuna;0;0;La Liga
26.04.2009;Ath. Bilbao;R. Santander;2;1;La Liga
26.04.2009;Espanyol;Real Betis;2;0;La Liga
26.04.2009;Sevilla;Real Madrid;2;4;La Liga
26.04.2009;Atl. Madrid;Sporting Gijon;3;1;La Liga
21.04.2009;Real Madrid;Getafe;3;2;La Liga
21.04.2009;Numancia;Ath. Bilbao;1;2;La Liga
22.04.2009;Osasuna;Malaga;2;3;La Liga
22.04.2009;Deportivo;Almeria;2;0;La Liga
22.04.2009;Real Betis;Valencia;1;2;La Liga
22.04.2009;Barcelona;Sevilla;4;0;La Liga
23.04.2009;Villarreal;Huelva;2;1;La Liga
23.04.2009;Sporting Gijon;Espanyol;0;3;La Liga
23.04.2009;Mallorca;R. Valladolid;2;0;La Liga
23.04.2009;R. Santander;Atl. Madrid;5;1;La Liga
18.04.2009;Getafe;Barcelona;0;1;La Liga
18.04.2009;Malaga;Mallorca;1;1;La Liga
18.04.2009;Ath. Bilbao;Deportivo;0;1;La Liga
18.04.2009;Atl. Madrid;Numancia;3;0;La Liga
18.04.2009;Huelva;Real Madrid;0;1;La Liga
19.04.2009;R. Valladolid;Villarreal;0;0;La Liga
19.04.2009;Almeria;Osasuna;2;1;La Liga
19.04.2009;Espanyol;R. Santander;1;0;La Liga
19.04.2009;Valencia;Sevilla;3;1;La Liga
19.04.2009;Real Betis;Sporting Gijon;2;0;La Liga
11.04.2009;Barcelona;Huelva;2;0;La Liga
11.04.2009;Villarreal;Malaga;0;2;La Liga
12.04.2009;Real Madrid;R. Valladolid;2;0;La Liga
12.04.2009;Mallorca;Almeria;2;0;La Liga
12.04.2009;Osasuna;Ath. Bilbao;2;1;La Liga
12.04.2009;Numancia;Espanyol;0;0;La Liga
12.04.2009;R. Santander;Real Betis;2;3;La Liga
12.04.2009;Sporting Gijon;Valencia;2;3;La Liga
12.04.2009;Sevilla;Getafe;0;1;La Liga
12.04.2009;Deportivo;Atl. Madrid;1;2;La Liga
04.04.2009;Huelva;Sevilla;0;1;La Liga
04.04.2009;R. Valladolid;Barcelona;0;1;La Liga
04.04.2009;Almeria;Villarreal;3;0;La Liga
04.04.2009;Ath. Bilbao;Mallorca;2;1;La Liga
04.04.2009;Real Betis;Numancia;3;3;La Liga
04.04.2009;Malaga;Real Madrid;0;1;La Liga
05.04.2009;Atl. Madrid;Osasuna;2;4;La Liga
05.04.2009;Espanyol;Deportivo;3;1;La Liga
05.04.2009;Valencia;Getafe;4;1;La Liga
05.04.2009;Sporting Gijon;R. Santander;0;2;La Liga
21.03.2009;Villarreal;Ath. Bilbao;2;0;La Liga
21.03.2009;Sevilla;R. Valladolid;4;1;La Liga
22.03.2009;Getafe;Huelva;2;1;La Liga
22.03.2009;Real Madrid;Almeria;3;0;La Liga
22.03.2009;Osasuna;Espanyol;1;0;La Liga
22.03.2009;Deportivo;Real Betis;1;1;La Liga
22.03.2009;Numancia;Sporting Gijon;2;1;La Liga
22.03.2009;R. Santander;Valencia;0;1;La Liga
22.03.2009;Barcelona;Malaga;6;0;La Liga
22.03.2009;Mallorca;Atl. Madrid;2;0;La Liga
14.03.2009;Valencia;Huelva;1;1;La Liga
14.03.2009;Ath. Bilbao;Real Madrid;2;5;La Liga
15.03.2009;R. Valladolid;Getafe;1;0;La Liga
15.03.2009;Malaga;Sevilla;2;2;La Liga
15.03.2009;Espanyol;Mallorca;3;3;La Liga
15.03.2009;Real Betis;Osasuna;0;0;La Liga
15.03.2009;Sporting Gijon;Deportivo;3;2;La Liga
15.03.2009;R. Santander;Numancia;5;0;La Liga
15.03.2009;Atl. Madrid;Villarreal;3;2;La Liga
15.03.2009;Almeria;Barcelona;0;2;La Liga
07.03.2009;Barcelona;Ath. Bilbao;2;0;La Liga
07.03.2009;Real Madrid;Atl. Madrid;1;1;La Liga
07.03.2009;Villarreal;Espanyol;1;0;La Liga
08.03.2009;Huelva;R. Valladolid;2;3;La Liga
08.03.2009;Mallorca;Real Betis;3;3;La Liga
08.03.2009;Osasuna;Sporting Gijon;1;2;La Liga
08.03.2009;Deportivo;R. Santander;5;3;La Liga
08.03.2009;Numancia;Valencia;2;1;La Liga
08.03.2009;Sevilla;Almeria;2;1;La Liga
08.03.2009;Getafe;Malaga;1;2;La Liga
28.02.2009;Ath. Bilbao;Sevilla;1;2;La Liga
28.02.2009;Espanyol;Real Madrid;0;2;La Liga
01.03.2009;Malaga;Huelva;0;2;La Liga
01.03.2009;Almeria;Getafe;2;1;La Liga
01.03.2009;Sporting Gijon;Mallorca;0;1;La Liga
01.03.2009;R. Santander;Osasuna;1;1;La Liga
01.03.2009;Numancia;Deportivo;0;1;La Liga
01.03.2009;Valencia;R. Valladolid;1;2;La Liga
01.03.2009;Atl. Madrid;Barcelona;4;3;La Liga
01.03.2009;Real Betis;Villarreal;2;2;La Liga
21.02.2009;Barcelona;Espanyol;1;2;La Liga
21.02.2009;Real Madrid;Real Betis;6;1;La Liga
21.02.2009;Villarreal;Sporting Gijon;2;1;La Liga
21.02.2009;Sevilla;Atl. Madrid;1;0;La Liga
22.02.2009;R. Valladolid;Malaga;1;3;La Liga
22.02.2009;Huelva;Almeria;1;1;La Liga
22.02.2009;Mallorca;R. Santander;1;0;La Liga
22.02.2009;Osasuna;Numancia;2;0;La Liga
22.02.2009;Getafe;Ath. Bilbao;1;1;La Liga
22.02.2009;Deportivo;Valencia;1;1;La Liga
14.02.2009;Real Betis;Barcelona;2;2;La Liga
14.02.2009;Deportivo;Osasuna;0;0;La Liga
14.02.2009;Valencia;Malaga;1;1;La Liga
15.02.2009;Almeria;R. Valladolid;3;2;La Liga
15.02.2009;Ath. Bilbao;Huelva;1;1;La Liga
15.02.2009;Sporting Gijon;Real Madrid;0;4;La Liga
15.02.2009;R. Santander;Villarreal;1;1;La Liga
15.02.2009;Numancia;Mallorca;0;1;La Liga
15.02.2009;Espanyol;Sevilla;0;2;La Liga
15.02.2009;Atl. Madrid;Getafe;1;1;La Liga
07.02.2009;Real Madrid;R. Santander;1;0;La Liga
07.02.2009;Sevilla;Real Betis;1;2;La Liga
08.02.2009;Malaga;Almeria;3;2;La Liga
08.02.2009;R. Valladolid;Ath. Bilbao;2;1;La Liga
08.02.2009;Huelva;Atl. Madrid;0;3;La Liga
08.02.2009;Getafe;Espanyol;1;1;La Liga
08.02.2009;Villarreal;Numancia;2;1;La Liga
08.02.2009;Mallorca;Deportivo;1;1;La Liga
08.02.2009;Barcelona;Sporting Gijon;3;1;La Liga
08.02.2009;Osasuna;Valencia;1;0;La Liga
31.01.2009;Ath. Bilbao;Malaga;3;2;La Liga
31.01.2009;Numancia;Real Madrid;0;2;La Liga
01.02.2009;Atl. Madrid;R. Valladolid;1;2;La Liga
01.02.2009;Espanyol;Huelva;1;1;La Liga
01.02.2009;Real Betis;Getafe;2;2;La Liga
01.02.2009;R. Santander;Barcelona;1;2;La Liga
01.02.2009;Deportivo;Villarreal;3;0;La Liga
01.02.2009;Osasuna;Mallorca;1;0;La Liga
01.02.2009;Valencia;Almeria;3;2;La Liga
01.02.2009;Sporting Gijon;Sevilla;1;0;La Liga
24.01.2009;Villarreal;Osasuna;1;1;La Liga
24.01.2009;Barcelona;Numancia;4;1;La Liga
25.01.2009;Almeria;Ath. Bilbao;2;1;La Liga
25.01.2009;Malaga;Atl. Madrid;1;1;La Liga
25.01.2009;R. Valladolid;Espanyol;1;1;La Liga
25.01.2009;Huelva;Real Betis;1;0;La Liga
25.01.2009;Getafe;Sporting Gijon;5;1;La Liga
25.01.2009;Mallorca;Valencia;3;1;La Liga
25.01.2009;Sevilla;R. Santander;0;2;La Liga
25.01.2009;Real Madrid;Deportivo;1;0;La Liga
17.01.2009;Barcelona;Deportivo;5;0;La Liga
17.01.2009;Sevilla;Numancia;1;0;La Liga
18.01.2009;Villarreal;Mallorca;2;0;La Liga
18.01.2009;Real Madrid;Osasuna;3;1;La Liga
18.01.2009;Getafe;R. Santander;0;1;La Liga
18.01.2009;Huelva;Sporting Gijon;2;0;La Liga
18.01.2009;R. Valladolid;Real Betis;1;3;La Liga
18.01.2009;Malaga;Espanyol;4;0;La Liga
18.01.2009;Ath. Bilbao;Valencia;3;2;La Liga
18.01.2009;Almeria;Atl. Madrid;1;1;La Liga
10.01.2009;Deportivo;Sevilla;1;3;La Liga
10.01.2009;Valencia;Villarreal;3;3;La Liga
11.01.2009;Mallorca;Real Madrid;0;3;La Liga
11.01.2009;Numancia;Getafe;2;0;La Liga
11.01.2009;R. Santander;Huelva;1;1;La Liga
11.01.2009;Sporting Gijon;R. Valladolid;2;1;La Liga
11.01.2009;Real Betis;Malaga;1;2;La Liga
11.01.2009;Atl. Madrid;Ath. Bilbao;2;3;La Liga
11.01.2009;Espanyol;Almeria;2;2;La Liga
11.01.2009;Osasuna;Barcelona;2;3;La Liga
03.01.2009;Barcelona;Mallorca;3;1;La Liga
03.01.2009;Valencia;Atl. Madrid;3;1;La Liga
04.01.2009;Almeria;Real Betis;1;0;La Liga
04.01.2009;Ath. Bilbao;Espanyol;1;1;La Liga
04.01.2009;Real Madrid;Villarreal;1;0;La Liga
04.01.2009;Huelva;Numancia;3;1;La Liga
04.01.2009;R. Valladolid;R. Santander;0;1;La Liga
04.01.2009;Malaga;Sporting Gijon;1;0;La Liga
04.01.2009;Sevilla;Osasuna;1;1;La Liga
04.01.2009;Getafe;Deportivo;1;2;La Liga
20.12.2008;Real Madrid;Valencia;1;0;La Liga
20.12.2008;Espanyol;Atl. Madrid;2;3;La Liga
21.12.2008;Mallorca;Sevilla;0;0;La Liga
21.12.2008;Osasuna;Getafe;5;2;La Liga
21.12.2008;Deportivo;Huelva;4;1;La Liga
21.12.2008;Numancia;R. Valladolid;4;3;La Liga
21.12.2008;R. Santander;Malaga;1;1;La Liga
21.12.2008;Sporting Gijon;Almeria;1;0;La Liga
