date;home_team;away_team;home_score;away_score;League
18.05.2016;Konyaspor;Beşiktaş;2;1;Süper Lig
18.05.2016;Mersin İ.Y.;Bursaspor;2;5;Süper Lig
18.05.2016;Başakşehir;Ç. Rizespor;1;0;Süper Lig
19.05.2016;Sivasspor;Fenerbahçe;2;2;Süper Lig
19.05.2016;Trabzonspor;Kasımpaşa;0;6;Süper Lig
19.05.2016;Gençlerbirliği;Eskişehirspor;3;1;Süper Lig
19.05.2016;Sincan Bld Ankaraspor;Akhisarspor;1;0;Süper Lig
19.05.2016;Gaziantepspor;Antalyaspor;2;0;Süper Lig
19.05.2016;Galatasaray;Kayserispor;6;0;Süper Lig
13.05.2016;Antalyaspor;Trabzonspor;7;0;Süper Lig
14.05.2016;Bursaspor;Konyaspor;1;1;Süper Lig
14.05.2016;Ç. Rizespor;Gaziantepspor;1;0;Süper Lig
14.05.2016;Kayserispor;Sivasspor;1;1;Süper Lig
14.05.2016;Eskişehirspor;Başakşehir;1;2;Süper Lig
15.05.2016;Akhisarspor;Galatasaray;1;2;Süper Lig
15.05.2016;Fenerbahçe;Gençlerbirliği;2;1;Süper Lig
15.05.2016;Kasımpaşa;Mersin İ.Y.;7;0;Süper Lig
15.05.2016;Beşiktaş;Sincan Bld Ankaraspor;3;1;Süper Lig
07.05.2016;Sivasspor;Gençlerbirliği;2;1;Süper Lig
07.05.2016;Gaziantepspor;Eskişehirspor;1;1;Süper Lig
07.05.2016;Sincan Bld Ankaraspor;Bursaspor;3;3;Süper Lig
08.05.2016;Akhisarspor;Kayserispor;1;1;Süper Lig
08.05.2016;Trabzonspor;Ç. Rizespor;6;0;Süper Lig
08.05.2016;Mersin İ.Y.;Antalyaspor;0;1;Süper Lig
08.05.2016;Galatasaray;Beşiktaş;0;1;Süper Lig
09.05.2016;Başakşehir;Fenerbahçe;2;1;Süper Lig
09.05.2016;Konyaspor;Kasımpaşa;2;0;Süper Lig
29.04.2016;Ç. Rizespor;Mersin İ.Y.;2;0;Süper Lig
29.04.2016;Bursaspor;Galatasaray;1;1;Süper Lig
30.04.2016;Gençlerbirliği;Başakşehir;0;0;Süper Lig
30.04.2016;Eskişehirspor;Trabzonspor;1;0;Süper Lig
30.04.2016;Beşiktaş;Kayserispor;4;0;Süper Lig
01.05.2016;Sivasspor;Akhisarspor;1;1;Süper Lig
01.05.2016;Fenerbahçe;Gaziantepspor;3;0;Süper Lig
01.05.2016;Antalyaspor;Konyaspor;1;0;Süper Lig
02.05.2016;Kasımpaşa;Sincan Bld Ankaraspor;1;1;Süper Lig
22.04.2016;Kayserispor;Bursaspor;2;1;Süper Lig
23.04.2016;Sincan Bld Ankaraspor;Antalyaspor;3;0;Süper Lig
23.04.2016;Başakşehir;Sivasspor;2;2;Süper Lig
23.04.2016;Akhisarspor;Beşiktaş;3;3;Süper Lig
24.04.2016;Konyaspor;Ç. Rizespor;3;1;Süper Lig
24.04.2016;Mersin İ.Y.;Eskişehirspor;1;2;Süper Lig
24.04.2016;Galatasaray;Kasımpaşa;4;1;Süper Lig
24.04.2016;Trabzonspor;Fenerbahçe;0;4;Süper Lig
25.04.2016;Gaziantepspor;Gençlerbirliği;1;3;Süper Lig
16.04.2016;Eskişehirspor;Konyaspor;1;2;Süper Lig
16.04.2016;Ç. Rizespor;Sincan Bld Ankaraspor;0;1;Süper Lig
16.04.2016;Antalyaspor;Galatasaray;4;2;Süper Lig
16.04.2016;Sivasspor;Beşiktaş;1;2;Süper Lig
17.04.2016;Kasımpaşa;Kayserispor;1;2;Süper Lig
17.04.2016;Başakşehir;Gaziantepspor;4;1;Süper Lig
17.04.2016;Bursaspor;Akhisarspor;0;2;Süper Lig
17.04.2016;Fenerbahçe;Mersin İ.Y.;4;1;Süper Lig
18.04.2016;Gençlerbirliği;Trabzonspor;3;1;Süper Lig
08.04.2016;Gaziantepspor;Sivasspor;0;1;Süper Lig
09.04.2016;Sincan Bld Ankaraspor;Eskişehirspor;0;0;Süper Lig
09.04.2016;Galatasaray;Ç. Rizespor;1;1;Süper Lig
09.04.2016;Konyaspor;Fenerbahçe;2;1;Süper Lig
10.04.2016;Mersin İ.Y.;Gençlerbirliği;1;3;Süper Lig
10.04.2016;Kayserispor;Antalyaspor;0;0;Süper Lig
10.04.2016;Trabzonspor;Başakşehir;1;1;Süper Lig
11.04.2016;Akhisarspor;Kasımpaşa;0;1;Süper Lig
11.04.2016;Beşiktaş;Bursaspor;3;2;Süper Lig
02.04.2016;Gençlerbirliği;Konyaspor;0;1;Süper Lig
02.04.2016;Gaziantepspor;Trabzonspor;0;1;Süper Lig
02.04.2016;Eskişehirspor;Galatasaray;4;3;Süper Lig
03.04.2016;Sivasspor;Bursaspor;1;2;Süper Lig
03.04.2016;Başakşehir;Mersin İ.Y.;3;0;Süper Lig
03.04.2016;Antalyaspor;Akhisarspor;2;2;Süper Lig
03.04.2016;Fenerbahçe;Sincan Bld Ankaraspor;0;0;Süper Lig
04.04.2016;Ç. Rizespor;Kayserispor;0;0;Süper Lig
04.04.2016;Kasımpaşa;Beşiktaş;2;1;Süper Lig
18.03.2016;Kayserispor;Eskişehirspor;0;0;Süper Lig
18.03.2016;Akhisarspor;Ç. Rizespor;1;1;Süper Lig
19.03.2016;Sincan Bld Ankaraspor;Gençlerbirliği;3;1;Süper Lig
19.03.2016;Trabzonspor;Sivasspor;1;0;Süper Lig
19.03.2016;Beşiktaş;Antalyaspor;1;0;Süper Lig
20.03.2016;Konyaspor;Başakşehir;1;1;Süper Lig
20.03.2016;Mersin İ.Y.;Gaziantepspor;0;0;Süper Lig
20.03.2016;Bursaspor;Kasımpaşa;4;1;Süper Lig
13.04.2016;Galatasaray;Fenerbahçe;0;0;Süper Lig
