date;home_team;away_team;home_score;away_score;League
13.12.2024;Bodrum FK;Sivasspor;2;0;Süper Lig
13.12.2024;Kasımpaşa;Eyüpspor;2;0;Süper Lig
14.12.2024;Ç. Rizespor;Konyaspor;1;1;Süper Lig
14.12.2024;Alanyaspor;Gaziantep FK;3;0;Süper Lig
15.12.2024;Hatayspor;Göztepe;1;1;Süper Lig
15.12.2024;Antalyaspor;Kayserispor;2;0;Süper Lig
15.12.2024;Fenerbahçe;Başakşehir;3;1;Süper Lig
16.12.2024;Adana Demirspor;Beşiktaş;2;1;Süper Lig
16.12.2024;Galatasaray;Trabzonspor;4;3;Süper Lig
06.12.2024;Trabzonspor;Kasımpaşa;2;2;Süper Lig
07.12.2024;Konyaspor;Antalyaspor;1;1;Süper Lig
07.12.2024;Göztepe;Adana Demirspor;3;1;Süper Lig
07.12.2024;Beşiktaş;Fenerbahçe;1;0;Süper Lig
08.12.2024;Eyüpspor;Samsunspor;3;0;Süper Lig
08.12.2024;Sivasspor;Galatasaray;2;3;Süper Lig
08.12.2024;Kayserispor;Alanyaspor;2;0;Süper Lig
08.12.2024;Başakşehir;Hatayspor;3;0;Süper Lig
09.12.2024;Gaziantep FK;Ç. Rizespor;1;0;Süper Lig
29.11.2024;Antalyaspor;Sivasspor;2;1;Süper Lig
30.11.2024;Samsunspor;Bodrum FK;4;0;Süper Lig
30.11.2024;Adana Demirspor;Konyaspor;0;1;Süper Lig
30.11.2024;Başakşehir;Göztepe;4;1;Süper Lig
30.11.2024;Alanyaspor;Trabzonspor;2;1;Süper Lig
01.12.2024;Ç. Rizespor;Kayserispor;3;0;Süper Lig
01.12.2024;Galatasaray;Eyüpspor;2;2;Süper Lig
02.12.2024;Hatayspor;Beşiktaş;1;1;Süper Lig
02.12.2024;Fenerbahçe;Gaziantep FK;3;1;Süper Lig
23.11.2024;Eyüpspor;Ç. Rizespor;1;2;Süper Lig
23.11.2024;Kayserispor;Fenerbahçe;2;6;Süper Lig
23.11.2024;Gaziantep FK;Başakşehir;3;0;Süper Lig
23.11.2024;Bodrum FK;Galatasaray;0;1;Süper Lig
24.11.2024;Sivasspor;Kasımpaşa;0;0;Süper Lig
24.11.2024;Konyaspor;Hatayspor;1;1;Süper Lig
24.11.2024;Samsunspor;Alanyaspor;1;1;Süper Lig
24.11.2024;Beşiktaş;Göztepe;2;4;Süper Lig
25.11.2024;Trabzonspor;Adana Demirspor;5;0;Süper Lig
08.11.2024;Kasımpaşa;Kayserispor;1;2;Süper Lig
09.11.2024;Antalyaspor;Bodrum FK;3;2;Süper Lig
09.11.2024;Hatayspor;Gaziantep FK;3;1;Süper Lig
09.11.2024;Ç. Rizespor;Trabzonspor;3;1;Süper Lig
09.11.2024;Adana Demirspor;Eyüpspor;0;1;Süper Lig
10.11.2024;Göztepe;Konyaspor;2;0;Süper Lig
10.11.2024;Galatasaray;Samsunspor;3;2;Süper Lig
10.11.2024;Başakşehir;Beşiktaş;0;0;Süper Lig
10.11.2024;Fenerbahçe;Sivasspor;4;0;Süper Lig
01.11.2024;Gaziantep FK;Göztepe;2;1;Süper Lig
02.11.2024;Sivasspor;Ç. Rizespor;2;1;Süper Lig
02.11.2024;Kayserispor;Adana Demirspor;0;0;Süper Lig
02.11.2024;Beşiktaş;Kasımpaşa;1;3;Süper Lig
03.11.2024;Konyaspor;Başakşehir;3;2;Süper Lig
03.11.2024;Eyüpspor;Hatayspor;2;0;Süper Lig
03.11.2024;Bodrum FK;Alanyaspor;0;0;Süper Lig
03.11.2024;Trabzonspor;Fenerbahçe;2;3;Süper Lig
04.11.2024;Samsunspor;Antalyaspor;2;0;Süper Lig
25.10.2024;Adana Demirspor;Sivasspor;2;4;Süper Lig
26.10.2024;Hatayspor;Kayserispor;0;1;Süper Lig
26.10.2024;Kasımpaşa;Samsunspor;1;4;Süper Lig
26.10.2024;Göztepe;Trabzonspor;2;1;Süper Lig
27.10.2024;Gaziantep FK;Konyaspor;3;1;Süper Lig
27.10.2024;Alanyaspor;Antalyaspor;1;2;Süper Lig
27.10.2024;Fenerbahçe;Bodrum FK;2;0;Süper Lig
28.10.2024;Başakşehir;Eyüpspor;1;1;Süper Lig
28.10.2024;Galatasaray;Beşiktaş;2;1;Süper Lig
19.10.2024;Kayserispor;Gaziantep FK;2;2;Süper Lig
19.10.2024;Trabzonspor;Başakşehir;1;0;Süper Lig
19.10.2024;Antalyaspor;Galatasaray;0;3;Süper Lig
19.10.2024;Eyüpspor;Göztepe;1;0;Süper Lig
20.10.2024;Sivasspor;Hatayspor;3;2;Süper Lig
20.10.2024;Beşiktaş;Konyaspor;2;0;Süper Lig
20.10.2024;Alanyaspor;Kasımpaşa;1;2;Süper Lig
20.10.2024;Samsunspor;Fenerbahçe;2;2;Süper Lig
21.10.2024;Bodrum FK;Ç. Rizespor;0;1;Süper Lig
04.10.2024;Ç. Rizespor;Antalyaspor;2;1;Süper Lig
05.10.2024;Kasımpaşa;Bodrum FK;0;0;Süper Lig
05.10.2024;Göztepe;Sivasspor;3;2;Süper Lig
05.10.2024;Başakşehir;Kayserispor;1;1;Süper Lig
05.10.2024;Hatayspor;Trabzonspor;1;1;Süper Lig
06.10.2024;Konyaspor;Eyüpspor;2;1;Süper Lig
06.10.2024;Adana Demirspor;Samsunspor;1;3;Süper Lig
06.10.2024;Gaziantep FK;Beşiktaş;1;1;Süper Lig
06.10.2024;Galatasaray;Alanyaspor;1;0;Süper Lig
27.09.2024;Sivasspor;Başakşehir;1;2;Süper Lig
28.09.2024;Samsunspor;Göztepe;4;3;Süper Lig
28.09.2024;Alanyaspor;Ç. Rizespor;1;0;Süper Lig
28.09.2024;Galatasaray;Kasımpaşa;3;3;Süper Lig
29.09.2024;Trabzonspor;Konyaspor;3;2;Süper Lig
29.09.2024;Eyüpspor;Gaziantep FK;3;2;Süper Lig
29.09.2024;Antalyaspor;Fenerbahçe;0;2;Süper Lig
29.09.2024;Bodrum FK;Adana Demirspor;3;1;Süper Lig
30.09.2024;Kayserispor;Beşiktaş;0;3;Süper Lig
20.09.2024;Hatayspor;Bodrum FK;0;1;Süper Lig
21.09.2024;Konyaspor;Sivasspor;0;0;Süper Lig
21.09.2024;Fenerbahçe;Galatasaray;1;3;Süper Lig
22.09.2024;Ç. Rizespor;Samsunspor;0;1;Süper Lig
22.09.2024;Kasımpaşa;Antalyaspor;0;0;Süper Lig
22.09.2024;Adana Demirspor;Alanyaspor;0;2;Süper Lig
22.09.2024;Beşiktaş;Eyüpspor;2;1;Süper Lig
23.09.2024;Gaziantep FK;Trabzonspor;0;0;Süper Lig
23.09.2024;Göztepe;Kayserispor;3;0;Süper Lig
