date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
13.05.2012;Chelsea;Blackburn;2;1;Premier League;Fair;VAR;3 mph;48  °F;71%;30.60 in
13.05.2012;Everton;Newcastle;3;1;Premier League;Fair;SW;5 mph;45  °F;87%;30.53 in
13.05.2012;Man. City;QPR;3;2;Premier League;Fair;CALM;0 mph;41  °F;87%;30.34 in
13.05.2012;Norwich;Aston Villa;2;0;Premier League;Fair;S;7 mph;45  °F;81%;30.49 in
13.05.2012;Stoke City;Bolton;2;2;Premier League;Fair;CALM;0 mph;41  °F;87%;30.34 in
13.05.2012;Sunderland;Man. United;0;1;Premier League;Fair;SW;6 mph;45  °F;87%;30.24 in
13.05.2012;Swansea City;Liverpool;1;0;Premier League;Fair;NW;8 mph;46  °F;66%;30.38 in
13.05.2012;Tottenham;Fulham;2;0;Premier League;Fair;VAR;3 mph;48  °F;71%;30.60 in
13.05.2012;West Bromwich;Arsenal;2;3;Premier League;Fair;VAR;2 mph;43  °F;76%;30.26 in
13.05.2012;Wigan Ath;Wolverhampton;3;2;Premier League;Fair;CALM;0 mph;41  °F;87%;30.34 in
5.05.2012;Arsenal;Norwich;3;3;Premier League;Cloudy;NNE;6 mph;46  °F;87%;29.72 in
6.05.2012;Newcastle;Man. City;0;2;Premier League;Fair;S;2 mph;30  °F;93%;29.66 in
6.05.2012;Aston Villa;Tottenham;1;1;Premier League;Fair;NE;6 mph;41  °F;76%;29.56 in
6.05.2012;Bolton;West Bromwich;2;2;Premier League;Fair;VAR;2 mph;39  °F;75%;29.67 in
6.05.2012;Fulham;Sunderland;2;1;Premier League;Cloudy;NE;8 mph;45  °F;76%;29.87 in
6.05.2012;QPR;Stoke City;1;0;Premier League;Cloudy;NE;8 mph;45  °F;76%;29.87 in
6.05.2012;Wolverhampton;Everton;0;0;Premier League;Fair;NE;6 mph;41  °F;76%;29.56 in
6.05.2012;Man. United;Swansea City;2;0;Premier League;Fair;VAR;2 mph;39  °F;75%;29.67 in
7.05.2012;Blackburn;Wigan Ath;0;1;Premier League;N/A;E;6 mph;44  °F;72%;0.00 in
8.05.2012;Liverpool;Chelsea;4;1;Premier League;Mostly Cloudy;S;7 mph;48  °F;87%;29.62 in
28.04.2012;Everton;Fulham;4;0;Premier League;Mostly Cloudy;ENE;5 mph;45  °F;93%;29.97 in
28.04.2012;Stoke City;Arsenal;1;1;Premier League;Fair;NNE;7 mph;43  °F;81%;29.78 in
28.04.2012;Sunderland;Bolton;2;2;Premier League;Fair;NNW;5 mph;37  °F;93%;29.83 in
28.04.2012;Swansea City;Wolverhampton;4;4;Premier League;Mostly Cloudy;NNE;14 mph;45  °F;100%;29.71 in
28.04.2012;West Bromwich;Aston Villa;0;0;Premier League;Mostly Cloudy;NE;12 mph;43  °F;81%;29.68 in
28.04.2012;Wigan Ath;Newcastle;4;0;Premier League;Fair;NNE;7 mph;43  °F;81%;29.78 in
28.04.2012;Norwich;Liverpool;0;3;Premier League;Cloudy;NE;10 mph;46  °F;93%;29.90 in
29.04.2012;Chelsea;QPR;6;1;Premier League;Mostly Cloudy;NE;10 mph;45  °F;87%;29.87 in
29.04.2012;Tottenham;Blackburn;2;0;Premier League;Mostly Cloudy;NE;10 mph;45  °F;87%;29.87 in
30.04.2012;Man. City;Man. United;1;0;Premier League;Fair;NE;8 mph;46  °F;87%;29.46 in
21.04.2012;Arsenal;Chelsea;0;0;Premier League;Fair;WSW;9 mph;45  °F;76%;29.36 in
21.04.2012;Aston Villa;Sunderland;0;0;Premier League;Fair;WSW;3 mph;37  °F;93%;29.01 in
21.04.2012;Blackburn;Norwich;2;0;Premier League;N/A;W;9 mph;45  °F;82%;0.00 in
21.04.2012;Bolton;Swansea City;1;1;Premier League;Mostly Cloudy;S;3 mph;43  °F;87%;29.05 in
21.04.2012;Fulham;Wigan Ath;2;1;Premier League;Fair;WSW;9 mph;45  °F;76%;29.36 in
21.04.2012;Newcastle;Stoke City;3;0;Premier League;Mostly Cloudy;W;5 mph;45  °F;93%;28.98 in
21.04.2012;QPR;Tottenham;1;0;Premier League;Fair;WSW;9 mph;45  °F;76%;29.36 in
22.04.2012;Man. United;Everton;4;4;Premier League;Mostly Cloudy;SW;3 mph;45  °F;93%;29.23 in
22.04.2012;Liverpool;West Bromwich;0;1;Premier League;Partly Cloudy;SW;8 mph;46  °F;81%;29.41 in
22.04.2012;Wolverhampton;Man. City;0;2;Premier League;Fair;SW;8 mph;43  °F;81%;29.18 in
14.04.2012;Norwich;Man. City;1;6;Premier League;Fair;N;2 mph;39  °F;93%;29.58 in
14.04.2012;Sunderland;Wolverhampton;0;0;Premier League;Fair;WNW;5 mph;34  °F;87%;29.45 in
14.04.2012;Swansea City;Blackburn;3;0;Premier League;Mostly Cloudy;NNE;6 mph;45  °F;93%;29.44 in
14.04.2012;West Bromwich;QPR;1;0;Premier League;Fair;ENE;8 mph;41  °F;87%;29.36 in
15.04.2012;Man. United;Aston Villa;4;0;Premier League;Fair;NNE;7 mph;37  °F;75%;29.76 in
16.04.2012;Arsenal;Wigan Ath;1;2;Premier League;Fair;N;5 mph;41  °F;76%;30.28 in
1.05.2012;Liverpool;Fulham;0;1;Premier League;Fair;ENE;14 mph;54  °F;72%;29.97 in
1.05.2012;Stoke City;Everton;1;1;Premier League;Fair;ENE;20 mph;54  °F;67%;29.78 in
2.05.2012;Chelsea;Newcastle;0;2;Premier League;Mostly Cloudy;NNW;5 mph;55  °F;88%;30.13 in
