date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
11.05.2014;Cardiff;Chelsea;1;2;Premier League;Mostly Cloudy / Windy;W;28 mph;50  °F;82%;29.35 in
11.05.2014;Fulham;Crystal Palace;2;2;Premier League;Light Rain / Windy;WSW;21 mph;52  °F;71%;29.54 in
11.05.2014;Hull City;Everton;0;2;Premier League;Partly Cloudy;SW;18 mph;52  °F;88%;29.22 in
11.05.2014;Liverpool;Newcastle;2;1;Premier League;Rain Shower;WSW;17 mph;50  °F;94%;29.26 in
11.05.2014;Man. City;West Ham;2;0;Premier League;Rain;SW;15 mph;48  °F;93%;29.08 in
11.05.2014;Norwich;Arsenal;0;2;Premier League;Rain / Windy;WSW;21 mph;52  °F;82%;29.32 in
11.05.2014;Southampton;Man. United;1;1;Premier League;Partly Cloudy;WSW;14 mph;48  °F;71%;29.59 in
11.05.2014;Sunderland;Swansea City;1;3;Premier League;Mostly Cloudy;N;3 mph;48  °F;93%;28.98 in
11.05.2014;Tottenham;Aston Villa;3;0;Premier League;Light Rain / Windy;WSW;21 mph;52  °F;71%;29.54 in
11.05.2014;West Bromwich;Stoke City;1;2;Premier League;Mostly Cloudy;SW;10 mph;50  °F;82%;29.10 in
3.05.2014;West Ham;Tottenham;2;0;Premier League;Fair;NNE;6 mph;45  °F;71%;30.37 in
3.05.2014;Aston Villa;Hull City;3;1;Premier League;Fair;SE;3 mph;37  °F;81%;30.06 in
3.05.2014;Man. United;Sunderland;0;1;Premier League;Fair;ESE;3 mph;39  °F;75%;30.14 in
3.05.2014;Newcastle;Cardiff;3;0;Premier League;Fair;CALM;0 mph;34  °F;93%;30.12 in
3.05.2014;Stoke City;Fulham;4;1;Premier League;Fair;ESE;3 mph;39  °F;75%;30.14 in
3.05.2014;Swansea City;Southampton;0;1;Premier League;Mostly Cloudy;E;9 mph;50  °F;76%;30.12 in
3.05.2014;Everton;Man. City;2;3;Premier League;Fair;E;10 mph;45  °F;71%;30.32 in
4.05.2014;Arsenal;West Bromwich;1;0;Premier League;Fair;VAR;3 mph;46  °F;66%;30.31 in
4.05.2014;Chelsea;Norwich;0;0;Premier League;Fair;VAR;3 mph;46  °F;66%;30.31 in
5.05.2014;Crystal Palace;Liverpool;3;3;Premier League;Fair;SSW;5 mph;50  °F;71%;30.07 in
26.04.2014;Southampton;Everton;2;0;Premier League;Mostly Cloudy;S;14 mph;48  °F;93%;29.59 in
26.04.2014;Fulham;Hull City;2;2;Premier League;Fair;SSW;6 mph;50  °F;87%;29.78 in
26.04.2014;Stoke City;Tottenham;0;1;Premier League;Mist;SSE;7 mph;50  °F;94%;29.40 in
26.04.2014;Swansea City;Aston Villa;4;1;Premier League;Partly Cloudy;E;18 mph;48  °F;93%;29.41 in
26.04.2014;West Bromwich;West Ham;1;0;Premier League;Mist;SSE;7 mph;46  °F;100%;29.36 in
26.04.2014;Man. United;Norwich;4;0;Premier League;Mist;SSE;7 mph;50  °F;94%;29.40 in
27.04.2014;Sunderland;Cardiff;4;0;Premier League;Mist;VAR;3 mph;46  °F;100%;29.42 in
27.04.2014;Liverpool;Chelsea;0;2;Premier League;Fair;E;12 mph;48  °F;82%;29.50 in
27.04.2014;Crystal Palace;Man. City;0;2;Premier League;Fair;SE;12 mph;50  °F;82%;29.60 in
28.04.2014;Arsenal;Newcastle;3;0;Premier League;Fair;NE;6 mph;52  °F;88%;29.72 in
19.04.2014;Tottenham;Fulham;3;1;Premier League;Fair;NE;5 mph;46  °F;62%;30.13 in
19.04.2014;Aston Villa;Southampton;0;0;Premier League;Fair;ESE;5 mph;37  °F;87%;29.80 in
19.04.2014;Cardiff;Stoke City;1;1;Premier League;Fair;E;6 mph;43  °F;76%;29.88 in
19.04.2014;Newcastle;Swansea City;1;2;Premier League;Fair;E;3 mph;36  °F;93%;29.89 in
19.04.2014;West Ham;Crystal Palace;0;1;Premier League;Fair;NE;5 mph;46  °F;62%;30.13 in
19.04.2014;Chelsea;Sunderland;1;2;Premier League;Fair;NE;5 mph;46  °F;62%;30.13 in
20.04.2014;Norwich;Liverpool;2;3;Premier League;Fair;NNE;9 mph;46  °F;93%;29.87 in
20.04.2014;Hull City;Arsenal;0;3;Premier League;Fair;NE;12 mph;45  °F;93%;29.95 in
20.04.2014;Everton;Man. United;2;0;Premier League;Fair;ENE;8 mph;45  °F;81%;29.97 in
21.04.2014;Man. City;West Bromwich;3;1;Premier League;Mostly Cloudy;ENE;9 mph;52  °F;88%;29.46 in
12.04.2014;Crystal Palace;Aston Villa;1;0;Premier League;Fair;E;6 mph;48  °F;93%;30.13 in
12.04.2014;Fulham;Norwich;1;0;Premier League;Fair;E;6 mph;48  °F;93%;30.13 in
12.04.2014;Southampton;Cardiff;0;1;Premier League;Fair;CALM;0 mph;39  °F;100%;30.09 in
12.04.2014;Stoke City;Newcastle;1;0;Premier League;Partly Cloudy;S;3 mph;41  °F;87%;29.84 in
12.04.2014;Sunderland;Everton;0;1;Premier League;Fair;SSW;9 mph;45  °F;76%;29.72 in
12.04.2014;West Bromwich;Tottenham;3;3;Premier League;Fair;WNW;2 mph;43  °F;87%;29.80 in
13.04.2014;Liverpool;Man. City;3;2;Premier League;Fair;W;14 mph;48  °F;76%;30.00 in
13.04.2014;Swansea City;Chelsea;0;1;Premier League;Mostly Cloudy;W;6 mph;48  °F;100%;29.88 in
15.04.2014;Arsenal;West Ham;3;1;Premier League;Fair;VAR;3 mph;48  °F;76%;30.34 in
6.05.2014;Man. United;Hull City;3;1;Premier League;Light Rain;S;13 mph;50  °F;94%;29.35 in
5.04.2014;Man. City;Southampton;4;1;Premier League;Fair;S;3 mph;45  °F;93%;29.55 in
5.04.2014;Aston Villa;Fulham;1;2;Premier League;Mostly Cloudy;S;5 mph;48  °F;82%;29.48 in
5.04.2014;Cardiff;Crystal Palace;0;3;Premier League;Mostly Cloudy;S;5 mph;48  °F;87%;29.62 in
5.04.2014;Hull City;Swansea City;1;0;Premier League;Cloudy;S;8 mph;48  °F;93%;29.72 in
5.04.2014;Newcastle;Man. United;0;4;Premier League;Patches of Fog;S;5 mph;41  °F;100%;29.48 in
5.04.2014;Norwich;West Bromwich;0;1;Premier League;Mostly Cloudy;SSW;5 mph;48  °F;87%;29.73 in
5.04.2014;Chelsea;Stoke City;3;0;Premier League;Mostly Cloudy;WSW;7 mph;52  °F;76%;29.87 in
6.04.2014;Everton;Arsenal;3;0;Premier League;Light Rain Shower;SSE;9 mph;55  °F;94%;29.65 in
6.04.2014;West Ham;Liverpool;1;2;Premier League;Partly Cloudy;SW;12 mph;57  °F;88%;29.93 in
7.04.2014;Tottenham;Sunderland;5;1;Premier League;Light Rain;SW;13 mph;57  °F;82%;29.90 in
29.03.2014;Man. United;Aston Villa;4;1;Premier League;Haze;E;14 mph;45  °F;87%;29.73 in
29.03.2014;Crystal Palace;Chelsea;1;0;Premier League;Mist;ENE;7 mph;46  °F;93%;29.98 in
29.03.2014;Southampton;Newcastle;4;0;Premier League;Fair;E;5 mph;46  °F;71%;29.88 in
29.03.2014;Stoke City;Hull City;1;0;Premier League;Haze;E;14 mph;45  °F;87%;29.73 in
29.03.2014;Swansea City;Norwich;3;0;Premier League;Partly Cloudy;E;8 mph;43  °F;93%;29.71 in
