date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
13.05.2018;Burnley;Bournemouth;1;2;Premier League;Light Rain;VAR;1 mph;48  °F;93%;29.16 in
13.05.2018;Crystal Palace;West Bromwich;2;0;Premier League;Fair;W;7 mph;57  °F;55%;29.96 in
13.05.2018;Huddersfield;Arsenal;0;1;Premier League;Light Rain;VAR;1 mph;48  °F;93%;29.16 in
13.05.2018;Liverpool;Brighton;4;0;Premier League;Fair;WNW;3 mph;50  °F;87%;29.82 in
13.05.2018;Man. United;Watford;1;0;Premier League;Light Rain;NNE;2 mph;50  °F;87%;29.64 in
13.05.2018;Newcastle;Chelsea;3;0;Premier League;Light Rain Shower;E;1 mph;50  °F;94%;29.63 in
13.05.2018;Southampton;Man. City;0;1;Premier League;Fair;CALM;0 mph;41  °F;93%;29.91 in
13.05.2018;Swansea City;Stoke City;1;2;Premier League;Fair;WNW;6 mph;46  °F;87%;29.68 in
13.05.2018;Tottenham;Leicester City;5;4;Premier League;Fair;W;7 mph;57  °F;55%;29.96 in
13.05.2018;West Ham;Everton;3;1;Premier League;Fair;W;7 mph;57  °F;55%;29.96 in
4.05.2018;Brighton;Man. United;1;0;Premier League;Fair;SW;2 mph;50  °F;71%;29.96 in
5.05.2018;Stoke City;Crystal Palace;1;2;Premier League;Fair;SE;3 mph;50  °F;94%;29.96 in
5.05.2018;Bournemouth;Swansea City;1;0;Premier League;Shallow Fog;CALM;0 mph;45  °F;93%;30.23 in
5.05.2018;Leicester City;West Ham;0;2;Premier League;Mostly Cloudy;SSW;8 mph;54  °F;82%;29.93 in
5.05.2018;Watford;Newcastle;2;1;Premier League;Fair;VAR;1 mph;55  °F;67%;30.28 in
5.05.2018;West Bromwich;Tottenham;1;0;Premier League;Fair;SW;3 mph;54  °F;82%;29.91 in
5.05.2018;Everton;Southampton;1;1;Premier League;Fair;SE;5 mph;52  °F;88%;30.15 in
6.05.2018;Man. City;Huddersfield;0;0;Premier League;Fair;VAR;1 mph;54  °F;88%;29.99 in
6.05.2018;Arsenal;Burnley;5;0;Premier League;Fair;ENE;6 mph;55  °F;58%;30.25 in
6.05.2018;Chelsea;Liverpool;1;0;Premier League;Fair;ENE;6 mph;55  °F;58%;30.25 in
28.04.2018;Liverpool;Stoke City;0;0;Premier League;Fair;N;8 mph;43  °F;93%;29.70 in
28.04.2018;Burnley;Brighton;0;0;Premier League;Mostly Cloudy;N;5 mph;41  °F;93%;29.07 in
28.04.2018;Crystal Palace;Leicester City;5;0;Premier League;Light Rain;E;8 mph;52  °F;94%;29.63 in
28.04.2018;Huddersfield;Everton;0;2;Premier League;Mostly Cloudy;N;5 mph;41  °F;93%;29.07 in
28.04.2018;Newcastle;West Bromwich;0;1;Premier League;Mostly Cloudy;CALM;0 mph;37  °F;93%;29.51 in
28.04.2018;Southampton;Bournemouth;2;1;Premier League;Showers in the Vicinity;N;8 mph;46  °F;87%;29.71 in
28.04.2018;Swansea City;Chelsea;0;1;Premier League;Partly Cloudy;N;6 mph;46  °F;81%;29.50 in
29.04.2018;West Ham;Man. City;1;4;Premier League;Cloudy;VAR;3 mph;46  °F;93%;29.90 in
29.04.2018;Man. United;Arsenal;2;1;Premier League;Partly Cloudy;VAR;2 mph;37  °F;93%;29.70 in
30.04.2018;Tottenham;Watford;2;0;Premier League;Cloudy;N;12 mph;45  °F;76%;29.72 in
17.04.2018;Brighton;Tottenham;1;1;Premier League;Fair;SSE;8 mph;48  °F;82%;29.84 in
18.04.2018;Bournemouth;Man. United;0;2;Premier League;Fair;SSE;6 mph;52  °F;88%;30.26 in
19.04.2018;Leicester City;Southampton;0;0;Premier League;Fair;SSE;13 mph;59  °F;72%;29.90 in
21.04.2018;West Bromwich;Liverpool;2;2;Premier League;Fair;NNW;7 mph;54  °F;67%;29.89 in
21.04.2018;Watford;Crystal Palace;0;0;Premier League;Fair;E;8 mph;55  °F;82%;30.19 in
22.04.2018;Arsenal;West Ham;4;1;Premier League;Haze;ESE;5 mph;59  °F;82%;29.96 in
22.04.2018;Stoke City;Burnley;1;1;Premier League;Fair;VAR;6 mph;63  °F;72%;29.58 in
22.04.2018;Man. City;Swansea City;5;0;Premier League;Fair;VAR;6 mph;63  °F;72%;29.58 in
23.04.2018;Everton;Newcastle;1;0;Premier League;Mostly Cloudy;SW;10 mph;52  °F;76%;29.73 in
9.05.2018;Chelsea;Huddersfield;1;1;Premier League;Mostly Cloudy;W;10 mph;59  °F;77%;29.81 in
14.04.2018;Southampton;Chelsea;2;3;Premier League;Fog;VAR;1 mph;43  °F;100%;29.97 in
14.04.2018;Burnley;Leicester City;2;1;Premier League;Mostly Cloudy;W;9 mph;45  °F;93%;29.16 in
14.04.2018;Crystal Palace;Brighton;3;2;Premier League;Fair;SW;6 mph;50  °F;82%;29.93 in
14.04.2018;Huddersfield;Watford;1;0;Premier League;Mostly Cloudy;W;9 mph;45  °F;93%;29.16 in
14.04.2018;Swansea City;Everton;1;1;Premier League;Cloudy;NW;3 mph;46  °F;93%;29.71 in
14.04.2018;Liverpool;Bournemouth;3;0;Premier League;Cloudy;E;3 mph;46  °F;100%;29.82 in
14.04.2018;Tottenham;Man. City;1;3;Premier League;Fair;SW;6 mph;50  °F;82%;29.93 in
15.04.2018;Newcastle;Arsenal;2;1;Premier League;Fair;SSE;2 mph;41  °F;81%;29.66 in
15.04.2018;Man. United;West Bromwich;0;1;Premier League;Fair;VAR;6 mph;54  °F;72%;29.64 in
16.04.2018;West Ham;Stoke City;1;1;Premier League;Mostly Cloudy;SSW;10 mph;52  °F;82%;29.78 in
7.04.2018;Everton;Liverpool;0;0;Premier League;Fair;SSE;10 mph;52  °F;76%;29.59 in
7.04.2018;Bournemouth;Crystal Palace;2;2;Premier League;Fair;E;2 mph;46  °F;93%;29.55 in
7.04.2018;Brighton;Huddersfield;1;1;Premier League;Fair;ENE;3 mph;46  °F;87%;29.49 in
7.04.2018;Leicester City;Newcastle;1;2;Premier League;Fair;S;10 mph;50  °F;76%;29.40 in
7.04.2018;Stoke City;Tottenham;1;2;Premier League;Fair;S;2 mph;50  °F;76%;29.43 in
7.04.2018;Watford;Burnley;1;2;Premier League;Fair;E;6 mph;52  °F;71%;29.72 in
7.04.2018;West Bromwich;Swansea City;1;1;Premier League;Fair;SE;3 mph;45  °F;93%;29.36 in
