date;home_team;away_team;home_score;away_score;League
12.05.2018;Bayern Münih;Stuttgart;1;4;Bundesliga
12.05.2018;Hoffenheim;B. Dortmund;3;1;Bundesliga
12.05.2018;Hertha Berlin;Leipzig;2;6;Bundesliga
12.05.2018;Freiburg;Augsburg;2;0;Bundesliga
12.05.2018;Schalke 04;E. Frankfurt;1;0;Bundesliga
12.05.2018;B. Leverkusen;Hannover 96;3;2;Bundesliga
12.05.2018;Hamburg;M'gladbach;2;1;Bundesliga
12.05.2018;Mainz;Werder Bremen;1;2;Bundesliga
12.05.2018;Wolfsburg;Köln;4;1;Bundesliga
05.05.2018;B. Dortmund;Mainz;1;2;Bundesliga
05.05.2018;Leipzig;Wolfsburg;4;1;Bundesliga
05.05.2018;Köln;Bayern Münih;1;3;Bundesliga
05.05.2018;Werder Bremen;B. Leverkusen;0;0;Bundesliga
05.05.2018;M'gladbach;Freiburg;3;1;Bundesliga
05.05.2018;E. Frankfurt;Hamburg;3;0;Bundesliga
05.05.2018;Augsburg;Schalke 04;1;2;Bundesliga
05.05.2018;Hannover 96;Hertha Berlin;3;1;Bundesliga
05.05.2018;Stuttgart;Hoffenheim;2;0;Bundesliga
27.04.2018;Hoffenheim;Hannover 96;3;1;Bundesliga
28.04.2018;Bayern Münih;E. Frankfurt;4;1;Bundesliga
28.04.2018;Hertha Berlin;Augsburg;2;2;Bundesliga
28.04.2018;Freiburg;Köln;3;2;Bundesliga
28.04.2018;Schalke 04;M'gladbach;1;1;Bundesliga
28.04.2018;Wolfsburg;Hamburg;1;3;Bundesliga
28.04.2018;B. Leverkusen;Stuttgart;0;1;Bundesliga
29.04.2018;Mainz;Leipzig;3;0;Bundesliga
29.04.2018;Werder Bremen;B. Dortmund;1;1;Bundesliga
20.04.2018;M'gladbach;Wolfsburg;3;0;Bundesliga
21.04.2018;Leipzig;Hoffenheim;2;5;Bundesliga
21.04.2018;E. Frankfurt;Hertha Berlin;0;3;Bundesliga
21.04.2018;Hamburg;Freiburg;1;0;Bundesliga
21.04.2018;Hannover 96;Bayern Münih;0;3;Bundesliga
21.04.2018;Stuttgart;Werder Bremen;2;0;Bundesliga
21.04.2018;B. Dortmund;B. Leverkusen;4;0;Bundesliga
22.04.2018;Augsburg;Mainz;2;0;Bundesliga
22.04.2018;Köln;Schalke 04;2;2;Bundesliga
13.04.2018;Wolfsburg;Augsburg;0;0;Bundesliga
14.04.2018;Hoffenheim;Hamburg;2;0;Bundesliga
14.04.2018;Hertha Berlin;Köln;2;1;Bundesliga
14.04.2018;B. Leverkusen;E. Frankfurt;4;1;Bundesliga
14.04.2018;Stuttgart;Hannover 96;1;1;Bundesliga
14.04.2018;Bayern Münih;M'gladbach;5;1;Bundesliga
