date;home_team;away_team;home_score;away_score;League
01.08.2003;Bayern Münih;E. Frankfurt;3;1;Bundesliga
02.08.2003;B. Leverkusen;Freiburg;4;1;Bundesliga
02.08.2003;Schalke 04;B. Dortmund;2;2;Bundesliga
02.08.2003;Hamburg;Hannover 96;0;3;Bundesliga
02.08.2003;Wolfsburg;Bochum;3;2;Bundesliga
02.08.2003;Kaiserslautern;1860 München;0;1;Bundesliga
02.08.2003;Hertha Berlin;Werder Bremen;0;3;Bundesliga
03.08.2003;H. Rostock;Stuttgart;0;2;Bundesliga
03.08.2003;M'gladbach;Köln;1;0;Bundesliga
09.08.2003;Werder Bremen;M'gladbach;1;1;Bundesliga
09.08.2003;B. Dortmund;Wolfsburg;4;0;Bundesliga
09.08.2003;Bochum;Hamburg;1;1;Bundesliga
09.08.2003;Freiburg;H. Rostock;2;2;Bundesliga
09.08.2003;Hannover 96;Bayern Münih;3;3;Bundesliga
09.08.2003;1860 München;Schalke 04;1;1;Bundesliga
09.08.2003;Köln;Kaiserslautern;1;2;Bundesliga
10.08.2003;Stuttgart;Hertha Berlin;0;0;Bundesliga
10.08.2003;E. Frankfurt;B. Leverkusen;1;2;Bundesliga
16.08.2003;Bayern Münih;Bochum;2;0;Bundesliga
16.08.2003;B. Leverkusen;Hannover 96;4;0;Bundesliga
16.08.2003;B. Dortmund;1860 München;3;1;Bundesliga
16.08.2003;H. Rostock;E. Frankfurt;3;0;Bundesliga
16.08.2003;M'gladbach;Stuttgart;0;1;Bundesliga
16.08.2003;Kaiserslautern;Werder Bremen;0;1;Bundesliga
16.08.2003;Hertha Berlin;Freiburg;0;0;Bundesliga
17.08.2003;Schalke 04;Köln;2;1;Bundesliga
17.08.2003;Wolfsburg;Hamburg;5;1;Bundesliga
23.08.2003;Werder Bremen;Schalke 04;4;1;Bundesliga
23.08.2003;Stuttgart;Kaiserslautern;2;0;Bundesliga
23.08.2003;Bochum;B. Leverkusen;1;0;Bundesliga
23.08.2003;Freiburg;M'gladbach;4;1;Bundesliga
23.08.2003;1860 München;Wolfsburg;1;0;Bundesliga
23.08.2003;E. Frankfurt;Hertha Berlin;0;0;Bundesliga
23.08.2003;Köln;B. Dortmund;1;0;Bundesliga
24.08.2003;Hamburg;Bayern Münih;0;2;Bundesliga
27.08.2003;Hannover 96;H. Rostock;3;3;Bundesliga
13.09.2003;B. Leverkusen;Hamburg;1;0;Bundesliga
13.09.2003;B. Dortmund;Werder Bremen;2;1;Bundesliga
13.09.2003;Schalke 04;Stuttgart;0;0;Bundesliga
13.09.2003;Wolfsburg;Bayern Münih;3;2;Bundesliga
13.09.2003;H. Rostock;Bochum;0;2;Bundesliga
13.09.2003;Hertha Berlin;Hannover 96;2;3;Bundesliga
13.09.2003;1860 München;Köln;2;1;Bundesliga
14.09.2003;M'gladbach;E. Frankfurt;0;2;Bundesliga
14.09.2003;Kaiserslautern;Freiburg;2;2;Bundesliga
20.09.2003;Werder Bremen;1860 München;2;1;Bundesliga
20.09.2003;Bayern Münih;B. Leverkusen;3;3;Bundesliga
20.09.2003;Stuttgart;B. Dortmund;1;0;Bundesliga
20.09.2003;Bochum;Hertha Berlin;2;2;Bundesliga
