date;home_team;away_team;home_score;away_score;League;weather;wind;temperature;wind_speed;humidity;pressure
29.10.2008;Hamburg;Stuttgart;2;0;Bundesliga;Mostly Cloudy;WSW;41 °F;7 mph;93 %;29.74 in
29.10.2008;E. Frankfurt;Bayern Münih;1;2;Bundesliga;Mostly Cloudy;NE;43 °F;2 mph;93 %;29.43 in
29.10.2008;Hertha Berlin;Hannover 96;3;0;Bundesliga;Mostly Cloudy;WSW;41 °F;7 mph;93 %;29.74 in
29.10.2008;Bochum;Hoffenheim;1;3;Bundesliga;Fair;S;32 °F;7 mph;100 %;29.35 in
29.10.2008;Köln;B. Dortmund;0;1;Bundesliga;Mostly Cloudy;WSW;41 °F;7 mph;93 %;29.74 in
24.10.2008;B. Leverkusen;Köln;2;0;Bundesliga;Fair;ESE;43 °F;8 mph;87 %;29.91 in
25.10.2008;Bayern Münih;Wolfsburg;4;2;Bundesliga;Mostly Cloudy;ENE;43 °F;2 mph;93 %;28.81 in
25.10.2008;Schalke 04;A. Bielefeld;0;0;Bundesliga;Mostly Cloudy;SW;50 °F;6 mph;94 %;30.21 in
25.10.2008;Hannover 96;Werder Bremen;1;1;Bundesliga;Mostly Cloudy;SW;50 °F;6 mph;94 %;30.21 in
25.10.2008;E. Cottbus;E. Frankfurt;2;3;Bundesliga;Mostly Cloudy;SW;50 °F;6 mph;94 %;30.21 in
25.10.2008;M'gladbach;Karlsruher;1;0;Bundesliga;Mostly Cloudy;WSW;50 °F;5 mph;94 %;30.20 in
26.10.2008;Stuttgart;Bochum;2;0;Bundesliga;Fair;W;39 °F;2 mph;81 %;28.96 in
26.10.2008;B. Dortmund;Hertha Berlin;1;1;Bundesliga;Fair;SSW;52 °F;16 mph;82 %;29.73 in
26.10.2008;Hoffenheim;Hamburg;3;0;Bundesliga;N/A;SW;39 °F;4 mph;93 %;30.09 in
17.10.2008;Bochum;M'gladbach;2;2;Bundesliga;Fair;SW;43 °F;14 mph;87 %;29.52 in
18.10.2008;Werder Bremen;B. Dortmund;3;3;Bundesliga;Fair;SSW;43 °F;3 mph;93 %;30.06 in
18.10.2008;Wolfsburg;A. Bielefeld;4;1;Bundesliga;Fair;WSW;59 °F;8 mph;85 %;30.06 in
18.10.2008;Hannover 96;Hoffenheim;2;5;Bundesliga;Fair;WSW;45 °F;5 mph;93 %;30.00 in
18.10.2008;E. Frankfurt;B. Leverkusen;0;2;Bundesliga;Fair;CALM;41 °F;0 mph;87 %;29.78 in
18.10.2008;Hertha Berlin;Stuttgart;2;1;Bundesliga;Fair;WSW;45 °F;5 mph;93 %;30.00 in
18.10.2008;Karlsruher;Bayern Münih;0;1;Bundesliga;Fair;WSW;45 °F;5 mph;93 %;30.00 in
18.10.2008;Köln;E. Cottbus;1;0;Bundesliga;Fair;WSW;45 °F;5 mph;93 %;30.00 in
19.10.2008;Hamburg;Schalke 04;1;1;Bundesliga;Mostly Cloudy;SW;50 °F;9 mph;87 %;29.92 in
03.10.2008;A. Bielefeld;Karlsruher;1;2;Bundesliga;Mostly Cloudy;SW;48 °F;12 mph;82 %;29.42 in
04.10.2008;Bayern Münih;Bochum;3;3;Bundesliga;Fair;WSW;43 °F;5 mph;87 %;28.34 in
04.10.2008;Stuttgart;Werder Bremen;4;1;Bundesliga;Mostly Cloudy;S;41 °F;5 mph;93 %;28.43 in
04.10.2008;B. Leverkusen;Hertha Berlin;0;1;Bundesliga;Mostly Cloudy;VAR;45 °F;1 mph;93 %;29.51 in
04.10.2008;M'gladbach;Köln;1;2;Bundesliga;Mostly Cloudy;W;46 °F;3 mph;87 %;29.70 in
04.10.2008;Hoffenheim;E. Frankfurt;2;1;Bundesliga;N/A;S;46 °F;4 mph;93 %;29.54 in
05.10.2008;Schalke 04;Wolfsburg;2;2;Bundesliga;Fair;SSW;48 °F;16 mph;62 %;29.68 in
05.10.2008;B. Dortmund;Hannover 96;1;1;Bundesliga;Partly Cloudy / Windy;SSW;50 °F;23 mph;66 %;29.26 in
05.10.2008;E. Cottbus;Hamburg;1;2;Bundesliga;Fair;SSW;48 °F;16 mph;62 %;29.68 in
26.09.2008;Köln;Schalke 04;1;0;Bundesliga;Fair;NNW;48 °F;3 mph;100 %;30.54 in
27.09.2008;Werder Bremen;Hoffenheim;5;4;Bundesliga;Fair;ESE;43 °F;2 mph;93 %;30.53 in
27.09.2008;Hamburg;M'gladbach;1;0;Bundesliga;Fair;NW;45 °F;2 mph;100 %;30.51 in
27.09.2008;Hannover 96;Bayern Münih;1;0;Bundesliga;Fair;NW;45 °F;2 mph;100 %;30.51 in
27.09.2008;Hertha Berlin;E. Cottbus;0;1;Bundesliga;Fair;NW;45 °F;2 mph;100 %;30.51 in
27.09.2008;Bochum;B. Leverkusen;2;3;Bundesliga;Fair;SSE;41 °F;5 mph;100 %;30.05 in
27.09.2008;B. Dortmund;Stuttgart;3;0;Bundesliga;Fair;SSE;41 °F;5 mph;100 %;30.05 in
28.09.2008;E. Frankfurt;A. Bielefeld;1;1;Bundesliga;Fair;NNE;46 °F;3 mph;87 %;29.96 in
28.09.2008;Karlsruher;Wolfsburg;2;1;Bundesliga;Fair;SW;46 °F;3 mph;93 %;30.24 in
19.09.2008;B. Leverkusen;Hannover 96;4;0;Bundesliga;Fair;ENE;46 °F;9 mph;76 %;29.86 in
20.09.2008;Bayern Münih;Werder Bremen;2;5;Bundesliga;Fair;VAR;43 °F;3 mph;81 %;28.73 in
20.09.2008;Schalke 04;E. Frankfurt;1;0;Bundesliga;Fair;WNW;46 °F;2 mph;87 %;30.36 in
20.09.2008;E. Cottbus;Bochum;1;1;Bundesliga;Fair;WNW;46 °F;2 mph;87 %;30.36 in
20.09.2008;A. Bielefeld;Köln;2;0;Bundesliga;Fair;WNW;46 °F;2 mph;87 %;30.36 in
20.09.2008;M'gladbach;Hertha Berlin;0;1;Bundesliga;Fair;N;46 °F;5 mph;81 %;30.23 in
21.09.2008;Wolfsburg;Hamburg;3;0;Bundesliga;Fair;WSW;57 °F;8 mph;81 %;30.06 in
21.09.2008;Stuttgart;Karlsruher;3;1;Bundesliga;Mostly Cloudy;ENE;48 °F;7 mph;71 %;28.85 in
21.09.2008;Hoffenheim;B. Dortmund;4;1;Bundesliga;N/A;NNE;48 °F;2 mph;71 %;30.04 in
13.09.2008;Werder Bremen;E. Cottbus;3;0;Bundesliga;Fair;E;57 °F;16 mph;77 %;30.00 in
13.09.2008;Hamburg;B. Leverkusen;3;2;Bundesliga;Mostly Cloudy;E;54 °F;18 mph;62 %;30.09 in
13.09.2008;Hertha Berlin;Wolfsburg;2;2;Bundesliga;Mostly Cloudy;E;54 °F;18 mph;62 %;30.09 in
13.09.2008;B. Dortmund;Schalke 04;3;3;Bundesliga;Mostly Cloudy;ENE;55 °F;8 mph;100 %;29.55 in
13.09.2008;Hoffenheim;Stuttgart;0;0;Bundesliga;N/A;WNW;61 °F;7 mph;76 %;29.63 in
13.09.2008;Köln;Bayern Münih;0;3;Bundesliga;Mostly Cloudy;E;54 °F;18 mph;62 %;30.09 in
14.09.2008;Hannover 96;M'gladbach;5;1;Bundesliga;Fair;ENE;52 °F;8 mph;82 %;30.21 in
14.09.2008;Bochum;A. Bielefeld;2;0;Bundesliga;Fair;ENE;41 °F;8 mph;87 %;29.76 in
22.10.2008;E. Frankfurt;Karlsruher;2;1;Bundesliga;Cloudy;VAR;50 °F;2 mph;82 %;29.64 in
29.08.2008;Karlsruher;Köln;0;2;Bundesliga;Mostly Cloudy;WSW;63 °F;10 mph;88 %;29.92 in
30.08.2008;Schalke 04;Bochum;1;0;Bundesliga;Mostly Cloudy;WNW;61 °F;6 mph;88 %;30.06 in
30.08.2008;Wolfsburg;E. Frankfurt;2;2;Bundesliga;Fair;WSW;56 °F;9 mph;82 %;30.06 in
30.08.2008;B. Leverkusen;Hoffenheim;5;2;Bundesliga;Fair;ESE;59 °F;3 mph;94 %;29.80 in
30.08.2008;E. Cottbus;B. Dortmund;0;1;Bundesliga;Mostly Cloudy;WNW;61 °F;6 mph;88 %;30.06 in
30.08.2008;A. Bielefeld;Hamburg;2;4;Bundesliga;Mostly Cloudy;WNW;61 °F;6 mph;88 %;30.06 in
30.08.2008;M'gladbach;Werder Bremen;3;2;Bundesliga;Fair;NNE;61 °F;1 mph;94 %;29.99 in
31.08.2008;Bayern Münih;Hertha Berlin;4;1;Bundesliga;Fair;E;59 °F;6 mph;88 %;28.53 in
31.08.2008;Stuttgart;Hannover 96;2;0;Bundesliga;Fair;ENE;64 °F;2 mph;68 %;28.60 in
22.08.2008;Hannover 96;E. Cottbus;0;0;Bundesliga;Fair;SW;59 °F;7 mph;88 %;29.89 in
23.08.2008;Werder Bremen;Schalke 04;1;1;Bundesliga;Mostly Cloudy;WNW;59 °F;10 mph;100 %;29.76 in
23.08.2008;Hamburg;Karlsruher;2;1;Bundesliga;Cloudy;WNW;59 °F;5 mph;94 %;29.74 in
23.08.2008;Stuttgart;B. Leverkusen;0;2;Bundesliga;Fair;SW;61 °F;9 mph;82 %;28.46 in
23.08.2008;Hertha Berlin;A. Bielefeld;1;1;Bundesliga;Cloudy;WNW;59 °F;5 mph;94 %;29.74 in
23.08.2008;B. Dortmund;Bayern Münih;1;1;Bundesliga;Mostly Cloudy;SW;52 °F;12 mph;100 %;29.44 in
23.08.2008;Hoffenheim;M'gladbach;1;0;Bundesliga;N/A;SSW;62 °F;11 mph;93 %;29.51 in
24.08.2008;Bochum;Wolfsburg;2;2;Bundesliga;Mostly Cloudy;SW;52 °F;7 mph;100 %;29.47 in
24.08.2008;Köln;E. Frankfurt;1;1;Bundesliga;Cloudy;WSW;57 °F;7 mph;100 %;29.68 in
15.08.2008;Bayern Münih;Hamburg;2;2;Bundesliga;Mostly Cloudy;N;61 °F;5 mph;94 %;28.36 in
16.08.2008;Schalke 04;Hannover 96;3;0;Bundesliga;Fair;NNW;54 °F;6 mph;88 %;29.89 in
16.08.2008;Wolfsburg;Köln;2;1;Bundesliga;Fair;WSW;60 °F;10 mph;81 %;30.06 in
16.08.2008;B. Leverkusen;B. Dortmund;2;3;Bundesliga;Fair;NE;54 °F;3 mph;88 %;29.62 in
16.08.2008;Karlsruher;Bochum;1;0;Bundesliga;Fair;NNW;54 °F;6 mph;88 %;29.89 in
16.08.2008;E. Cottbus;Hoffenheim;0;3;Bundesliga;Fair;NNW;54 °F;6 mph;88 %;29.89 in
16.08.2008;A. Bielefeld;Werder Bremen;2;2;Bundesliga;Fair;NNW;54 °F;6 mph;88 %;29.89 in
17.08.2008;E. Frankfurt;Hertha Berlin;0;2;Bundesliga;Fair;VAR;55 °F;2 mph;88 %;29.46 in
17.08.2008;M'gladbach;Stuttgart;1;3;Bundesliga;Fair;NE;59 °F;7 mph;72 %;29.70 in
