date;home_team;away_team;home_score;away_score;League;weather;wind;temperature;wind_speed;humidity;pressure
04.11.2006;A. Aachen;Stuttgart;2;4;Bundesliga;Partly Cloudy;NW;32 °F;2 mph;100 %;30.27 in
05.11.2006;Schalke 04;Bayern Münih;2;2;Bundesliga;Mostly Cloudy;WSW;46 °F;6 mph;93 %;30.09 in
05.11.2006;E. Frankfurt;M'gladbach;1;0;Bundesliga;Fair;SSW;45 °F;8 mph;81 %;30.01 in
27.10.2006;Mainz;Werder Bremen;1;6;Bundesliga;Fair;S;57 °F;5 mph;88 %;29.52 in
28.10.2006;Bayern Münih;E. Frankfurt;2;0;Bundesliga;Fair;SSW;55 °F;3 mph;94 %;28.73 in
28.10.2006;Hamburg;Hannover 96;0;0;Bundesliga;Cloudy;WSW;50 °F;6 mph;94 %;30.12 in
28.10.2006;Nürnberg;B. Dortmund;1;1;Bundesliga;Cloudy;WSW;50 °F;6 mph;94 %;30.12 in
28.10.2006;M'gladbach;B. Leverkusen;0;2;Bundesliga;Fair;SW;54 °F;6 mph;77 %;30.11 in
28.10.2006;Bochum;Wolfsburg;0;1;Bundesliga;Fair;WSW;52 °F;9 mph;76 %;29.82 in
28.10.2006;E. Cottbus;Hertha Berlin;2;0;Bundesliga;Cloudy;WSW;50 °F;6 mph;94 %;30.12 in
29.10.2006;Stuttgart;Schalke 04;3;0;Bundesliga;Fair;SSW;59 °F;6 mph;77 %;28.77 in
29.10.2006;A. Bielefeld;A. Aachen;5;1;Bundesliga;Mostly Cloudy;WSW;55 °F;12 mph;100 %;29.77 in
20.10.2006;B. Dortmund;Bochum;1;1;Bundesliga;Fair;S;59 °F;16 mph;82 %;29.00 in
21.10.2006;Werder Bremen;Bayern Münih;3;1;Bundesliga;Mostly Cloudy;SSE;57 °F;7 mph;88 %;29.41 in
21.10.2006;Schalke 04;Hannover 96;2;1;Bundesliga;Fair;SSE;57 °F;7 mph;82 %;29.42 in
21.10.2006;Hertha Berlin;M'gladbach;2;1;Bundesliga;Fair;SSE;57 °F;7 mph;82 %;29.42 in
21.10.2006;A. Bielefeld;Mainz;1;0;Bundesliga;Fair;SSE;57 °F;7 mph;82 %;29.42 in
21.10.2006;Wolfsburg;Stuttgart;1;1;Bundesliga;Fair;WSW;54 °F;5 mph;75 %;30.06 in
21.10.2006;A. Aachen;E. Cottbus;1;2;Bundesliga;Fair;SSE;57 °F;7 mph;82 %;29.42 in
22.10.2006;B. Leverkusen;Hamburg;1;2;Bundesliga;Cloudy;SSE;59 °F;9 mph;88 %;29.30 in
22.10.2006;E. Frankfurt;Nürnberg;2;2;Bundesliga;Mostly Cloudy;SSW;59 °F;3 mph;88 %;29.31 in
13.10.2006;Mainz;A. Aachen;1;3;Bundesliga;Mostly Cloudy;SSE;63 °F;1 mph;88 %;29.90 in
14.10.2006;Bayern Münih;Hertha Berlin;4;2;Bundesliga;Fair;ENE;55 °F;3 mph;94 %;28.76 in
14.10.2006;Hamburg;Schalke 04;1;2;Bundesliga;Mostly Cloudy;E;55 °F;9 mph;88 %;30.45 in
14.10.2006;Stuttgart;B. Leverkusen;3;0;Bundesliga;Fair;NE;55 °F;6 mph;88 %;28.88 in
14.10.2006;M'gladbach;Wolfsburg;3;1;Bundesliga;Mostly Cloudy;N;57 °F;5 mph;88 %;30.23 in
14.10.2006;Hannover 96;E. Frankfurt;1;1;Bundesliga;Mostly Cloudy;E;55 °F;9 mph;88 %;30.45 in
14.10.2006;Bochum;Werder Bremen;0;6;Bundesliga;Fair;NE;50 °F;3 mph;100 %;29.93 in
15.10.2006;Nürnberg;A. Bielefeld;1;1;Bundesliga;Cloudy;E;52 °F;6 mph;82 %;30.48 in
15.10.2006;E. Cottbus;B. Dortmund;2;3;Bundesliga;Cloudy;E;52 °F;6 mph;82 %;30.48 in
29.09.2006;B. Dortmund;Hannover 96;2;2;Bundesliga;Fair;SSE;57 °F;8 mph;94 %;29.41 in
30.09.2006;Werder Bremen;M'gladbach;3;0;Bundesliga;Fair;SE;61 °F;5 mph;88 %;29.76 in
30.09.2006;Nürnberg;Mainz;1;1;Bundesliga;Fair;SE;61 °F;5 mph;82 %;29.74 in
30.09.2006;A. Bielefeld;E. Cottbus;3;1;Bundesliga;Fair;SE;61 °F;5 mph;82 %;29.74 in
30.09.2006;E. Frankfurt;Hamburg;2;2;Bundesliga;Fair;NE;59 °F;2 mph;94 %;29.49 in
30.09.2006;Wolfsburg;Bayern Münih;1;0;Bundesliga;Fair;WSW;40 °F;6 mph;85 %;30.06 in
30.09.2006;A. Aachen;Bochum;2;1;Bundesliga;Fair;SE;61 °F;5 mph;82 %;29.74 in
01.10.2006;B. Leverkusen;Schalke 04;3;1;Bundesliga;Mostly Cloudy;ESE;61 °F;5 mph;88 %;29.51 in
01.10.2006;Hertha Berlin;Stuttgart;2;2;Bundesliga;Fair;NE;55 °F;2 mph;94 %;29.80 in
22.09.2006;M'gladbach;B. Dortmund;1;0;Bundesliga;Fair;S;68 °F;9 mph;60 %;29.70 in
23.09.2006;Bayern Münih;A. Aachen;2;1;Bundesliga;Fair;E;57 °F;6 mph;88 %;28.45 in
23.09.2006;Hamburg;Werder Bremen;1;1;Bundesliga;Fair;ESE;66 °F;10 mph;56 %;29.92 in
23.09.2006;Schalke 04;Wolfsburg;2;0;Bundesliga;Fair;ESE;66 °F;10 mph;56 %;29.92 in
23.09.2006;Stuttgart;E. Frankfurt;1;1;Bundesliga;Fair;N;57 °F;1 mph;94 %;28.51 in
23.09.2006;Mainz;Hertha Berlin;1;1;Bundesliga;Fair;N;63 °F;6 mph;82 %;29.55 in
23.09.2006;Hannover 96;B. Leverkusen;1;1;Bundesliga;Fair;ESE;66 °F;10 mph;56 %;29.92 in
24.09.2006;Bochum;A. Bielefeld;2;1;Bundesliga;Fair;SSE;64 °F;9 mph;68 %;29.35 in
24.09.2006;E. Cottbus;Nürnberg;1;1;Bundesliga;Fair;ESE;63 °F;8 mph;59 %;29.86 in
15.09.2006;Wolfsburg;Hannover 96;1;2;Bundesliga;Fair;WSW;55 °F;10 mph;65 %;30.06 in
16.09.2006;Werder Bremen;Stuttgart;2;3;Bundesliga;Fair;ENE;66 °F;15 mph;64 %;29.79 in
16.09.2006;B. Dortmund;Hamburg;1;0;Bundesliga;Fair;ENE;61 °F;6 mph;82 %;29.29 in
16.09.2006;Nürnberg;Bochum;1;1;Bundesliga;Fair;ENE;64 °F;10 mph;73 %;29.86 in
16.09.2006;A. Bielefeld;Bayern Münih;2;1;Bundesliga;Fair;ENE;64 °F;10 mph;73 %;29.86 in
16.09.2006;A. Aachen;M'gladbach;4;2;Bundesliga;Fair;ENE;64 °F;10 mph;73 %;29.86 in
16.09.2006;E. Cottbus;Mainz;2;0;Bundesliga;Fair;ENE;64 °F;10 mph;73 %;29.86 in
17.09.2006;Hertha Berlin;Schalke 04;2;0;Bundesliga;Fair;E;66 °F;9 mph;64 %;29.80 in
17.09.2006;E. Frankfurt;B. Leverkusen;3;1;Bundesliga;Fair;S;64 °F;6 mph;88 %;29.40 in
25.08.2006;Schalke 04;Werder Bremen;2;0;Bundesliga;Fair;NNW;63 °F;3 mph;82 %;29.68 in
26.08.2006;Bayern Münih;Nürnberg;0;0;Bundesliga;Fair;SSW;55 °F;3 mph;82 %;28.31 in
26.08.2006;B. Leverkusen;Wolfsburg;1;1;Bundesliga;Mostly Cloudy;W;61 °F;8 mph;100 %;29.45 in
26.08.2006;Stuttgart;B. Dortmund;1;3;Bundesliga;Fair;WSW;57 °F;5 mph;82 %;28.40 in
26.08.2006;M'gladbach;A. Bielefeld;1;0;Bundesliga;Mostly Cloudy;W;61 °F;8 mph;88 %;29.64 in
26.08.2006;Hannover 96;A. Aachen;0;3;Bundesliga;Mostly Cloudy;E;61 °F;3 mph;94 %;29.68 in
26.08.2006;Bochum;E. Cottbus;0;1;Bundesliga;Mostly Cloudy;W;59 °F;10 mph;100 %;29.32 in
27.08.2006;Hamburg;Hertha Berlin;1;1;Bundesliga;Mostly Cloudy;WSW;59 °F;3 mph;88 %;29.68 in
27.08.2006;Mainz;E. Frankfurt;1;1;Bundesliga;Mostly Cloudy;S;57 °F;3 mph;100 %;29.43 in
18.08.2006;Nürnberg;M'gladbach;1;0;Bundesliga;Fair;ENE;63 °F;2 mph;88 %;29.65 in
19.08.2006;Werder Bremen;B. Leverkusen;2;1;Bundesliga;Fair;SSE;59 °F;1 mph;94 %;29.82 in
19.08.2006;Hertha Berlin;Hannover 96;4;0;Bundesliga;Fair;SW;61 °F;5 mph;100 %;29.80 in
19.08.2006;B. Dortmund;Mainz;1;1;Bundesliga;Fair;S;61 °F;7 mph;77 %;29.44 in
19.08.2006;E. Frankfurt;Wolfsburg;0;0;Bundesliga;Fair;NE;59 °F;2 mph;88 %;29.55 in
19.08.2006;A. Aachen;Schalke 04;0;1;Bundesliga;Fair;SW;61 °F;5 mph;100 %;29.80 in
19.08.2006;E. Cottbus;Hamburg;2;2;Bundesliga;Fair;SW;61 °F;5 mph;100 %;29.80 in
20.08.2006;A. Bielefeld;Stuttgart;2;3;Bundesliga;Fair;SE;63 °F;5 mph;88 %;29.86 in
20.08.2006;Bochum;Bayern Münih;1;2;Bundesliga;Partly Cloudy;S;59 °F;10 mph;94 %;29.52 in
11.08.2006;Bayern Münih;B. Dortmund;2;0;Bundesliga;Mostly Cloudy;WSW;55 °F;12 mph;82 %;28.42 in
12.08.2006;Hamburg;A. Bielefeld;1;1;Bundesliga;Fair;WNW;54 °F;1 mph;88 %;29.71 in
12.08.2006;Schalke 04;E. Frankfurt;1;1;Bundesliga;Fair;WNW;54 °F;1 mph;88 %;29.71 in
12.08.2006;B. Leverkusen;A. Aachen;3;0;Bundesliga;Mostly Cloudy;W;54 °F;6 mph;94 %;29.48 in
12.08.2006;Stuttgart;Nürnberg;0;3;Bundesliga;Mostly Cloudy;SW;54 °F;5 mph;88 %;28.40 in
12.08.2006;M'gladbach;E. Cottbus;2;0;Bundesliga;Mostly Cloudy;SW;55 °F;6 mph;88 %;29.64 in
12.08.2006;Mainz;Bochum;2;1;Bundesliga;Mostly Cloudy;S;55 °F;6 mph;100 %;29.43 in
13.08.2006;Hannover 96;Werder Bremen;2;4;Bundesliga;Fair;ENE;54 °F;2 mph;100 %;29.68 in
13.08.2006;Wolfsburg;Hertha Berlin;0;0;Bundesliga;Fair;WSW;46 °F;8 mph;97 %;30.06 in
