date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
8.05.2010;Hertha Berlin;Bayern Münih;1;3;Bundesliga;Cloudy;ENE;8 mph;45 °F;93%;29.74 in
8.05.2010;Hoffenheim;Stuttgart;1;1;Bundesliga;Cloudy;ENE;8 mph;45 °F;93%;29.74 in
8.05.2010;Werder Bremen;Hamburg;1;1;Bundesliga;Mostly Cloudy;S;1 mph;46 °F;100%;29.73 in
8.05.2010;Freiburg;B. Dortmund;3;1;Bundesliga;Mostly Cloudy;NW;6 mph;46 °F;93%;28.82 in
8.05.2010;Mainz;Schalke 04;0;0;Bundesliga;Mostly Cloudy;S;3 mph;46 °F;87%;29.40 in
8.05.2010;M'gladbach;B. Leverkusen;1;1;Bundesliga;Mostly Cloudy;SW;5 mph;43 °F;93%;29.64 in
8.05.2010;Bochum;Hannover 96;0;3;Bundesliga;Mostly Cloudy;S;6 mph;43 °F;93%;29.32 in
8.05.2010;Nürnberg;Köln;1;0;Bundesliga;Cloudy;ENE;8 mph;45 °F;93%;29.74 in
8.05.2010;Wolfsburg;E. Frankfurt;3;1;Bundesliga;Fair;WSW;5 mph;48 °F;77%;30.06 in
1.05.2010;B. Dortmund;Wolfsburg;1;1;Bundesliga;Fair;S;8 mph;48 °F;82%;29.38 in
1.05.2010;B. Leverkusen;Hertha Berlin;1;1;Bundesliga;Fair;SW;3 mph;50 °F;71%;29.51 in
1.05.2010;E. Frankfurt;Hoffenheim;1;2;Bundesliga;Fair;S;6 mph;57 °F;77%;29.49 in
1.05.2010;Schalke 04;Werder Bremen;0;2;Bundesliga;Fair;WSW;5 mph;48 °F;87%;29.74 in
1.05.2010;Bayern Münih;Bochum;3;1;Bundesliga;Mostly Cloudy;WSW;3 mph;57 °F;94%;28.36 in
1.05.2010;Hannover 96;M'gladbach;6;1;Bundesliga;Fair;WSW;5 mph;48 °F;87%;29.74 in
1.05.2010;Köln;Freiburg;2;2;Bundesliga;Fair;WSW;5 mph;48 °F;87%;29.74 in
1.05.2010;Stuttgart;Mainz;2;2;Bundesliga;Mostly Cloudy;SW;3 mph;55 °F;72%;28.46 in
1.05.2010;Hamburg;Nürnberg;4;0;Bundesliga;Fair;WSW;5 mph;48 °F;87%;29.74 in
23.04.2010;Bochum;Stuttgart;0;2;Bundesliga;Fair;SSE;3 mph;34 °F;81%;29.55 in
24.04.2010;M'gladbach;Bayern Münih;1;1;Bundesliga;Fair;N;2 mph;43 °F;66%;29.88 in
24.04.2010;Nürnberg;B. Dortmund;2;3;Bundesliga;Fair;VAR;1 mph;39 °F;81%;30.00 in
24.04.2010;Hertha Berlin;Schalke 04;0;1;Bundesliga;Fair;VAR;1 mph;39 °F;81%;30.00 in
