date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
13.12.2024;Freiburg;Wolfsburg;3;2;Bundesliga;Fair;E;6 mph;34 °F;81 %;29.40 in
14.12.2024;Augsburg;B. Leverkusen;0;2;Bundesliga;Fair;E;6 mph;34 °F;81 %;29.40 in
14.12.2024;Mainz;Bayern Münih;2;1;Bundesliga;Cloudy;SSW;3 mph;36 °F;81 %;29.84 in
14.12.2024;M'gladbach;Holstein Kiel;4;1;Bundesliga;Cloudy;S;8 mph;34 °F;81 %;30.05 in
14.12.2024;Union Berlin;Bochum;1;1;Bundesliga;Cloudy;VAR;1 mph;30 °F;93 %;28.64 in
14.12.2024;St. Pauli;Werder Bremen;0;2;Bundesliga;Cloudy;SSW;10 mph;32 °F;87 %;30.12 in
15.12.2024;Heidenheim;Stuttgart;1;3;Bundesliga;Cloudy;WNW;8 mph;37 °F;75 %;28.74 in
15.12.2024;B. Dortmund;Hoffenheim;1;1;Bundesliga;Cloudy;WSW;9 mph;41 °F;93 %;29.70 in
15.12.2024;Leipzig;E. Frankfurt;2;1;Bundesliga;Light Rain / Windy;WSW;21 mph;36 °F;93 %;29.56 in
06.12.2024;Stuttgart;Union Berlin;3;2;Bundesliga;Mostly Cloudy;SE;6 mph;41 °F;81 %;28.37 in
07.12.2024;B. Leverkusen;St. Pauli;2;1;Bundesliga;Fair;S;10 mph;41 °F;76 %;29.62 in
07.12.2024;Bayern Münih;Heidenheim;4;2;Bundesliga;Partly Cloudy;W;18 mph;41 °F;76 %;28.50 in
07.12.2024;E. Frankfurt;Augsburg;2;2;Bundesliga;Fair;SSW;12 mph;43 °F;70 %;29.64 in
07.12.2024;Bochum;Werder Bremen;0;1;Bundesliga;Fair;S;9 mph;41 °F;87 %;29.50 in
07.12.2024;Holstein Kiel;Leipzig;0;2;Bundesliga;Light Drizzle;W;4 mph;40 °F;99 %;29.70 in
07.12.2024;M'gladbach;B. Dortmund;1;1;Bundesliga;Fair;S;10 mph;41 °F;81 %;29.79 in
08.12.2024;Wolfsburg;Mainz;4;3;Bundesliga;Cloudy;SE;9 mph;39 °F;93 %;29.24 in
08.12.2024;Hoffenheim;Freiburg;1;1;Bundesliga;Cloudy;SSW;11 mph;45 °F;73 %;29.22 in
29.11.2024;St. Pauli;Holstein Kiel;3;1;Bundesliga;Cloudy;WNW;6 mph;41 °F;87 %;30.33 in
30.11.2024;Leipzig;Wolfsburg;1;5;Bundesliga;Fair;SE;7 mph;36 °F;81 %;30.06 in
30.11.2024;Werder Bremen;Stuttgart;2;2;Bundesliga;Fair;SE;7 mph;32 °F;93 %;30.44 in
30.11.2024;Freiburg;M'gladbach;3;1;Bundesliga;Fog;NW;3 mph;30 °F;100 %;29.45 in
