date;home_team;away_team;home_score;away_score;League
14.12.2024;Arsenal;Everton;0;0;Premier League
14.12.2024;Liverpool;Fulham;2;2;Premier League
14.12.2024;Newcastle;Leicester City;4;0;Premier League
14.12.2024;Wolverhampton;Ipswich Town;1;2;Premier League
14.12.2024;Not. Forest;Aston Villa;2;1;Premier League
15.12.2024;Brighton;Crystal Palace;1;3;Premier League
15.12.2024;Man. City;Man. United;1;2;Premier League
15.12.2024;Chelsea;Brentford;2;1;Premier League
15.12.2024;Southampton;Tottenham;0;5;Premier League
16.12.2024;Bournemouth;West Ham;1;1;Premier League
07.12.2024;Aston Villa;Southampton;1;0;Premier League
07.12.2024;Brentford;Newcastle;4;2;Premier League
07.12.2024;Crystal Palace;Man. City;2;2;Premier League
07.12.2024;Man. United;Not. Forest;2;3;Premier League
08.12.2024;Fulham;Arsenal;1;1;Premier League
08.12.2024;Ipswich Town;Bournemouth;1;2;Premier League
08.12.2024;Leicester City;Brighton;2;2;Premier League
08.12.2024;Tottenham;Chelsea;3;4;Premier League
09.12.2024;West Ham;Wolverhampton;2;1;Premier League
03.12.2024;Ipswich Town;Crystal Palace;0;1;Premier League
03.12.2024;Leicester City;West Ham;3;1;Premier League
04.12.2024;Everton;Wolverhampton;4;0;Premier League
04.12.2024;Man. City;Not. Forest;3;0;Premier League
04.12.2024;Newcastle;Liverpool;3;3;Premier League
04.12.2024;Southampton;Chelsea;1;5;Premier League
04.12.2024;Arsenal;Man. United;2;0;Premier League
04.12.2024;Aston Villa;Brentford;3;1;Premier League
05.12.2024;Fulham;Brighton;3;1;Premier League
05.12.2024;Bournemouth;Tottenham;1;0;Premier League
29.11.2024;Brighton;Southampton;1;1;Premier League
30.11.2024;Brentford;Leicester City;4;1;Premier League
30.11.2024;Crystal Palace;Newcastle;1;1;Premier League
30.11.2024;Not. Forest;Ipswich Town;1;0;Premier League
30.11.2024;Wolverhampton;Bournemouth;2;4;Premier League
30.11.2024;West Ham;Arsenal;2;5;Premier League
01.12.2024;Chelsea;Aston Villa;3;0;Premier League
01.12.2024;Man. United;Everton;4;0;Premier League
01.12.2024;Tottenham;Fulham;1;1;Premier League
01.12.2024;Liverpool;Man. City;2;0;Premier League
23.11.2024;Leicester City;Chelsea;1;2;Premier League
23.11.2024;Bournemouth;Brighton;1;2;Premier League
23.11.2024;Arsenal;Not. Forest;3;0;Premier League
23.11.2024;Aston Villa;Crystal Palace;2;2;Premier League
23.11.2024;Everton;Brentford;0;0;Premier League
23.11.2024;Fulham;Wolverhampton;1;4;Premier League
23.11.2024;Man. City;Tottenham;0;4;Premier League
24.11.2024;Southampton;Liverpool;2;3;Premier League
24.11.2024;Ipswich Town;Man. United;1;1;Premier League
25.11.2024;Newcastle;West Ham;0;2;Premier League
09.11.2024;Brentford;Bournemouth;3;2;Premier League
09.11.2024;Crystal Palace;Fulham;0;2;Premier League
09.11.2024;West Ham;Everton;0;0;Premier League
09.11.2024;Wolverhampton;Southampton;2;0;Premier League
09.11.2024;Brighton;Man. City;2;1;Premier League
09.11.2024;Liverpool;Aston Villa;2;0;Premier League
10.11.2024;Man. United;Leicester City;3;0;Premier League
10.11.2024;Not. Forest;Newcastle;1;3;Premier League
10.11.2024;Tottenham;Ipswich Town;1;2;Premier League
10.11.2024;Chelsea;Arsenal;1;1;Premier League
02.11.2024;Newcastle;Arsenal;1;0;Premier League
02.11.2024;Bournemouth;Man. City;2;1;Premier League
02.11.2024;Ipswich Town;Leicester City;1;1;Premier League
02.11.2024;Liverpool;Brighton;2;1;Premier League
02.11.2024;Not. Forest;West Ham;3;0;Premier League
02.11.2024;Southampton;Everton;1;0;Premier League
02.11.2024;Wolverhampton;Crystal Palace;2;2;Premier League
03.11.2024;Tottenham;Aston Villa;4;1;Premier League
03.11.2024;Man. United;Chelsea;1;1;Premier League
04.11.2024;Fulham;Brentford;2;1;Premier League
25.10.2024;Leicester City;Not. Forest;1;3;Premier League
26.10.2024;Aston Villa;Bournemouth;1;1;Premier League
26.10.2024;Brentford;Ipswich Town;4;3;Premier League
26.10.2024;Brighton;Wolverhampton;2;2;Premier League
26.10.2024;Man. City;Southampton;1;0;Premier League
26.10.2024;Everton;Fulham;1;1;Premier League
27.10.2024;Chelsea;Newcastle;2;1;Premier League
27.10.2024;Crystal Palace;Tottenham;1;0;Premier League
27.10.2024;West Ham;Man. United;2;1;Premier League
27.10.2024;Arsenal;Liverpool;2;2;Premier League
19.10.2024;Tottenham;West Ham;4;1;Premier League
19.10.2024;Fulham;Aston Villa;1;3;Premier League
19.10.2024;Man. United;Brentford;2;1;Premier League
19.10.2024;Newcastle;Brighton;0;1;Premier League
19.10.2024;Southampton;Leicester City;2;3;Premier League
19.10.2024;Ipswich Town;Everton;0;2;Premier League
19.10.2024;Bournemouth;Arsenal;2;0;Premier League
20.10.2024;Wolverhampton;Man. City;1;2;Premier League
20.10.2024;Liverpool;Chelsea;2;1;Premier League
21.10.2024;Not. Forest;Crystal Palace;1;0;Premier League
05.10.2024;Crystal Palace;Liverpool;0;1;Premier League
05.10.2024;Arsenal;Southampton;3;1;Premier League
05.10.2024;Brentford;Wolverhampton;5;3;Premier League
05.10.2024;Leicester City;Bournemouth;1;0;Premier League
05.10.2024;Man. City;Fulham;3;2;Premier League
05.10.2024;West Ham;Ipswich Town;4;1;Premier League
05.10.2024;Everton;Newcastle;0;0;Premier League
06.10.2024;Aston Villa;Man. United;0;0;Premier League
06.10.2024;Chelsea;Not. Forest;1;1;Premier League
06.10.2024;Brighton;Tottenham;3;2;Premier League
28.09.2024;Newcastle;Man. City;1;1;Premier League
28.09.2024;Arsenal;Leicester City;4;2;Premier League
28.09.2024;Brentford;West Ham;1;1;Premier League
28.09.2024;Chelsea;Brighton;4;2;Premier League
28.09.2024;Everton;Crystal Palace;2;1;Premier League
28.09.2024;Not. Forest;Fulham;0;1;Premier League
28.09.2024;Wolverhampton;Liverpool;1;2;Premier League
29.09.2024;Ipswich Town;Aston Villa;2;2;Premier League
29.09.2024;Man. United;Tottenham;0;3;Premier League
30.09.2024;Bournemouth;Southampton;3;1;Premier League
21.09.2024;West Ham;Chelsea;0;3;Premier League
21.09.2024;Aston Villa;Wolverhampton;3;1;Premier League
21.09.2024;Fulham;Newcastle;3;1;Premier League
21.09.2024;Leicester City;Everton;1;1;Premier League
21.09.2024;Liverpool;Bournemouth;3;0;Premier League
21.09.2024;Southampton;Ipswich Town;1;1;Premier League
21.09.2024;Tottenham;Brentford;3;1;Premier League
21.09.2024;Crystal Palace;Man. United;0;0;Premier League
22.09.2024;Brighton;Not. Forest;2;2;Premier League
22.09.2024;Man. City;Arsenal;2;2;Premier League
14.09.2024;Southampton;Man. United;0;3;Premier League
14.09.2024;Brighton;Ipswich Town;0;0;Premier League
14.09.2024;Crystal Palace;Leicester City;2;2;Premier League
14.09.2024;Fulham;West Ham;1;1;Premier League
14.09.2024;Liverpool;Not. Forest;0;1;Premier League
14.09.2024;Man. City;Brentford;2;1;Premier League
14.09.2024;Aston Villa;Everton;3;2;Premier League
14.09.2024;Bournemouth;Chelsea;0;1;Premier League
15.09.2024;Tottenham;Arsenal;0;1;Premier League
15.09.2024;Wolverhampton;Newcastle;1;2;Premier League
31.08.2024;Arsenal;Brighton;1;1;Premier League
31.08.2024;Brentford;Southampton;3;1;Premier League
31.08.2024;Everton;Bournemouth;2;3;Premier League
31.08.2024;Ipswich Town;Fulham;1;1;Premier League
31.08.2024;Leicester City;Aston Villa;1;2;Premier League
31.08.2024;Not. Forest;Wolverhampton;1;1;Premier League
31.08.2024;West Ham;Man. City;1;3;Premier League
01.09.2024;Chelsea;Crystal Palace;1;1;Premier League
