date;home_team;away_team;home_score;away_score;League
15.05.2010;Sochaux;AJ Auxerre;1;2;Ligue 1
15.05.2010;Lens;Bordeaux;4;3;Ligue 1
15.05.2010;Marsilya;Grenoble;2;0;Ligue 1
15.05.2010;Lyon;Le Mans;2;0;Ligue 1
15.05.2010;Toulouse;Monaco;0;0;Ligue 1
15.05.2010;PSG;Montpellier;1;3;Ligue 1
15.05.2010;Boulogne;Rennes;1;0;Ligue 1
15.05.2010;Nice;St Etienne;1;1;Ligue 1
15.05.2010;Nancy;Valenciennes;1;1;Ligue 1
15.05.2010;Lorient;Lille;2;1;Ligue 1
08.05.2010;Grenoble;Boulogne;2;0;Ligue 1
08.05.2010;AJ Auxerre;Lens;0;0;Ligue 1
08.05.2010;Montpellier;Lorient;2;1;Ligue 1
08.05.2010;Valenciennes;Lyon;2;2;Ligue 1
08.05.2010;Lille;Marsilya;3;2;Ligue 1
08.05.2010;Monaco;Nancy;2;1;Ligue 1
08.05.2010;Rennes;Nice;2;2;Ligue 1
08.05.2010;Le Mans;PSG;1;0;Ligue 1
08.05.2010;Bordeaux;Sochaux;2;0;Ligue 1
08.05.2010;St Etienne;Toulouse;0;1;Ligue 1
05.05.2010;Lyon;AJ Auxerre;2;1;Ligue 1
05.05.2010;Nice;Bordeaux;1;1;Ligue 1
05.05.2010;Lens;Grenoble;1;1;Ligue 1
05.05.2010;Nancy;Le Mans;3;2;Ligue 1
05.05.2010;Toulouse;Lille;0;2;Ligue 1
05.05.2010;Lorient;Monaco;2;2;Ligue 1
05.05.2010;Sochaux;Montpellier;0;1;Ligue 1
05.05.2010;Boulogne;St Etienne;0;1;Ligue 1
05.05.2010;PSG;Valenciennes;2;2;Ligue 1
05.05.2010;Marsilya;Rennes;3;1;Ligue 1
27.04.2010;Monaco;Le Mans;1;1;Ligue 1
27.04.2010;Grenoble;PSG;4;0;Ligue 1
30.04.2010;AJ Auxerre;Marsilya;0;0;Ligue 1
02.05.2010;St Etienne;Lens;1;4;Ligue 1
02.05.2010;Valenciennes;Lorient;0;0;Ligue 1
02.05.2010;Lille;Nancy;3;1;Ligue 1
02.05.2010;Boulogne;Nice;3;3;Ligue 1
02.05.2010;Rennes;Sochaux;1;2;Ligue 1
02.05.2010;Bordeaux;Toulouse;1;0;Ligue 1
02.05.2010;Montpellier;Lyon;0;1;Ligue 1
24.04.2010;Lorient;Bordeaux;1;0;Ligue 1
24.04.2010;Sochaux;Boulogne;0;3;Ligue 1
24.04.2010;Nice;Grenoble;2;1;Ligue 1
24.04.2010;Le Mans;Lille;1;2;Ligue 1
24.04.2010;Nancy;Montpellier;0;0;Ligue 1
24.04.2010;PSG;Rennes;1;1;Ligue 1
25.04.2010;Toulouse;AJ Auxerre;0;3;Ligue 1
25.04.2010;Lens;Valenciennes;1;1;Ligue 1
25.04.2010;Marsilya;St Etienne;1;0;Ligue 1
12.05.2010;Lyon;Monaco;3;0;Ligue 1
17.04.2010;Valenciennes;Le Mans;0;1;Ligue 1
17.04.2010;Nice;Lens;0;0;Ligue 1
17.04.2010;AJ Auxerre;Lorient;4;1;Ligue 1
17.04.2010;Boulogne;Marsilya;1;2;Ligue 1
17.04.2010;Rennes;Nancy;0;0;Ligue 1
17.04.2010;Grenoble;Sochaux;2;2;Ligue 1
17.04.2010;Bordeaux;Lyon;2;2;Ligue 1
18.04.2010;Lille;Monaco;4;0;Ligue 1
18.04.2010;Montpellier;Toulouse;1;1;Ligue 1
18.04.2010;St Etienne;PSG;0;0;Ligue 1
10.04.2010;Lens;Boulogne;3;0;Ligue 1
10.04.2010;Toulouse;Grenoble;4;0;Ligue 1
10.04.2010;Le Mans;Montpellier;2;2;Ligue 1
10.04.2010;Lorient;Rennes;1;1;Ligue 1
10.04.2010;Sochaux;St Etienne;0;2;Ligue 1
10.04.2010;Monaco;Valenciennes;2;1;Ligue 1
10.04.2010;PSG;Bordeaux;3;1;Ligue 1
11.04.2010;Nancy;AJ Auxerre;0;1;Ligue 1
11.04.2010;Lyon;Lille;1;1;Ligue 1
11.04.2010;Marsilya;Nice;4;1;Ligue 1
03.04.2010;St Etienne;Le Mans;2;0;Ligue 1
03.04.2010;Valenciennes;Lille;1;0;Ligue 1
03.04.2010;Grenoble;Lorient;1;2;Ligue 1
03.04.2010;Rennes;Lyon;1;2;Ligue 1
03.04.2010;Bordeaux;Nancy;1;2;Ligue 1
03.04.2010;Nice;Sochaux;0;0;Ligue 1
03.04.2010;Montpellier;Monaco;0;0;Ligue 1
04.04.2010;Marsilya;Lens;1;0;Ligue 1
04.04.2010;Boulogne;Toulouse;1;1;Ligue 1
04.04.2010;AJ Auxerre;PSG;1;1;Ligue 1
27.03.2010;Lyon;Grenoble;2;0;Ligue 1
28.03.2010;PSG;Boulogne;3;0;Ligue 1
28.03.2010;Nancy;Lens;5;1;Ligue 1
28.03.2010;Toulouse;Nice;0;2;Ligue 1
28.03.2010;Le Mans;Rennes;1;3;Ligue 1
