date;home_team;away_team;home_score;away_score;League
21.05.2021;Levante;Cadiz;2;2;La Liga
22.05.2021;Celta Vigo;Real Betis;2;3;La Liga
22.05.2021;Eibar;Barcelona;0;1;La Liga
22.05.2021;Huesca;Valencia;0;0;La Liga
22.05.2021;Osasuna;R. Sociedad;0;1;La Liga
22.05.2021;Real Madrid;Villarreal;2;1;La Liga
22.05.2021;R. Valladolid;Atl. Madrid;1;2;La Liga
22.05.2021;Elche;Ath. Bilbao;2;0;La Liga
23.05.2021;Granada;Getafe;0;0;La Liga
23.05.2021;Sevilla;Alaves;1;0;La Liga
16.05.2021;Alaves;Granada;4;2;La Liga
16.05.2021;Ath. Bilbao;Real Madrid;0;1;La Liga
16.05.2021;Atl. Madrid;Osasuna;2;1;La Liga
16.05.2021;Barcelona;Celta Vigo;1;2;La Liga
16.05.2021;Real Betis;Huesca;1;0;La Liga
16.05.2021;Getafe;Levante;2;1;La Liga
16.05.2021;Cadiz;Elche;1;3;La Liga
16.05.2021;R. Sociedad;R. Valladolid;4;1;La Liga
16.05.2021;Valencia;Eibar;4;1;La Liga
16.05.2021;Villarreal;Sevilla;4;0;La Liga
11.05.2021;Osasuna;Cadiz;3;2;La Liga
11.05.2021;Elche;Alaves;0;2;La Liga
11.05.2021;Levante;Barcelona;3;3;La Liga
12.05.2021;Sevilla;Valencia;1;0;La Liga
12.05.2021;Celta Vigo;Getafe;1;0;La Liga
12.05.2021;Huesca;Ath. Bilbao;1;0;La Liga
12.05.2021;Atl. Madrid;R. Sociedad;2;1;La Liga
13.05.2021;R. Valladolid;Villarreal;0;2;La Liga
13.05.2021;Eibar;Real Betis;1;1;La Liga
13.05.2021;Granada;Real Madrid;1;4;La Liga
07.05.2021;R. Sociedad;Elche;2;0;La Liga
08.05.2021;Alaves;Levante;2;2;La Liga
08.05.2021;Barcelona;Atl. Madrid;0;0;La Liga
08.05.2021;Cadiz;Huesca;2;1;La Liga
08.05.2021;Ath. Bilbao;Osasuna;2;2;La Liga
09.05.2021;Getafe;Eibar;0;1;La Liga
09.05.2021;Valencia;R. Valladolid;3;0;La Liga
09.05.2021;Villarreal;Celta Vigo;2;4;La Liga
09.05.2021;Real Madrid;Sevilla;2;2;La Liga
10.05.2021;Real Betis;Granada;2;1;La Liga
30.04.2021;Celta Vigo;Levante;2;0;La Liga
01.05.2021;Eibar;Alaves;3;0;La Liga
01.05.2021;Elche;Atl. Madrid;0;1;La Liga
01.05.2021;Huesca;R. Sociedad;1;0;La Liga
01.05.2021;Real Madrid;Osasuna;2;0;La Liga
02.05.2021;R. Valladolid;Real Betis;1;1;La Liga
02.05.2021;Villarreal;Getafe;1;0;La Liga
02.05.2021;Granada;Cadiz;0;1;La Liga
02.05.2021;Valencia;Barcelona;2;3;La Liga
03.05.2021;Sevilla;Ath. Bilbao;0;1;La Liga
18.04.2021;Osasuna;Elche;2;0;La Liga
18.04.2021;R. Sociedad;Sevilla;1;2;La Liga
18.04.2021;Alaves;Huesca;1;0;La Liga
18.04.2021;Atl. Madrid;Eibar;5;0;La Liga
18.04.2021;Real Betis;Valencia;2;2;La Liga
18.04.2021;Cadiz;Celta Vigo;0;0;La Liga
18.04.2021;Getafe;Real Madrid;0;0;La Liga
18.04.2021;Levante;Villarreal;1;5;La Liga
28.04.2021;Ath. Bilbao;R. Valladolid;2;2;La Liga
29.04.2021;Barcelona;Granada;1;2;La Liga
24.04.2021;Elche;Levante;1;0;La Liga
24.04.2021;R. Valladolid;Cadiz;1;1;La Liga
24.04.2021;Valencia;Alaves;1;1;La Liga
24.04.2021;Real Madrid;Real Betis;0;0;La Liga
25.04.2021;Huesca;Getafe;0;2;La Liga
25.04.2021;Villarreal;Barcelona;1;2;La Liga
25.04.2021;Celta Vigo;Osasuna;2;1;La Liga
25.04.2021;Sevilla;Granada;2;1;La Liga
25.04.2021;Ath. Bilbao;Atl. Madrid;2;1;La Liga
26.04.2021;Eibar;R. Sociedad;0;1;La Liga
21.04.2021;Levante;Sevilla;0;1;La Liga
21.04.2021;Osasuna;Valencia;3;1;La Liga
21.04.2021;Real Betis;Ath. Bilbao;0;0;La Liga
21.04.2021;Alaves;Villarreal;2;1;La Liga
21.04.2021;Elche;R. Valladolid;1;1;La Liga
21.04.2021;Cadiz;Real Madrid;0;3;La Liga
22.04.2021;Atl. Madrid;Huesca;2;0;La Liga
22.04.2021;Granada;Eibar;4;1;La Liga
22.04.2021;R. Sociedad;Celta Vigo;2;1;La Liga
22.04.2021;Barcelona;Getafe;5;2;La Liga
09.04.2021;Huesca;Elche;3;1;La Liga
10.04.2021;Getafe;Cadiz;0;1;La Liga
10.04.2021;Ath. Bilbao;Alaves;0;0;La Liga
10.04.2021;Eibar;Levante;0;1;La Liga
10.04.2021;Real Madrid;Barcelona;2;1;La Liga
11.04.2021;Villarreal;Osasuna;1;2;La Liga
11.04.2021;Valencia;R. Sociedad;2;2;La Liga
11.04.2021;R. Valladolid;Granada;1;2;La Liga
11.04.2021;Real Betis;Atl. Madrid;1;1;La Liga
12.04.2021;Celta Vigo;Sevilla;3;4;La Liga
02.04.2021;Levante;Huesca;0;2;La Liga
03.04.2021;Granada;Villarreal;0;3;La Liga
03.04.2021;Real Madrid;Eibar;2;0;La Liga
03.04.2021;Osasuna;Getafe;0;0;La Liga
04.04.2021;Alaves;Celta Vigo;1;3;La Liga
04.04.2021;Elche;Real Betis;1;1;La Liga
04.04.2021;Cadiz;Valencia;2;1;La Liga
04.04.2021;Sevilla;Atl. Madrid;1;0;La Liga
05.04.2021;Barcelona;R. Valladolid;1;0;La Liga
07.04.2021;R. Sociedad;Ath. Bilbao;1;1;La Liga
19.03.2021;Real Betis;Levante;2;0;La Liga
20.03.2021;Ath. Bilbao;Eibar;1;1;La Liga
20.03.2021;Celta Vigo;Real Madrid;1;3;La Liga
20.03.2021;Huesca;Osasuna;0;0;La Liga
20.03.2021;R. Valladolid;Sevilla;1;1;La Liga
21.03.2021;Getafe;Elche;1;1;La Liga
21.03.2021;Valencia;Granada;2;1;La Liga
21.03.2021;Villarreal;Cadiz;2;1;La Liga
21.03.2021;Atl. Madrid;Alaves;1;0;La Liga
21.03.2021;R. Sociedad;Barcelona;1;6;La Liga
12.03.2021;Levante;Valencia;1;0;La Liga
13.03.2021;Alaves;Cadiz;1;1;La Liga
13.03.2021;Real Madrid;Elche;2;1;La Liga
13.03.2021;Osasuna;R. Valladolid;0;0;La Liga
13.03.2021;Getafe;Atl. Madrid;0;0;La Liga
14.03.2021;Celta Vigo;Ath. Bilbao;0;0;La Liga
14.03.2021;Granada;R. Sociedad;1;0;La Liga
14.03.2021;Eibar;Villarreal;1;3;La Liga
14.03.2021;Sevilla;Real Betis;1;0;La Liga
15.03.2021;Barcelona;Huesca;4;1;La Liga
05.03.2021;Valencia;Villarreal;2;1;La Liga
06.03.2021;R. Valladolid;Getafe;2;1;La Liga
06.03.2021;Elche;Sevilla;2;1;La Liga
06.03.2021;Cadiz;Eibar;1;0;La Liga
06.03.2021;Osasuna;Barcelona;0;2;La Liga
07.03.2021;Huesca;Celta Vigo;3;4;La Liga
07.03.2021;Atl. Madrid;Real Madrid;1;1;La Liga
07.03.2021;R. Sociedad;Levante;1;0;La Liga
07.03.2021;Ath. Bilbao;Granada;2;1;La Liga
08.03.2021;Real Betis;Alaves;3;2;La Liga
26.02.2021;Levante;Ath. Bilbao;1;1;La Liga
27.02.2021;Eibar;Huesca;1;1;La Liga
27.02.2021;Sevilla;Barcelona;0;2;La Liga
27.02.2021;Alaves;Osasuna;0;1;La Liga
27.02.2021;Getafe;Valencia;3;0;La Liga
28.02.2021;Celta Vigo;R. Valladolid;1;1;La Liga
28.02.2021;Cadiz;Real Betis;0;1;La Liga
28.02.2021;Granada;Elche;2;1;La Liga
28.02.2021;Villarreal;Atl. Madrid;0;2;La Liga
01.03.2021;Real Madrid;R. Sociedad;1;1;La Liga
19.02.2021;Real Betis;Getafe;1;0;La Liga
20.02.2021;Elche;Eibar;1;0;La Liga
20.02.2021;Atl. Madrid;Levante;0;2;La Liga
