date;home_team;away_team;home_score;away_score;League;weather;wind;temperature;wind_speed;humidity;pressure
30.10.2005;Kayserispor;Konyaspor;1;0;Süper Lig;Mostly Cloudy;NE;39 °F;5 mph;56 %;26.57 in
30.10.2005;Ç. Rizespor;Sivasspor;1;0;Süper Lig;Mostly Cloudy;VAR;52 °F;3 mph;67 %;30.08 in
30.10.2005;Samsunspor;Erciyesspor;1;1;Süper Lig;Fair;WSW;67 °F;4 mph;87 %;30.06 in
30.10.2005;Beşiktaş;Ankaragücü;4;2;Süper Lig;Mostly Cloudy;N;50 °F;12 mph;76 %;30.26 in
21.10.2005;Trabzonspor;Erciyesspor;0;0;Süper Lig;Mostly Cloudy;SSW;54 °F;7 mph;62 %;29.96 in
22.10.2005;Ankaragücü;Sincan Bld Ankaraspor;3;2;Süper Lig;Fair;ENE;39 °F;5 mph;87 %;26.61 in
22.10.2005;Galatasaray;Denizlispor;1;1;Süper Lig;Fair;ENE;54 °F;8 mph;67 %;30.11 in
22.10.2005;Kayserispor;Samsunspor;6;3;Süper Lig;Fair;NNE;32 °F;5 mph;93 %;26.67 in
23.10.2005;Gaziantepspor;Ç. Rizespor;1;1;Süper Lig;Fair;SSE;57 °F;3 mph;77 %;30.14 in
23.10.2005;Konyaspor;Beşiktaş;0;1;Süper Lig;Fair;CALM;37 °F;0 mph;87 %;26.82 in
23.10.2005;Sivasspor;Diyarbakırspor;4;1;Süper Lig;Fair;WSW;54 °F;8 mph;67 %;30.11 in
23.10.2005;Manisaspor;Gençlerbirliği;0;3;Süper Lig;Fair;SSE;57 °F;3 mph;77 %;30.14 in
23.10.2005;Malatyaspor;Fenerbahçe;0;3;Süper Lig;Fair;SSE;57 °F;3 mph;77 %;30.14 in
15.10.2005;Erciyesspor;Galatasaray;1;2;Süper Lig;Fair;ENE;59 °F;7 mph;77 %;30.08 in
15.10.2005;Sincan Bld Ankaraspor;Konyaspor;0;0;Süper Lig;Fair;ENE;59 °F;7 mph;77 %;30.08 in
15.10.2005;Diyarbakırspor;Gaziantepspor;1;2;Süper Lig;Fair;ENE;59 °F;7 mph;77 %;30.08 in
15.10.2005;Fenerbahçe;Ankaragücü;2;1;Süper Lig;Fair;ENE;59 °F;7 mph;77 %;30.08 in
16.10.2005;Denizlispor;Manisaspor;1;1;Süper Lig;Partly Cloudy;NNW;57 °F;9 mph;77 %;29.99 in
16.10.2005;Gençlerbirliği;Sivasspor;0;1;Süper Lig;Partly Cloudy;NNW;57 °F;9 mph;77 %;29.99 in
16.10.2005;Ç. Rizespor;Malatyaspor;1;0;Süper Lig;Mostly Cloudy;SSE;61 °F;5 mph;88 %;29.84 in
16.10.2005;Samsunspor;Trabzonspor;3;1;Süper Lig;Fair;WSW;60 °F;7 mph;80 %;30.06 in
16.10.2005;Beşiktaş;Kayserispor;0;0;Süper Lig;Partly Cloudy;NNW;57 °F;9 mph;77 %;29.99 in
30.09.2005;Gaziantepspor;Gençlerbirliği;1;1;Süper Lig;Partly Cloudy;WNW;61 °F;7 mph;94 %;29.94 in
01.10.2005;Sivasspor;Denizlispor;1;0;Süper Lig;Fair;WSW;58 °F;4 mph;58 %;30.06 in
01.10.2005;Konyaspor;Fenerbahçe;2;4;Süper Lig;Fair;NW;57 °F;2 mph;72 %;26.59 in
01.10.2005;Manisaspor;Erciyesspor;0;2;Süper Lig;Fair;ENE;66 °F;8 mph;78 %;29.88 in
02.10.2005;Beşiktaş;Samsunspor;3;2;Süper Lig;Partly Cloudy;ENE;70 °F;6 mph;73 %;29.82 in
02.10.2005;Ankaragücü;Ç. Rizespor;1;0;Süper Lig;Partly Cloudy;ENE;70 °F;6 mph;73 %;29.82 in
02.10.2005;Kayserispor;Sincan Bld Ankaraspor;2;1;Süper Lig;Fair;ENE;54 °F;5 mph;67 %;26.57 in
02.10.2005;Malatyaspor;Diyarbakırspor;1;2;Süper Lig;Partly Cloudy;ENE;70 °F;6 mph;73 %;29.82 in
02.10.2005;Galatasaray;Trabzonspor;4;1;Süper Lig;Partly Cloudy;ENE;70 °F;6 mph;73 %;29.82 in
23.09.2005;Trabzonspor;Manisaspor;0;2;Süper Lig;Mostly Cloudy;VAR;73 °F;3 mph;83 %;29.75 in
24.09.2005;Denizlispor;Gaziantepspor;1;2;Süper Lig;Mostly Cloudy;NW;64 °F;6 mph;77 %;29.88 in
24.09.2005;Fenerbahçe;Kayserispor;3;0;Süper Lig;Mostly Cloudy;NW;64 °F;6 mph;77 %;29.88 in
24.09.2005;Gençlerbirliği;Malatyaspor;2;0;Süper Lig;Mostly Cloudy;NW;64 °F;6 mph;77 %;29.88 in
25.09.2005;Sincan Bld Ankaraspor;Beşiktaş;2;0;Süper Lig;Mostly Cloudy;VAR;64 °F;3 mph;77 %;29.88 in
25.09.2005;Diyarbakırspor;Ankaragücü;0;3;Süper Lig;Mostly Cloudy;VAR;64 °F;3 mph;77 %;29.88 in
25.09.2005;Erciyesspor;Sivasspor;0;0;Süper Lig;Mostly Cloudy;VAR;64 °F;3 mph;77 %;29.88 in
25.09.2005;Ç. Rizespor;Konyaspor;1;1;Süper Lig;Mostly Cloudy;S;68 °F;8 mph;78 %;29.75 in
25.09.2005;Samsunspor;Galatasaray;1;2;Süper Lig;Fair;WSW;61 °F;5 mph;94 %;30.06 in
16.09.2005;Sivasspor;Trabzonspor;2;1;Süper Lig;Fair;WSW;55 °F;3 mph;55 %;30.06 in
17.09.2005;Ankaragücü;Gençlerbirliği;1;1;Süper Lig;Partly Cloudy;NNW;70 °F;10 mph;88 %;29.64 in
17.09.2005;Kayserispor;Ç. Rizespor;3;1;Süper Lig;Mostly Cloudy;SE;59 °F;5 mph;88 %;26.44 in
17.09.2005;Konyaspor;Diyarbakırspor;5;1;Süper Lig;Mostly Cloudy;ESE;57 °F;3 mph;94 %;26.43 in
17.09.2005;Malatyaspor;Denizlispor;0;1;Süper Lig;Partly Cloudy;NNW;70 °F;10 mph;88 %;29.64 in
18.09.2005;Manisaspor;Galatasaray;1;4;Süper Lig;Fair;ENE;72 °F;5 mph;78 %;29.82 in
18.09.2005;Sincan Bld Ankaraspor;Samsunspor;3;3;Süper Lig;Fair;ENE;72 °F;5 mph;78 %;29.82 in
18.09.2005;Beşiktaş;Fenerbahçe;1;2;Süper Lig;Fair;ENE;72 °F;5 mph;78 %;29.82 in
18.09.2005;Gaziantepspor;Erciyesspor;1;2;Süper Lig;Fair;ENE;72 °F;5 mph;78 %;29.82 in
10.09.2005;Ç. Rizespor;Beşiktaş;1;0;Süper Lig;Mostly Cloudy;S;72 °F;5 mph;64 %;29.81 in
10.09.2005;Diyarbakırspor;Kayserispor;0;2;Süper Lig;Fair;N;72 °F;6 mph;64 %;29.94 in
10.09.2005;Erciyesspor;Malatyaspor;1;1;Süper Lig;Fair;N;72 °F;6 mph;64 %;29.94 in
10.09.2005;Fenerbahçe;Sincan Bld Ankaraspor;2;1;Süper Lig;Fair;N;72 °F;6 mph;64 %;29.94 in
11.09.2005;Trabzonspor;Gaziantepspor;2;0;Süper Lig;Mostly Cloudy;VAR;70 °F;2 mph;73 %;29.75 in
11.09.2005;Denizlispor;Ankaragücü;0;0;Süper Lig;Fair;E;70 °F;6 mph;78 %;29.82 in
11.09.2005;Galatasaray;Sivasspor;2;0;Süper Lig;Fair;E;70 °F;6 mph;78 %;29.82 in
11.09.2005;Gençlerbirliği;Konyaspor;1;1;Süper Lig;Fair;E;70 °F;6 mph;78 %;29.82 in
11.09.2005;Samsunspor;Manisaspor;1;1;Süper Lig;Fair;WSW;66 °F;5 mph;77 %;30.06 in
26.08.2005;Gaziantepspor;Galatasaray;2;2;Süper Lig;Fair;NE;75 °F;8 mph;73 %;29.82 in
27.08.2005;Sincan Bld Ankaraspor;Ç. Rizespor;0;0;Süper Lig;Fair;NE;75 °F;9 mph;69 %;29.88 in
27.08.2005;Fenerbahçe;Samsunspor;5;2;Süper Lig;Fair;NE;75 °F;9 mph;69 %;29.88 in
27.08.2005;Konyaspor;Denizlispor;1;0;Süper Lig;Partly Cloudy;N;77 °F;9 mph;44 %;26.43 in
27.08.2005;Sivasspor;Manisaspor;1;0;Süper Lig;Fair;WSW;74 °F;4 mph;77 %;30.06 in
28.08.2005;Malatyaspor;Trabzonspor;1;1;Süper Lig;Fair;NE;75 °F;7 mph;69 %;29.91 in
28.08.2005;Ankaragücü;Erciyesspor;1;2;Süper Lig;Fair;NE;75 °F;7 mph;69 %;29.91 in
28.08.2005;Kayserispor;Gençlerbirliği;2;0;Süper Lig;Partly Cloudy;NNE;68 °F;9 mph;64 %;26.44 in
28.08.2005;Beşiktaş;Diyarbakırspor;1;1;Süper Lig;Fair;NE;75 °F;7 mph;69 %;29.91 in
20.08.2005;Trabzonspor;Ankaragücü;3;1;Süper Lig;Mostly Cloudy;CALM;79 °F;0 mph;78 %;29.72 in
20.08.2005;Denizlispor;Kayserispor;1;3;Süper Lig;Fair;ENE;75 °F;6 mph;69 %;29.82 in
20.08.2005;Samsunspor;Sivasspor;1;2;Süper Lig;Fair;WSW;67 °F;5 mph;67 %;30.06 in
20.08.2005;Gençlerbirliği;Beşiktaş;0;2;Süper Lig;Fair;ENE;75 °F;6 mph;69 %;29.82 in
21.08.2005;Ç. Rizespor;Fenerbahçe;1;2;Süper Lig;Mostly Cloudy;S;77 °F;14 mph;65 %;29.64 in
21.08.2005;Diyarbakırspor;Sincan Bld Ankaraspor;1;2;Süper Lig;Fair;NNW;72 °F;8 mph;78 %;29.79 in
21.08.2005;Erciyesspor;Konyaspor;0;0;Süper Lig;Fair;NNW;72 °F;8 mph;78 %;29.79 in
21.08.2005;Manisaspor;Gaziantepspor;1;2;Süper Lig;Fair;NNW;72 °F;8 mph;78 %;29.79 in
21.08.2005;Galatasaray;Malatyaspor;5;2;Süper Lig;Fair;NNW;72 °F;8 mph;78 %;29.79 in
12.08.2005;Ankaragücü;Galatasaray;0;1;Süper Lig;Fair;NE;73 °F;7 mph;61 %;29.88 in
13.08.2005;Gaziantepspor;Sivasspor;0;0;Süper Lig;Fair;ENE;75 °F;7 mph;69 %;29.85 in
13.08.2005;Malatyaspor;Manisaspor;0;5;Süper Lig;Fair;ENE;75 °F;7 mph;69 %;29.85 in
13.08.2005;Ç. Rizespor;Samsunspor;1;2;Süper Lig;Mostly Cloudy;S;73 °F;5 mph;83 %;29.87 in
13.08.2005;Fenerbahçe;Diyarbakırspor;2;2;Süper Lig;Fair;ENE;75 °F;7 mph;69 %;29.85 in
14.08.2005;Konyaspor;Trabzonspor;0;0;Süper Lig;Fair;NNW;75 °F;9 mph;34 %;26.53 in
14.08.2005;Sincan Bld Ankaraspor;Gençlerbirliği;0;0;Süper Lig;Fair;NNE;79 °F;8 mph;36 %;29.76 in
14.08.2005;Kayserispor;Erciyesspor;1;2;Süper Lig;Fair;NNE;68 °F;5 mph;46 %;26.49 in
14.08.2005;Beşiktaş;Denizlispor;2;0;Süper Lig;Fair;NNE;79 °F;8 mph;36 %;29.76 in
05.08.2005;Gençlerbirliği;Fenerbahçe;0;0;Süper Lig;Fair;NE;81 °F;14 mph;54 %;29.61 in
06.08.2005;Erciyesspor;Beşiktaş;1;1;Süper Lig;Fair;NNE;67 °F;11 mph;72 %;29.55 in
06.08.2005;Diyarbakırspor;Ç. Rizespor;1;0;Süper Lig;Fair;NNE;79 °F;17 mph;74 %;29.55 in
06.08.2005;Sivasspor;Malatyaspor;1;1;Süper Lig;Fair;WSW;77 °F;5 mph;83 %;29.61 in
06.08.2005;Trabzonspor;Kayserispor;2;1;Süper Lig;Partly Cloudy;SSE;77 °F;5 mph;83 %;29.61 in
07.08.2005;Denizlispor;Sincan Bld Ankaraspor;1;1;Süper Lig;Mostly Cloudy;NW;73 °F;14 mph;88 %;29.58 in
07.08.2005;Galatasaray;Konyaspor;2;1;Süper Lig;Mostly Cloudy;NW;73 °F;14 mph;88 %;29.58 in
07.08.2005;Samsunspor;Gaziantepspor;2;3;Süper Lig;Fair;WSW;67 °F;5 mph;83 %;29.61 in
07.08.2005;Manisaspor;Ankaragücü;2;2;Süper Lig;Mostly Cloudy;NW;73 °F;14 mph;88 %;29.58 in
