date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
11.05.2012;Beşiktaş;Trabzonspor;1;1;Süper Lig;Mostly Cloudy;NNE;12 mph;63 °F;72 %;30.02 in
12.05.2012;Fenerbahçe;Galatasaray;0;0;Süper Lig;Mostly Cloudy;NNE;12 mph;63 °F;72 %;30.02 in
06.05.2012;Trabzonspor;Fenerbahçe;1;3;Süper Lig;Cloudy;CALM;0 mph;61 °F;94 %;29.75 in
06.05.2012;Galatasaray;Beşiktaş;2;2;Süper Lig;Partly Cloudy;SSE;5 mph;64 °F;88 %;29.73 in
02.05.2012;Galatasaray;Trabzonspor;0;0;Süper Lig;Fair;N;12 mph;59 °F;67 %;29.85 in
03.05.2012;Beşiktaş;Fenerbahçe;1;0;Süper Lig;Fair;NNW;8 mph;55 °F;82 %;29.70 in
28.04.2012;Trabzonspor;Galatasaray;2;4;Süper Lig;Partly Cloudy;CALM;0 mph;54 °F;94 %;29.96 in
29.04.2012;Fenerbahçe;Beşiktaş;2;1;Süper Lig;Fair;N;14 mph;57 °F;88 %;29.94 in
21.04.2012;Trabzonspor;Beşiktaş;1;0;Süper Lig;Partly Cloudy;VAR;1 mph;54 °F;88 %;29.75 in
22.04.2012;Galatasaray;Fenerbahçe;1;2;Süper Lig;Partly Cloudy;SSW;6 mph;54 °F;82 %;29.76 in
15.04.2012;Fenerbahçe;Trabzonspor;2;0;Süper Lig;Mostly Cloudy;S;15 mph;57 °F;82 %;29.44 in
16.04.2012;Beşiktaş;Galatasaray;0;2;Süper Lig;Mostly Cloudy;S;17 mph;55 °F;72 %;29.61 in
12.05.2012;Başakşehir;Bursaspor;0;4;Süper Lig;Mostly Cloudy;N;9 mph;64 °F;88 %;29.94 in
12.05.2012;Sivasspor;Eskişehirspor;1;3;Süper Lig;Mostly Cloudy;ESE;7 mph;45 °F;87 %;25.83 in
06.05.2012;Eskişehirspor;Başakşehir;3;1;Süper Lig;Partly Cloudy;SSE;5 mph;64 °F;88 %;29.73 in
06.05.2012;Bursaspor;Sivasspor;2;0;Süper Lig;Partly Cloudy;SSE;5 mph;64 °F;88 %;29.73 in
02.05.2012;Sivasspor;Başakşehir;1;2;Süper Lig;Fair;NE;5 mph;46 °F;53 %;25.75 in
03.05.2012;Bursaspor;Eskişehirspor;3;2;Süper Lig;Fair;NNW;8 mph;55 °F;82 %;29.70 in
28.04.2012;Başakşehir;Sivasspor;4;2;Süper Lig;Partly Cloudy;NNE;9 mph;55 °F;82 %;29.97 in
29.04.2012;Eskişehirspor;Bursaspor;2;0;Süper Lig;Fair;N;14 mph;57 °F;88 %;29.94 in
21.04.2012;Bursaspor;Başakşehir;3;2;Süper Lig;Fair;S;7 mph;57 °F;72 %;29.64 in
21.04.2012;Eskişehirspor;Sivasspor;1;1;Süper Lig;Fair;S;7 mph;57 °F;72 %;29.64 in
14.04.2012;Başakşehir;Eskişehirspor;1;1;Süper Lig;Mostly Cloudy;E;5 mph;61 °F;59 %;29.58 in
15.04.2012;Sivasspor;Bursaspor;4;0;Süper Lig;Mostly Cloudy;SE;12 mph;52 °F;50 %;25.60 in
