date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
24.07.2020;Antalyaspor;Galatasaray;2;2;Süper Lig;Fair;CALM;0 mph;81 °F;61 %;29.41 in
25.07.2020;Göztepe;Sivasspor;3;1;Süper Lig;Fair;N;9 mph;82 °F;42 %;29.24 in
25.07.2020;Gençlerbirliği;Beşiktaş;0;3;Süper Lig;Fair;ENE;12 mph;73 °F;73 %;29.68 in
25.07.2020;Denizlispor;Ankaragücü;0;1;Süper Lig;Fair;ENE;12 mph;73 °F;73 %;29.68 in
25.07.2020;Konyaspor;Alanyaspor;2;3;Süper Lig;Fair;N;10 mph;72 °F;31 %;26.38 in
25.07.2020;Kayserispor;Trabzonspor;1;2;Süper Lig;Fair;CALM;0 mph;68 °F;64 %;26.31 in
25.07.2020;Yeni Malatyaspor;Gaziantep FK;0;1;Süper Lig;Fair;ENE;12 mph;73 °F;73 %;29.68 in
25.07.2020;Fenerbahçe;Ç. Rizespor;3;1;Süper Lig;Fair;ENE;12 mph;73 °F;73 %;29.68 in
26.07.2020;Kasımpaşa;Başakşehir;3;2;Süper Lig;Fair;NNE;10 mph;75 °F;78 %;29.62 in
18.07.2020;Galatasaray;Göztepe;3;1;Süper Lig;Fair;NE;9 mph;72 °F;78 %;29.68 in
18.07.2020;Gaziantep FK;Kasımpaşa;2;2;Süper Lig;Fair;CALM;0 mph;73 °F;61 %;27.27 in
19.07.2020;Ç. Rizespor;Yeni Malatyaspor;3;0;Süper Lig;Mostly Cloudy;SW;5 mph;77 °F;83 %;29.74 in
19.07.2020;Trabzonspor;Konyaspor;3;4;Süper Lig;Mostly Cloudy;SW;5 mph;77 °F;83 %;29.74 in
19.07.2020;Ankaragücü;Antalyaspor;0;1;Süper Lig;Fair;NE;12 mph;73 °F;83 %;29.65 in
19.07.2020;Sivasspor;Gençlerbirliği;2;0;Süper Lig;Fair;NW;8 mph;59 °F;82 %;24.79 in
19.07.2020;Beşiktaş;Fenerbahçe;2;0;Süper Lig;Fair;NE;12 mph;73 °F;83 %;29.65 in
19.07.2020;Başakşehir;Kayserispor;1;0;Süper Lig;Fair;NE;12 mph;73 °F;83 %;29.65 in
19.07.2020;Alanyaspor;Denizlispor;1;0;Süper Lig;Fair;E;2 mph;73 °F;88 %;29.61 in
11.07.2020;Göztepe;Gençlerbirliği;1;3;Süper Lig;Fair;N;13 mph;81 °F;51 %;29.38 in
12.07.2020;Ankaragücü;Galatasaray;1;0;Süper Lig;Fair;NNE;10 mph;75 °F;78 %;29.74 in
12.07.2020;Fenerbahçe;Sivasspor;1;2;Süper Lig;Fair;NNE;10 mph;75 °F;78 %;29.74 in
12.07.2020;Antalyaspor;Alanyaspor;1;0;Süper Lig;Fair;NW;5 mph;81 °F;74 %;29.53 in
13.07.2020;Kasımpaşa;Ç. Rizespor;2;0;Süper Lig;Fair;N;7 mph;75 °F;73 %;29.68 in
13.07.2020;Kayserispor;Gaziantep FK;1;1;Süper Lig;Fair;ENE;5 mph;64 °F;73 %;26.31 in
13.07.2020;Denizlispor;Trabzonspor;2;1;Süper Lig;Fair;N;7 mph;75 °F;73 %;29.68 in
13.07.2020;Konyaspor;Başakşehir;4;3;Süper Lig;Fair;NW;15 mph;73 °F;50 %;26.35 in
13.07.2020;Yeni Malatyaspor;Beşiktaş;0;1;Süper Lig;Fair;N;7 mph;75 °F;73 %;29.68 in
07.07.2020;Gençlerbirliği;Fenerbahçe;1;1;Süper Lig;Fair;NNE;12 mph;79 °F;83 %;29.41 in
07.07.2020;Başakşehir;Denizlispor;2;0;Süper Lig;Fair;NNE;12 mph;79 °F;83 %;29.41 in
08.07.2020;Sivasspor;Yeni Malatyaspor;0;1;Süper Lig;Partly Cloudy;SE;7 mph;61 °F;63 %;24.67 in
08.07.2020;Trabzonspor;Antalyaspor;2;2;Süper Lig;Mostly Cloudy;CALM;0 mph;81 °F;70 %;29.51 in
08.07.2020;Alanyaspor;Galatasaray;4;1;Süper Lig;Mostly Cloudy;WNW;3 mph;75 °F;89 %;29.58 in
08.07.2020;Göztepe;Ankaragücü;2;2;Süper Lig;Fair;W;5 mph;77 °F;83 %;29.27 in
09.07.2020;Ç. Rizespor;Kayserispor;3;2;Süper Lig;Light Rain Shower / Windy;SW;21 mph;75 °F;69 %;29.80 in
