date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
29.05.2015;Erciyesspor;Karabükspor;4;3;Süper Lig;Partly Cloudy;ENE;8 mph;63 °F;72 %;29.76 in
29.05.2015;Balıkesirspor;Gaziantepspor;1;1;Süper Lig;Partly Cloudy;ENE;8 mph;63 °F;72 %;29.76 in
29.05.2015;Eskişehirspor;Akhisarspor;1;3;Süper Lig;Partly Cloudy;ENE;8 mph;63 °F;72 %;29.76 in
29.05.2015;Beşiktaş;Gençlerbirliği;2;1;Süper Lig;Partly Cloudy;ENE;8 mph;63 °F;72 %;29.76 in
30.05.2015;Ç. Rizespor;Galatasaray;1;1;Süper Lig;Light Rain Shower;W;8 mph;63 °F;94 %;29.72 in
30.05.2015;Fenerbahçe;Kasımpaşa;2;0;Süper Lig;Fair;NNE;5 mph;63 °F;55 %;29.85 in
30.05.2015;Mersin İ.Y.;Başakşehir;2;2;Süper Lig;Fair;NNE;5 mph;63 °F;55 %;29.85 in
30.05.2015;Bursaspor;Konyaspor;0;0;Süper Lig;Fair;NNE;5 mph;63 °F;55 %;29.85 in
30.05.2015;Sivasspor;Trabzonspor;1;1;Süper Lig;Mostly Cloudy;ESE;7 mph;41 °F;100 %;25.60 in
22.05.2015;Gençlerbirliği;Mersin İ.Y.;1;2;Süper Lig;Fair;NW;7 mph;63 °F;82 %;29.85 in
23.05.2015;Kasımpaşa;Erciyesspor;3;3;Süper Lig;Fair;NNW;12 mph;63 °F;82 %;29.85 in
23.05.2015;Konyaspor;Ç. Rizespor;1;1;Süper Lig;Fair;NW;13 mph;63 °F;55 %;26.45 in
23.05.2015;Trabzonspor;Balıkesirspor;3;2;Süper Lig;Mostly Cloudy;NE;3 mph;64 °F;94 %;29.78 in
24.05.2015;Karabükspor;Sivasspor;2;1;Süper Lig;Fair;N;5 mph;68 °F;56 %;29.73 in
24.05.2015;Gaziantepspor;Eskişehirspor;3;2;Süper Lig;Fair;N;5 mph;68 °F;56 %;29.73 in
24.05.2015;Galatasaray;Beşiktaş;2;0;Süper Lig;Fair;N;5 mph;68 °F;56 %;29.73 in
25.05.2015;Akhisarspor;Bursaspor;0;1;Süper Lig;Fair;N;10 mph;66 °F;78 %;29.67 in
25.05.2015;Başakşehir;Fenerbahçe;2;2;Süper Lig;Fair;N;10 mph;66 °F;78 %;29.67 in
16.05.2015;Balıkesirspor;Karabükspor;4;2;Süper Lig;Fair;VAR;2 mph;66 °F;60 %;29.97 in
16.05.2015;Sivasspor;Kasımpaşa;1;1;Süper Lig;Fair;SW;7 mph;45 °F;66 %;25.90 in
