date;home_team;away_team;home_score;away_score;League;weather;wind;wind_speed;temperature;humidity;pressure
20.05.2022;Antalyaspor;Galatasaray;1;1;Süper Lig;Fair;NW;15 mph;66 °F;63 %;27.54 in
20.05.2022;Gaziantep FK;Ç. Rizespor;2;0;Süper Lig;Fair;SW;1 mph;59 °F;63 %;27.54 in
21.05.2022;Altay;Kasımpaşa;2;4;Süper Lig;Fair;E;5 mph;61 °F;42 %;29.97 in
21.05.2022;Sivasspor;Kayserispor;2;1;Süper Lig;Fair;CALM;0 mph;34 °F;87 %;24.96 in
21.05.2022;Beşiktaş;Konyaspor;1;1;Süper Lig;Fair;E;5 mph;61 °F;42 %;29.97 in
21.05.2022;Yeni Malatyaspor;Fenerbahçe;0;5;Süper Lig;Fair;E;5 mph;61 °F;42 %;29.97 in
22.05.2022;Başakşehir;Trabzonspor;3;1;Süper Lig;Fair;S;2 mph;59 °F;88 %;29.74 in
22.05.2022;F. Karagümrük;Alanyaspor;0;1;Süper Lig;Fair;S;2 mph;59 °F;88 %;29.74 in
22.05.2022;Hatayspor;Giresunspor;4;1;Süper Lig;Fair;CALM;0 mph;75 °F;25 %;29.81 in
22.05.2022;Adana Demirspor;Göztepe;7;0;Süper Lig;Fair;N;6 mph;70 °F;46 %;29.73 in
14.05.2022;Kayserispor;Yeni Malatyaspor;3;0;Süper Lig;Fair;VAR;1 mph;46 °F;71 %;26.54 in
15.05.2022;Göztepe;Beşiktaş;0;2;Süper Lig;Fair;N;7 mph;64 °F;56 %;29.53 in
15.05.2022;Trabzonspor;Altay;2;1;Süper Lig;Fair;VAR;3 mph;61 °F;68 %;29.86 in
15.05.2022;Alanyaspor;Gaziantep FK;3;0;Süper Lig;Partly Cloudy;ESE;7 mph;63 °F;77 %;29.81 in
15.05.2022;Fenerbahçe;F. Karagümrük;0;0;Süper Lig;Fair;CALM;0 mph;63 °F;59 %;29.80 in
15.05.2022;Kasımpaşa;Antalyaspor;2;4;Süper Lig;Fair;CALM;0 mph;63 °F;59 %;29.80 in
15.05.2022;Giresunspor;Başakşehir;1;1;Süper Lig;Fair;CALM;0 mph;63 °F;59 %;29.80 in
15.05.2022;Konyaspor;Hatayspor;3;1;Süper Lig;Thunder;WNW;8 mph;59 °F;72 %;26.51 in
16.05.2022;Ç. Rizespor;Sivasspor;1;2;Süper Lig;Mostly Cloudy;CALM;0 mph;61 °F;82 %;29.92 in
16.05.2022;Galatasaray;Adana Demirspor;3;2;Süper Lig;Fair;N;6 mph;63 °F;72 %;29.88 in
06.05.2022;Hatayspor;Trabzonspor;1;1;Süper Lig;Thunder;SW;2 mph;59 °F;90 %;29.85 in
06.05.2022;Gaziantep FK;Kayserispor;1;1;Süper Lig;Fair;WSW;5 mph;52 °F;88 %;27.40 in
07.05.2022;Sivasspor;Kasımpaşa;1;3;Süper Lig;Mostly Cloudy;NNW;17 mph;36 °F;100 %;24.69 in
07.05.2022;F. Karagümrük;Göztepe;3;1;Süper Lig;Fair;NE;12 mph;55 °F;82 %;30.00 in
07.05.2022;Başakşehir;Galatasaray;0;0;Süper Lig;Fair;NE;12 mph;55 °F;82 %;30.00 in
07.05.2022;Adana Demirspor;Alanyaspor;1;2;Süper Lig;Fair;SW;3 mph;59 °F;59 %;29.75 in
08.05.2022;Altay;Giresunspor;1;1;Süper Lig;Fair;ENE;10 mph;54 °F;82 %;30.00 in
08.05.2022;Yeni Malatyaspor;Ç. Rizespor;1;3;Süper Lig;Fair;ENE;10 mph;54 °F;82 %;30.00 in
08.05.2022;Beşiktaş;Fenerbahçe;1;1;Süper Lig;Fair;ENE;10 mph;54 °F;82 %;30.00 in
09.05.2022;Antalyaspor;Konyaspor;3;2;Süper Lig;Fair;NNW;5 mph;61 °F;68 %;29.82 in
29.04.2022;Fenerbahçe;Gaziantep FK;3;2;Süper Lig;Fair;NE;13 mph;55 °F;82 %;29.88 in
29.04.2022;Giresunspor;Adana Demirspor;2;0;Süper Lig;Fair;NE;13 mph;55 °F;82 %;29.88 in
30.04.2022;Konyaspor;F. Karagümrük;1;2;Süper Lig;Mostly Cloudy;N;12 mph;63 °F;42 %;26.45 in
30.04.2022;Kasımpaşa;Başakşehir;2;3;Süper Lig;Mostly Cloudy;NNE;16 mph;55 °F;82 %;29.88 in
30.04.2022;Trabzonspor;Antalyaspor;2;2;Süper Lig;Fog;NE;3 mph;52 °F;100 %;29.92 in
30.04.2022;Hatayspor;Altay;0;1;Süper Lig;Fair;N;6 mph;78 °F;51 %;29.80 in
