date;home_team;away_team;home_score;away_score;League
05.05.2012;B. Dortmund;Freiburg;4;0;Bundesliga
05.05.2012;Werder Bremen;Schalke 04;2;3;Bundesliga
05.05.2012;Hannover 96;Kaiserslautern;2;1;Bundesliga
05.05.2012;Mainz;M'gladbach;0;3;Bundesliga
05.05.2012;Nürnberg;B. Leverkusen;1;4;Bundesliga
05.05.2012;Stuttgart;Wolfsburg;3;2;Bundesliga
05.05.2012;Köln;Bayern Münih;1;4;Bundesliga
05.05.2012;Augsburg;Hamburg;1;0;Bundesliga
05.05.2012;Hertha Berlin;Hoffenheim;3;1;Bundesliga
28.04.2012;B. Leverkusen;Hannover 96;1;0;Bundesliga
28.04.2012;Bayern Münih;Stuttgart;2;0;Bundesliga
28.04.2012;Schalke 04;Hertha Berlin;4;0;Bundesliga
28.04.2012;Hamburg;Mainz;0;0;Bundesliga
28.04.2012;Freiburg;Köln;4;1;Bundesliga
28.04.2012;Kaiserslautern;B. Dortmund;2;5;Bundesliga
28.04.2012;Hoffenheim;Nürnberg;2;3;Bundesliga
28.04.2012;Wolfsburg;Werder Bremen;3;1;Bundesliga
28.04.2012;M'gladbach;Augsburg;0;0;Bundesliga
20.04.2012;Mainz;Wolfsburg;0;0;Bundesliga
21.04.2012;Werder Bremen;Bayern Münih;1;2;Bundesliga
21.04.2012;Nürnberg;Hamburg;1;1;Bundesliga
21.04.2012;Hoffenheim;B. Leverkusen;0;1;Bundesliga
21.04.2012;Köln;Stuttgart;1;1;Bundesliga
21.04.2012;Hertha Berlin;Kaiserslautern;1;2;Bundesliga
21.04.2012;B. Dortmund;M'gladbach;2;0;Bundesliga
22.04.2012;Augsburg;Schalke 04;1;1;Bundesliga
22.04.2012;Hannover 96;Freiburg;0;0;Bundesliga
13.04.2012;Stuttgart;Werder Bremen;4;1;Bundesliga
14.04.2012;B. Leverkusen;Hertha Berlin;3;3;Bundesliga
14.04.2012;Schalke 04;B. Dortmund;1;2;Bundesliga
14.04.2012;Hamburg;Hannover 96;1;0;Bundesliga
14.04.2012;Kaiserslautern;Nürnberg;0;2;Bundesliga
14.04.2012;Wolfsburg;Augsburg;1;2;Bundesliga
14.04.2012;Bayern Münih;Mainz;0;0;Bundesliga
15.04.2012;M'gladbach;Köln;3;0;Bundesliga
15.04.2012;Freiburg;Hoffenheim;0;0;Bundesliga
10.04.2012;Werder Bremen;M'gladbach;2;2;Bundesliga
10.04.2012;Mainz;Köln;4;0;Bundesliga
10.04.2012;Augsburg;Stuttgart;1;3;Bundesliga
10.04.2012;Hertha Berlin;Freiburg;1;2;Bundesliga
11.04.2012;B. Dortmund;Bayern Münih;1;0;Bundesliga
11.04.2012;B. Leverkusen;Kaiserslautern;3;1;Bundesliga
11.04.2012;Hannover 96;Wolfsburg;2;0;Bundesliga
11.04.2012;Nürnberg;Schalke 04;4;1;Bundesliga
11.04.2012;Hoffenheim;Hamburg;4;0;Bundesliga
07.04.2012;Bayern Münih;Augsburg;2;1;Bundesliga
07.04.2012;Freiburg;Nürnberg;2;2;Bundesliga
07.04.2012;Kaiserslautern;Hoffenheim;1;2;Bundesliga
07.04.2012;Stuttgart;Mainz;4;1;Bundesliga
07.04.2012;Köln;Werder Bremen;1;1;Bundesliga
07.04.2012;Wolfsburg;B. Dortmund;1;3;Bundesliga
07.04.2012;M'gladbach;Hertha Berlin;0;0;Bundesliga
08.04.2012;Schalke 04;Hannover 96;3;0;Bundesliga
08.04.2012;Hamburg;B. Leverkusen;1;1;Bundesliga
