date;home_team;away_team;home_score;away_score;League
08.05.2010;Hertha Berlin;Bayern Münih;1;3;Bundesliga
08.05.2010;Hoffenheim;Stuttgart;1;1;Bundesliga
08.05.2010;Werder Bremen;Hamburg;1;1;Bundesliga
08.05.2010;Freiburg;B. Dortmund;3;1;Bundesliga
08.05.2010;Mainz;Schalke 04;0;0;Bundesliga
08.05.2010;M'gladbach;B. Leverkusen;1;1;Bundesliga
08.05.2010;Bochum;Hannover 96;0;3;Bundesliga
08.05.2010;Nürnberg;Köln;1;0;Bundesliga
08.05.2010;Wolfsburg;E. Frankfurt;3;1;Bundesliga
01.05.2010;B. Dortmund;Wolfsburg;1;1;Bundesliga
01.05.2010;B. Leverkusen;Hertha Berlin;1;1;Bundesliga
01.05.2010;E. Frankfurt;Hoffenheim;1;2;Bundesliga
01.05.2010;Schalke 04;Werder Bremen;0;2;Bundesliga
01.05.2010;Bayern Münih;Bochum;3;1;Bundesliga
01.05.2010;Hannover 96;M'gladbach;6;1;Bundesliga
01.05.2010;Köln;Freiburg;2;2;Bundesliga
01.05.2010;Stuttgart;Mainz;2;2;Bundesliga
01.05.2010;Hamburg;Nürnberg;4;0;Bundesliga
23.04.2010;Bochum;Stuttgart;0;2;Bundesliga
24.04.2010;M'gladbach;Bayern Münih;1;1;Bundesliga
24.04.2010;Nürnberg;B. Dortmund;2;3;Bundesliga
24.04.2010;Hertha Berlin;Schalke 04;0;1;Bundesliga
24.04.2010;B. Leverkusen;Hannover 96;3;0;Bundesliga
24.04.2010;Mainz;E. Frankfurt;3;3;Bundesliga
24.04.2010;Werder Bremen;Köln;1;0;Bundesliga
25.04.2010;Hoffenheim;Hamburg;5;1;Bundesliga
25.04.2010;Freiburg;Wolfsburg;1;0;Bundesliga
16.04.2010;Köln;Bochum;2;0;Bundesliga
17.04.2010;Stuttgart;B. Leverkusen;2;1;Bundesliga
17.04.2010;Wolfsburg;Werder Bremen;2;4;Bundesliga
17.04.2010;Schalke 04;M'gladbach;3;1;Bundesliga
17.04.2010;Hamburg;Mainz;0;1;Bundesliga
17.04.2010;Freiburg;Nürnberg;2;1;Bundesliga
17.04.2010;Bayern Münih;Hannover 96;7;0;Bundesliga
18.04.2010;B. Dortmund;Hoffenheim;1;1;Bundesliga
18.04.2010;E. Frankfurt;Hertha Berlin;2;2;Bundesliga
09.04.2010;M'gladbach;E. Frankfurt;2;0;Bundesliga
10.04.2010;Hertha Berlin;Stuttgart;0;1;Bundesliga
10.04.2010;Mainz;B. Dortmund;1;0;Bundesliga
10.04.2010;Hannover 96;Schalke 04;4;2;Bundesliga
10.04.2010;Hoffenheim;Köln;0;2;Bundesliga
10.04.2010;Werder Bremen;Freiburg;4;0;Bundesliga
10.04.2010;B. Leverkusen;Bayern Münih;1;1;Bundesliga
11.04.2010;Bochum;Hamburg;1;2;Bundesliga
11.04.2010;Nürnberg;Wolfsburg;0;2;Bundesliga
03.04.2010;Schalke 04;Bayern Münih;1;2;Bundesliga
03.04.2010;E. Frankfurt;B. Leverkusen;3;2;Bundesliga
03.04.2010;B. Dortmund;Werder Bremen;2;1;Bundesliga
03.04.2010;Freiburg;Bochum;1;1;Bundesliga
03.04.2010;Stuttgart;M'gladbach;2;1;Bundesliga
03.04.2010;Nürnberg;Mainz;2;0;Bundesliga
03.04.2010;Köln;Hertha Berlin;0;3;Bundesliga
04.04.2010;Wolfsburg;Hoffenheim;4;0;Bundesliga
04.04.2010;Hamburg;Hannover 96;0;0;Bundesliga
26.03.2010;Bochum;E. Frankfurt;1;2;Bundesliga
27.03.2010;Mainz;Wolfsburg;0;2;Bundesliga
27.03.2010;Bayern Münih;Stuttgart;1;2;Bundesliga
27.03.2010;Hertha Berlin;B. Dortmund;0;0;Bundesliga
27.03.2010;Hannover 96;Köln;1;4;Bundesliga
27.03.2010;Werder Bremen;Nürnberg;4;2;Bundesliga
27.03.2010;B. Leverkusen;Schalke 04;0;2;Bundesliga
28.03.2010;Hoffenheim;Freiburg;1;1;Bundesliga
28.03.2010;M'gladbach;Hamburg;1;0;Bundesliga
19.03.2010;Köln;M'gladbach;1;1;Bundesliga
20.03.2010;E. Frankfurt;Bayern Münih;2;1;Bundesliga
20.03.2010;Nürnberg;Hoffenheim;0;0;Bundesliga
20.03.2010;Stuttgart;Hannover 96;2;0;Bundesliga
20.03.2010;Werder Bremen;Bochum;3;2;Bundesliga
20.03.2010;Freiburg;Mainz;1;0;Bundesliga
20.03.2010;B. Dortmund;B. Leverkusen;3;0;Bundesliga
21.03.2010;Hamburg;Schalke 04;2;2;Bundesliga
21.03.2010;Wolfsburg;Hertha Berlin;1;5;Bundesliga
12.03.2010;Schalke 04;Stuttgart;2;1;Bundesliga
13.03.2010;M'gladbach;Wolfsburg;0;4;Bundesliga
13.03.2010;Bochum;B. Dortmund;1;4;Bundesliga
13.03.2010;Mainz;Köln;1;0;Bundesliga
13.03.2010;Hannover 96;E. Frankfurt;2;1;Bundesliga
13.03.2010;Hertha Berlin;Nürnberg;1;2;Bundesliga
13.03.2010;Bayern Münih;Freiburg;2;1;Bundesliga
14.03.2010;Hoffenheim;Werder Bremen;0;1;Bundesliga
14.03.2010;B. Leverkusen;Hamburg;4;2;Bundesliga
06.03.2010;Köln;Bayern Münih;1;1;Bundesliga
06.03.2010;Werder Bremen;Stuttgart;2;2;Bundesliga
06.03.2010;Hamburg;Hertha Berlin;1;0;Bundesliga
06.03.2010;E. Frankfurt;Schalke 04;1;4;Bundesliga
06.03.2010;Freiburg;Hannover 96;1;2;Bundesliga
06.03.2010;Wolfsburg;Bochum;4;1;Bundesliga
06.03.2010;B. Dortmund;M'gladbach;3;0;Bundesliga
07.03.2010;Nürnberg;B. Leverkusen;3;2;Bundesliga
07.03.2010;Hoffenheim;Mainz;0;1;Bundesliga
26.02.2010;Schalke 04;B. Dortmund;2;1;Bundesliga
27.02.2010;Hertha Berlin;Hoffenheim;0;2;Bundesliga
27.02.2010;Mainz;Werder Bremen;1;2;Bundesliga
27.02.2010;Stuttgart;E. Frankfurt;2;1;Bundesliga
27.02.2010;M'gladbach;Freiburg;1;1;Bundesliga
27.02.2010;Bochum;Nürnberg;0;0;Bundesliga
27.02.2010;B. Leverkusen;Köln;0;0;Bundesliga
28.02.2010;Hannover 96;Wolfsburg;0;1;Bundesliga
28.02.2010;Bayern Münih;Hamburg;1;0;Bundesliga
